group|var_name|var_label|var_type|var_level|t0_var|time_start|time_end|code_type|code_include|code_exclude|notes
education|medium_education|Medium education||||||hfaudd|3780||
education|medium_education|Medium education||||||hfaudd|3785||
education|medium_education|Medium education||||||hfaudd|3790||
education|medium_education|Medium education||||||hfaudd|3835||
education|medium_education|Medium education||||||hfaudd|3870||
education|medium_education|Medium education||||||hfaudd|3880||
education|medium_education|Medium education||||||hfaudd|3885||
education|medium_education|Medium education||||||hfaudd|3910||
education|medium_education|Medium education||||||hfaudd|3915||
education|medium_education|Medium education||||||hfaudd|3920||
education|medium_education|Medium education||||||hfaudd|3925||
education|medium_education|Medium education||||||hfaudd|3930||
education|medium_education|Medium education||||||hfaudd|3935||
education|medium_education|Medium education||||||hfaudd|3939||
education|medium_education|Medium education||||||hfaudd|3940||
education|medium_education|Medium education||||||hfaudd|3941||
education|medium_education|Medium education||||||hfaudd|3960||
education|medium_education|Medium education||||||hfaudd|3961||
education|medium_education|Medium education||||||hfaudd|3965||
education|medium_education|Medium education||||||hfaudd|4001||
education|medium_education|Medium education||||||hfaudd|4002||
education|medium_education|Medium education||||||hfaudd|4003||
education|medium_education|Medium education||||||hfaudd|4004||
education|medium_education|Medium education||||||hfaudd|4010||
education|medium_education|Medium education||||||hfaudd|4038||
education|medium_education|Medium education||||||hfaudd|4039||
education|medium_education|Medium education||||||hfaudd|4044||
education|medium_education|Medium education||||||hfaudd|4045||
education|medium_education|Medium education||||||hfaudd|4053||
education|medium_education|Medium education||||||hfaudd|4080||
education|medium_education|Medium education||||||hfaudd|4094||
education|medium_education|Medium education||||||hfaudd|4098||
education|medium_education|Medium education||||||hfaudd|4100||
education|medium_education|Medium education||||||hfaudd|4101||
education|medium_education|Medium education||||||hfaudd|4108||
education|medium_education|Medium education||||||hfaudd|4118||
education|medium_education|Medium education||||||hfaudd|4119||
education|medium_education|Medium education||||||hfaudd|4120||
education|medium_education|Medium education||||||hfaudd|4121||
education|medium_education|Medium education||||||hfaudd|4122||
education|medium_education|Medium education||||||hfaudd|4123||
education|medium_education|Medium education||||||hfaudd|4124||
education|medium_education|Medium education||||||hfaudd|4125||
education|medium_education|Medium education||||||hfaudd|4126||
education|medium_education|Medium education||||||hfaudd|4127||
education|medium_education|Medium education||||||hfaudd|4128||
education|medium_education|Medium education||||||hfaudd|4135||
education|medium_education|Medium education||||||hfaudd|4140||
education|medium_education|Medium education||||||hfaudd|4166||
education|medium_education|Medium education||||||hfaudd|4168||
education|medium_education|Medium education||||||hfaudd|4188||
education|medium_education|Medium education||||||hfaudd|4189||
education|medium_education|Medium education||||||hfaudd|4193||
education|medium_education|Medium education||||||hfaudd|4194||
education|medium_education|Medium education||||||hfaudd|4195||
education|medium_education|Medium education||||||hfaudd|4196||
education|medium_education|Medium education||||||hfaudd|4197||
education|medium_education|Medium education||||||hfaudd|4198||
education|medium_education|Medium education||||||hfaudd|4200||
education|medium_education|Medium education||||||hfaudd|4201||
education|medium_education|Medium education||||||hfaudd|4203||
education|medium_education|Medium education||||||hfaudd|4204||
education|medium_education|Medium education||||||hfaudd|4205||
education|medium_education|Medium education||||||hfaudd|4206||
education|medium_education|Medium education||||||hfaudd|4207||
education|medium_education|Medium education||||||hfaudd|4211||
education|medium_education|Medium education||||||hfaudd|4212||
education|medium_education|Medium education||||||hfaudd|4213||
education|medium_education|Medium education||||||hfaudd|4214||
education|medium_education|Medium education||||||hfaudd|4215||
education|medium_education|Medium education||||||hfaudd|4216||
education|medium_education|Medium education||||||hfaudd|4217||
education|medium_education|Medium education||||||hfaudd|4218||
education|medium_education|Medium education||||||hfaudd|4219||
education|medium_education|Medium education||||||hfaudd|4220||
education|medium_education|Medium education||||||hfaudd|4221||
education|medium_education|Medium education||||||hfaudd|4222||
education|medium_education|Medium education||||||hfaudd|4223||
education|medium_education|Medium education||||||hfaudd|4224||
education|medium_education|Medium education||||||hfaudd|4225||
education|medium_education|Medium education||||||hfaudd|4226||
education|medium_education|Medium education||||||hfaudd|4227||
education|medium_education|Medium education||||||hfaudd|4228||
education|medium_education|Medium education||||||hfaudd|4229||
education|medium_education|Medium education||||||hfaudd|4230||
education|medium_education|Medium education||||||hfaudd|4231||
education|medium_education|Medium education||||||hfaudd|4232||
education|medium_education|Medium education||||||hfaudd|4233||
education|medium_education|Medium education||||||hfaudd|4234||
education|medium_education|Medium education||||||hfaudd|4235||
education|medium_education|Medium education||||||hfaudd|4236||
education|medium_education|Medium education||||||hfaudd|4237||
education|medium_education|Medium education||||||hfaudd|4238||
education|medium_education|Medium education||||||hfaudd|4239||
education|medium_education|Medium education||||||hfaudd|4240||
education|medium_education|Medium education||||||hfaudd|4241||
education|medium_education|Medium education||||||hfaudd|4242||
education|medium_education|Medium education||||||hfaudd|4243||
education|medium_education|Medium education||||||hfaudd|4244||
education|medium_education|Medium education||||||hfaudd|4245||
education|medium_education|Medium education||||||hfaudd|4246||
education|medium_education|Medium education||||||hfaudd|4247||
education|medium_education|Medium education||||||hfaudd|4248||
education|medium_education|Medium education||||||hfaudd|4249||
education|medium_education|Medium education||||||hfaudd|4250||
education|medium_education|Medium education||||||hfaudd|4251||
education|medium_education|Medium education||||||hfaudd|4252||
education|medium_education|Medium education||||||hfaudd|4253||
education|medium_education|Medium education||||||hfaudd|4254||
education|medium_education|Medium education||||||hfaudd|4255||
education|medium_education|Medium education||||||hfaudd|4256||
education|medium_education|Medium education||||||hfaudd|4257||
education|medium_education|Medium education||||||hfaudd|4258||
education|medium_education|Medium education||||||hfaudd|4259||
education|medium_education|Medium education||||||hfaudd|4260||
education|medium_education|Medium education||||||hfaudd|4261||
education|medium_education|Medium education||||||hfaudd|4262||
education|medium_education|Medium education||||||hfaudd|4263||
education|medium_education|Medium education||||||hfaudd|4264||
education|medium_education|Medium education||||||hfaudd|4265||
education|medium_education|Medium education||||||hfaudd|4266||
education|medium_education|Medium education||||||hfaudd|4267||
education|medium_education|Medium education||||||hfaudd|4268||
education|medium_education|Medium education||||||hfaudd|4269||
education|medium_education|Medium education||||||hfaudd|4270||
education|medium_education|Medium education||||||hfaudd|4271||
education|medium_education|Medium education||||||hfaudd|4272||
education|medium_education|Medium education||||||hfaudd|4273||
education|medium_education|Medium education||||||hfaudd|4274||
education|medium_education|Medium education||||||hfaudd|4275||
education|medium_education|Medium education||||||hfaudd|4276||
education|medium_education|Medium education||||||hfaudd|4277||
education|medium_education|Medium education||||||hfaudd|4278||
education|medium_education|Medium education||||||hfaudd|4279||
education|medium_education|Medium education||||||hfaudd|4280||
education|medium_education|Medium education||||||hfaudd|4281||
education|medium_education|Medium education||||||hfaudd|4282||
education|medium_education|Medium education||||||hfaudd|4283||
education|medium_education|Medium education||||||hfaudd|4284||
education|medium_education|Medium education||||||hfaudd|4285||
education|medium_education|Medium education||||||hfaudd|4286||
education|medium_education|Medium education||||||hfaudd|4287||
education|medium_education|Medium education||||||hfaudd|4288||
education|medium_education|Medium education||||||hfaudd|4289||
education|medium_education|Medium education||||||hfaudd|4290||
education|medium_education|Medium education||||||hfaudd|4291||
education|medium_education|Medium education||||||hfaudd|4292||
education|medium_education|Medium education||||||hfaudd|4293||
education|medium_education|Medium education||||||hfaudd|4294||
education|medium_education|Medium education||||||hfaudd|4295||
education|medium_education|Medium education||||||hfaudd|4296||
education|medium_education|Medium education||||||hfaudd|4297||
education|medium_education|Medium education||||||hfaudd|4298||
education|medium_education|Medium education||||||hfaudd|4299||
education|medium_education|Medium education||||||hfaudd|4300||
education|medium_education|Medium education||||||hfaudd|4301||
education|medium_education|Medium education||||||hfaudd|4302||
education|medium_education|Medium education||||||hfaudd|4303||
education|medium_education|Medium education||||||hfaudd|4304||
education|medium_education|Medium education||||||hfaudd|4305||
education|medium_education|Medium education||||||hfaudd|4306||
education|medium_education|Medium education||||||hfaudd|4307||
education|medium_education|Medium education||||||hfaudd|4308||
education|medium_education|Medium education||||||hfaudd|4309||
education|medium_education|Medium education||||||hfaudd|4310||
education|medium_education|Medium education||||||hfaudd|4311||
education|medium_education|Medium education||||||hfaudd|4312||
education|medium_education|Medium education||||||hfaudd|4313||
education|medium_education|Medium education||||||hfaudd|4314||
education|medium_education|Medium education||||||hfaudd|4315||
education|medium_education|Medium education||||||hfaudd|4316||
education|medium_education|Medium education||||||hfaudd|4317||
education|medium_education|Medium education||||||hfaudd|4318||
education|medium_education|Medium education||||||hfaudd|4319||
education|medium_education|Medium education||||||hfaudd|4320||
education|medium_education|Medium education||||||hfaudd|4321||
education|medium_education|Medium education||||||hfaudd|4322||
education|medium_education|Medium education||||||hfaudd|4323||
education|medium_education|Medium education||||||hfaudd|4324||
education|medium_education|Medium education||||||hfaudd|4325||
education|medium_education|Medium education||||||hfaudd|4326||
education|medium_education|Medium education||||||hfaudd|4327||
education|medium_education|Medium education||||||hfaudd|4328||
education|medium_education|Medium education||||||hfaudd|4329||
education|medium_education|Medium education||||||hfaudd|4330||
education|medium_education|Medium education||||||hfaudd|4331||
education|medium_education|Medium education||||||hfaudd|4332||
education|medium_education|Medium education||||||hfaudd|4333||
education|medium_education|Medium education||||||hfaudd|4334||
education|medium_education|Medium education||||||hfaudd|4335||
education|medium_education|Medium education||||||hfaudd|4336||
education|medium_education|Medium education||||||hfaudd|4337||
education|medium_education|Medium education||||||hfaudd|4338||
education|medium_education|Medium education||||||hfaudd|4339||
education|medium_education|Medium education||||||hfaudd|4340||
education|medium_education|Medium education||||||hfaudd|4341||
education|medium_education|Medium education||||||hfaudd|4342||
education|medium_education|Medium education||||||hfaudd|4343||
education|medium_education|Medium education||||||hfaudd|4344||
education|medium_education|Medium education||||||hfaudd|4345||
education|medium_education|Medium education||||||hfaudd|4346||
education|medium_education|Medium education||||||hfaudd|4347||
education|medium_education|Medium education||||||hfaudd|4348||
education|medium_education|Medium education||||||hfaudd|4349||
education|medium_education|Medium education||||||hfaudd|4350||
education|medium_education|Medium education||||||hfaudd|4351||
education|medium_education|Medium education||||||hfaudd|4352||
education|medium_education|Medium education||||||hfaudd|4353||
education|medium_education|Medium education||||||hfaudd|4354||
education|medium_education|Medium education||||||hfaudd|4355||
education|medium_education|Medium education||||||hfaudd|4356||
education|medium_education|Medium education||||||hfaudd|4357||
education|medium_education|Medium education||||||hfaudd|4358||
education|medium_education|Medium education||||||hfaudd|4359||
education|medium_education|Medium education||||||hfaudd|4360||
education|medium_education|Medium education||||||hfaudd|4361||
education|medium_education|Medium education||||||hfaudd|4362||
education|medium_education|Medium education||||||hfaudd|4363||
education|medium_education|Medium education||||||hfaudd|4364||
education|medium_education|Medium education||||||hfaudd|4365||
education|medium_education|Medium education||||||hfaudd|4366||
education|medium_education|Medium education||||||hfaudd|4367||
education|medium_education|Medium education||||||hfaudd|4368||
education|medium_education|Medium education||||||hfaudd|4369||
education|medium_education|Medium education||||||hfaudd|4370||
education|medium_education|Medium education||||||hfaudd|4371||
education|medium_education|Medium education||||||hfaudd|4372||
education|medium_education|Medium education||||||hfaudd|4373||
education|medium_education|Medium education||||||hfaudd|4374||
education|medium_education|Medium education||||||hfaudd|4375||
education|medium_education|Medium education||||||hfaudd|4376||
education|medium_education|Medium education||||||hfaudd|4377||
education|medium_education|Medium education||||||hfaudd|4378||
education|medium_education|Medium education||||||hfaudd|4379||
education|medium_education|Medium education||||||hfaudd|4380||
education|medium_education|Medium education||||||hfaudd|4381||
education|medium_education|Medium education||||||hfaudd|4382||
education|medium_education|Medium education||||||hfaudd|4383||
education|medium_education|Medium education||||||hfaudd|4384||
education|medium_education|Medium education||||||hfaudd|4385||
education|medium_education|Medium education||||||hfaudd|4386||
education|medium_education|Medium education||||||hfaudd|4387||
education|medium_education|Medium education||||||hfaudd|4388||
education|medium_education|Medium education||||||hfaudd|4389||
education|medium_education|Medium education||||||hfaudd|4390||
education|medium_education|Medium education||||||hfaudd|4391||
education|medium_education|Medium education||||||hfaudd|4392||
education|medium_education|Medium education||||||hfaudd|4393||
education|medium_education|Medium education||||||hfaudd|4394||
education|medium_education|Medium education||||||hfaudd|4395||
education|medium_education|Medium education||||||hfaudd|4396||
education|medium_education|Medium education||||||hfaudd|4397||
education|medium_education|Medium education||||||hfaudd|4398||
education|medium_education|Medium education||||||hfaudd|4399||
education|medium_education|Medium education||||||hfaudd|4400||
education|medium_education|Medium education||||||hfaudd|4401||
education|medium_education|Medium education||||||hfaudd|4402||
education|medium_education|Medium education||||||hfaudd|4403||
education|medium_education|Medium education||||||hfaudd|4404||
education|medium_education|Medium education||||||hfaudd|4405||
education|medium_education|Medium education||||||hfaudd|4406||
education|medium_education|Medium education||||||hfaudd|4410||
education|medium_education|Medium education||||||hfaudd|4411||
education|medium_education|Medium education||||||hfaudd|4412||
education|medium_education|Medium education||||||hfaudd|4413||
education|medium_education|Medium education||||||hfaudd|4414||
education|medium_education|Medium education||||||hfaudd|4416||
education|medium_education|Medium education||||||hfaudd|4417||
education|medium_education|Medium education||||||hfaudd|4418||
education|medium_education|Medium education||||||hfaudd|4419||
education|medium_education|Medium education||||||hfaudd|4420||
education|medium_education|Medium education||||||hfaudd|4421||
education|medium_education|Medium education||||||hfaudd|4422||
education|medium_education|Medium education||||||hfaudd|4423||
education|medium_education|Medium education||||||hfaudd|4424||
education|medium_education|Medium education||||||hfaudd|4425||
education|medium_education|Medium education||||||hfaudd|4426||
education|medium_education|Medium education||||||hfaudd|4427||
education|medium_education|Medium education||||||hfaudd|4428||
education|medium_education|Medium education||||||hfaudd|4429||
education|medium_education|Medium education||||||hfaudd|4430||
education|medium_education|Medium education||||||hfaudd|4431||
education|medium_education|Medium education||||||hfaudd|4432||
education|medium_education|Medium education||||||hfaudd|4433||
education|medium_education|Medium education||||||hfaudd|4434||
education|medium_education|Medium education||||||hfaudd|4435||
education|medium_education|Medium education||||||hfaudd|4436||
education|medium_education|Medium education||||||hfaudd|4437||
education|medium_education|Medium education||||||hfaudd|4438||
education|medium_education|Medium education||||||hfaudd|4439||
education|medium_education|Medium education||||||hfaudd|4440||
education|medium_education|Medium education||||||hfaudd|4441||
education|medium_education|Medium education||||||hfaudd|4442||
education|medium_education|Medium education||||||hfaudd|4443||
education|medium_education|Medium education||||||hfaudd|4444||
education|medium_education|Medium education||||||hfaudd|4445||
education|medium_education|Medium education||||||hfaudd|4446||
education|medium_education|Medium education||||||hfaudd|4447||
education|medium_education|Medium education||||||hfaudd|4448||
education|medium_education|Medium education||||||hfaudd|4449||
education|medium_education|Medium education||||||hfaudd|4451||
education|medium_education|Medium education||||||hfaudd|4452||
education|medium_education|Medium education||||||hfaudd|4453||
education|medium_education|Medium education||||||hfaudd|4454||
education|medium_education|Medium education||||||hfaudd|4455||
education|medium_education|Medium education||||||hfaudd|4456||
education|medium_education|Medium education||||||hfaudd|4457||
education|medium_education|Medium education||||||hfaudd|4458||
education|medium_education|Medium education||||||hfaudd|4459||
education|medium_education|Medium education||||||hfaudd|4460||
education|medium_education|Medium education||||||hfaudd|4461||
education|medium_education|Medium education||||||hfaudd|4462||
education|medium_education|Medium education||||||hfaudd|4463||
education|medium_education|Medium education||||||hfaudd|4464||
education|medium_education|Medium education||||||hfaudd|4465||
education|medium_education|Medium education||||||hfaudd|4466||
education|medium_education|Medium education||||||hfaudd|4467||
education|medium_education|Medium education||||||hfaudd|4468||
education|medium_education|Medium education||||||hfaudd|4469||
education|medium_education|Medium education||||||hfaudd|4470||
education|medium_education|Medium education||||||hfaudd|4471||
education|medium_education|Medium education||||||hfaudd|4472||
education|medium_education|Medium education||||||hfaudd|4473||
education|medium_education|Medium education||||||hfaudd|4475||
education|medium_education|Medium education||||||hfaudd|4476||
education|medium_education|Medium education||||||hfaudd|4477||
education|medium_education|Medium education||||||hfaudd|4478||
education|medium_education|Medium education||||||hfaudd|4479||
education|medium_education|Medium education||||||hfaudd|4480||
education|medium_education|Medium education||||||hfaudd|4481||
education|medium_education|Medium education||||||hfaudd|4482||
education|medium_education|Medium education||||||hfaudd|4483||
education|medium_education|Medium education||||||hfaudd|4484||
education|medium_education|Medium education||||||hfaudd|4485||
education|medium_education|Medium education||||||hfaudd|4486||
education|medium_education|Medium education||||||hfaudd|4487||
education|medium_education|Medium education||||||hfaudd|4488||
education|medium_education|Medium education||||||hfaudd|4489||
education|medium_education|Medium education||||||hfaudd|4490||
education|medium_education|Medium education||||||hfaudd|4491||
education|medium_education|Medium education||||||hfaudd|4492||
education|medium_education|Medium education||||||hfaudd|4493||
education|medium_education|Medium education||||||hfaudd|4494||
education|medium_education|Medium education||||||hfaudd|4495||
education|medium_education|Medium education||||||hfaudd|4496||
education|medium_education|Medium education||||||hfaudd|4497||
education|medium_education|Medium education||||||hfaudd|4498||
education|medium_education|Medium education||||||hfaudd|4499||
education|medium_education|Medium education||||||hfaudd|4500||
education|medium_education|Medium education||||||hfaudd|4501||
education|medium_education|Medium education||||||hfaudd|4502||
education|medium_education|Medium education||||||hfaudd|4503||
education|medium_education|Medium education||||||hfaudd|4504||
education|medium_education|Medium education||||||hfaudd|4505||
education|medium_education|Medium education||||||hfaudd|4506||
education|medium_education|Medium education||||||hfaudd|4507||
education|medium_education|Medium education||||||hfaudd|4508||
education|medium_education|Medium education||||||hfaudd|4509||
education|medium_education|Medium education||||||hfaudd|4510||
education|medium_education|Medium education||||||hfaudd|4511||
education|medium_education|Medium education||||||hfaudd|4512||
education|medium_education|Medium education||||||hfaudd|4513||
education|medium_education|Medium education||||||hfaudd|4514||
education|medium_education|Medium education||||||hfaudd|4515||
education|medium_education|Medium education||||||hfaudd|4516||
education|medium_education|Medium education||||||hfaudd|4517||
education|medium_education|Medium education||||||hfaudd|4518||
education|medium_education|Medium education||||||hfaudd|4519||
education|medium_education|Medium education||||||hfaudd|4520||
education|medium_education|Medium education||||||hfaudd|4521||
education|medium_education|Medium education||||||hfaudd|4522||
education|medium_education|Medium education||||||hfaudd|4523||
education|medium_education|Medium education||||||hfaudd|4524||
education|medium_education|Medium education||||||hfaudd|4525||
education|medium_education|Medium education||||||hfaudd|4526||
education|medium_education|Medium education||||||hfaudd|4527||
education|medium_education|Medium education||||||hfaudd|4528||
education|medium_education|Medium education||||||hfaudd|4529||
education|medium_education|Medium education||||||hfaudd|4530||
education|medium_education|Medium education||||||hfaudd|4531||
education|medium_education|Medium education||||||hfaudd|4532||
education|medium_education|Medium education||||||hfaudd|4533||
education|medium_education|Medium education||||||hfaudd|4534||
education|medium_education|Medium education||||||hfaudd|4535||
education|medium_education|Medium education||||||hfaudd|4536||
education|medium_education|Medium education||||||hfaudd|4537||
education|medium_education|Medium education||||||hfaudd|4538||
education|medium_education|Medium education||||||hfaudd|4539||
education|medium_education|Medium education||||||hfaudd|4540||
education|medium_education|Medium education||||||hfaudd|4541||
education|medium_education|Medium education||||||hfaudd|4542||
education|medium_education|Medium education||||||hfaudd|4543||
education|medium_education|Medium education||||||hfaudd|4544||
education|medium_education|Medium education||||||hfaudd|4545||
education|medium_education|Medium education||||||hfaudd|4546||
education|medium_education|Medium education||||||hfaudd|4547||
education|medium_education|Medium education||||||hfaudd|4548||
education|medium_education|Medium education||||||hfaudd|4549||
education|medium_education|Medium education||||||hfaudd|4550||
education|medium_education|Medium education||||||hfaudd|4551||
education|medium_education|Medium education||||||hfaudd|4552||
education|medium_education|Medium education||||||hfaudd|4553||
education|medium_education|Medium education||||||hfaudd|4554||
education|medium_education|Medium education||||||hfaudd|4555||
education|medium_education|Medium education||||||hfaudd|4556||
education|medium_education|Medium education||||||hfaudd|4557||
education|medium_education|Medium education||||||hfaudd|4558||
education|medium_education|Medium education||||||hfaudd|4559||
education|medium_education|Medium education||||||hfaudd|4560||
education|medium_education|Medium education||||||hfaudd|4561||
education|medium_education|Medium education||||||hfaudd|4564||
education|medium_education|Medium education||||||hfaudd|4565||
education|medium_education|Medium education||||||hfaudd|4566||
education|medium_education|Medium education||||||hfaudd|4570||
education|medium_education|Medium education||||||hfaudd|4600||
education|medium_education|Medium education||||||hfaudd|4601||
education|medium_education|Medium education||||||hfaudd|4602||
education|medium_education|Medium education||||||hfaudd|4603||
education|medium_education|Medium education||||||hfaudd|4604||
education|medium_education|Medium education||||||hfaudd|4605||
education|medium_education|Medium education||||||hfaudd|4606||
education|medium_education|Medium education||||||hfaudd|4607||
education|medium_education|Medium education||||||hfaudd|4608||
education|medium_education|Medium education||||||hfaudd|4609||
education|medium_education|Medium education||||||hfaudd|4610||
education|medium_education|Medium education||||||hfaudd|4611||
education|medium_education|Medium education||||||hfaudd|4612||
education|medium_education|Medium education||||||hfaudd|4613||
education|medium_education|Medium education||||||hfaudd|4614||
education|medium_education|Medium education||||||hfaudd|4615||
education|medium_education|Medium education||||||hfaudd|4616||
education|medium_education|Medium education||||||hfaudd|4617||
education|medium_education|Medium education||||||hfaudd|4618||
education|medium_education|Medium education||||||hfaudd|4619||
education|medium_education|Medium education||||||hfaudd|4620||
education|medium_education|Medium education||||||hfaudd|4621||
education|medium_education|Medium education||||||hfaudd|4622||
education|medium_education|Medium education||||||hfaudd|4623||
education|medium_education|Medium education||||||hfaudd|4624||
education|medium_education|Medium education||||||hfaudd|4625||
education|medium_education|Medium education||||||hfaudd|4626||
education|medium_education|Medium education||||||hfaudd|4627||
education|medium_education|Medium education||||||hfaudd|4628||
education|medium_education|Medium education||||||hfaudd|4629||
education|medium_education|Medium education||||||hfaudd|4630||
education|medium_education|Medium education||||||hfaudd|4631||
education|medium_education|Medium education||||||hfaudd|4632||
education|medium_education|Medium education||||||hfaudd|4633||
education|medium_education|Medium education||||||hfaudd|4634||
education|medium_education|Medium education||||||hfaudd|4635||
education|medium_education|Medium education||||||hfaudd|4636||
education|medium_education|Medium education||||||hfaudd|4637||
education|medium_education|Medium education||||||hfaudd|4638||
education|medium_education|Medium education||||||hfaudd|4639||
education|medium_education|Medium education||||||hfaudd|4640||
education|medium_education|Medium education||||||hfaudd|4641||
education|medium_education|Medium education||||||hfaudd|4642||
education|medium_education|Medium education||||||hfaudd|4643||
education|medium_education|Medium education||||||hfaudd|4644||
education|medium_education|Medium education||||||hfaudd|4645||
education|medium_education|Medium education||||||hfaudd|4646||
education|medium_education|Medium education||||||hfaudd|4647||
education|medium_education|Medium education||||||hfaudd|4648||
education|medium_education|Medium education||||||hfaudd|4649||
education|medium_education|Medium education||||||hfaudd|4650||
education|medium_education|Medium education||||||hfaudd|4651||
education|medium_education|Medium education||||||hfaudd|4652||
education|medium_education|Medium education||||||hfaudd|4653||
education|medium_education|Medium education||||||hfaudd|4654||
education|medium_education|Medium education||||||hfaudd|4655||
education|medium_education|Medium education||||||hfaudd|4656||
education|medium_education|Medium education||||||hfaudd|4657||
education|medium_education|Medium education||||||hfaudd|4658||
education|medium_education|Medium education||||||hfaudd|4659||
education|medium_education|Medium education||||||hfaudd|4660||
education|medium_education|Medium education||||||hfaudd|4661||
education|medium_education|Medium education||||||hfaudd|4662||
education|medium_education|Medium education||||||hfaudd|4663||
education|medium_education|Medium education||||||hfaudd|4664||
education|medium_education|Medium education||||||hfaudd|4665||
education|medium_education|Medium education||||||hfaudd|4666||
education|medium_education|Medium education||||||hfaudd|4667||
education|medium_education|Medium education||||||hfaudd|4668||
education|medium_education|Medium education||||||hfaudd|4669||
education|medium_education|Medium education||||||hfaudd|4670||
education|medium_education|Medium education||||||hfaudd|4671||
education|medium_education|Medium education||||||hfaudd|4672||
education|medium_education|Medium education||||||hfaudd|4673||
education|medium_education|Medium education||||||hfaudd|4674||
education|medium_education|Medium education||||||hfaudd|4675||
education|medium_education|Medium education||||||hfaudd|4676||
education|medium_education|Medium education||||||hfaudd|4677||
education|medium_education|Medium education||||||hfaudd|4678||
education|medium_education|Medium education||||||hfaudd|4679||
education|medium_education|Medium education||||||hfaudd|4680||
education|medium_education|Medium education||||||hfaudd|4681||
education|medium_education|Medium education||||||hfaudd|4682||
education|medium_education|Medium education||||||hfaudd|4683||
education|medium_education|Medium education||||||hfaudd|4684||
education|medium_education|Medium education||||||hfaudd|4685||
education|medium_education|Medium education||||||hfaudd|4686||
education|medium_education|Medium education||||||hfaudd|4687||
education|medium_education|Medium education||||||hfaudd|4688||
education|medium_education|Medium education||||||hfaudd|4689||
education|medium_education|Medium education||||||hfaudd|4690||
education|medium_education|Medium education||||||hfaudd|4691||
education|medium_education|Medium education||||||hfaudd|4692||
education|medium_education|Medium education||||||hfaudd|4693||
education|medium_education|Medium education||||||hfaudd|4694||
education|medium_education|Medium education||||||hfaudd|4695||
education|medium_education|Medium education||||||hfaudd|4696||
education|medium_education|Medium education||||||hfaudd|4697||
education|medium_education|Medium education||||||hfaudd|4698||
education|medium_education|Medium education||||||hfaudd|4699||
education|medium_education|Medium education||||||hfaudd|4700||
education|medium_education|Medium education||||||hfaudd|4701||
education|medium_education|Medium education||||||hfaudd|4702||
education|medium_education|Medium education||||||hfaudd|4703||
education|medium_education|Medium education||||||hfaudd|4704||
education|medium_education|Medium education||||||hfaudd|4705||
education|medium_education|Medium education||||||hfaudd|4706||
education|medium_education|Medium education||||||hfaudd|4707||
education|medium_education|Medium education||||||hfaudd|4708||
education|medium_education|Medium education||||||hfaudd|4709||
education|medium_education|Medium education||||||hfaudd|4710||
education|medium_education|Medium education||||||hfaudd|4711||
education|medium_education|Medium education||||||hfaudd|4712||
education|medium_education|Medium education||||||hfaudd|4713||
education|medium_education|Medium education||||||hfaudd|4714||
education|medium_education|Medium education||||||hfaudd|4715||
education|medium_education|Medium education||||||hfaudd|4716||
education|medium_education|Medium education||||||hfaudd|4717||
education|medium_education|Medium education||||||hfaudd|4718||
education|medium_education|Medium education||||||hfaudd|4719||
education|medium_education|Medium education||||||hfaudd|4720||
education|medium_education|Medium education||||||hfaudd|4721||
education|medium_education|Medium education||||||hfaudd|4722||
education|medium_education|Medium education||||||hfaudd|4723||
education|medium_education|Medium education||||||hfaudd|4724||
education|medium_education|Medium education||||||hfaudd|4725||
education|medium_education|Medium education||||||hfaudd|4726||
education|medium_education|Medium education||||||hfaudd|4727||
education|medium_education|Medium education||||||hfaudd|4728||
education|medium_education|Medium education||||||hfaudd|4729||
education|medium_education|Medium education||||||hfaudd|4730||
education|medium_education|Medium education||||||hfaudd|4731||
education|medium_education|Medium education||||||hfaudd|4732||
education|medium_education|Medium education||||||hfaudd|4733||
education|medium_education|Medium education||||||hfaudd|4734||
education|medium_education|Medium education||||||hfaudd|4735||
education|medium_education|Medium education||||||hfaudd|4736||
education|medium_education|Medium education||||||hfaudd|4737||
education|medium_education|Medium education||||||hfaudd|4738||
education|medium_education|Medium education||||||hfaudd|4739||
education|medium_education|Medium education||||||hfaudd|4740||
education|medium_education|Medium education||||||hfaudd|4750||
education|medium_education|Medium education||||||hfaudd|4754||
education|medium_education|Medium education||||||hfaudd|4755||
education|medium_education|Medium education||||||hfaudd|4756||
education|medium_education|Medium education||||||hfaudd|4757||
education|medium_education|Medium education||||||hfaudd|4758||
education|medium_education|Medium education||||||hfaudd|4759||
education|medium_education|Medium education||||||hfaudd|4760||
education|medium_education|Medium education||||||hfaudd|4762||
education|medium_education|Medium education||||||hfaudd|4780||
education|medium_education|Medium education||||||hfaudd|4781||
education|medium_education|Medium education||||||hfaudd|4782||
education|medium_education|Medium education||||||hfaudd|4783||
education|medium_education|Medium education||||||hfaudd|4784||
education|medium_education|Medium education||||||hfaudd|4785||
education|medium_education|Medium education||||||hfaudd|4786||
education|medium_education|Medium education||||||hfaudd|4787||
education|medium_education|Medium education||||||hfaudd|4788||
education|medium_education|Medium education||||||hfaudd|4789||
education|medium_education|Medium education||||||hfaudd|4850||
education|medium_education|Medium education||||||hfaudd|4851||
education|medium_education|Medium education||||||hfaudd|4853||
education|medium_education|Medium education||||||hfaudd|4854||
education|medium_education|Medium education||||||hfaudd|4855||
education|medium_education|Medium education||||||hfaudd|4856||
education|medium_education|Medium education||||||hfaudd|4858||
