__label|__var|additional_relative_req|var_pop|agegroup|closest_relative_group|case_relative|__stat_char|__stat_num2|__stat_num3|__stat_num1
cci_g: +3|cci_g|no|bd_13#inc_2016_2021|0-24|father|1|16 (1.4)|1.395||16
cci_g: 0|cci_g|no|bd_13#inc_2016_2021|0-24|father|1|1,020 (88.9)|88.928||1020
cci_g: 1-2|cci_g|no|bd_13#inc_2016_2021|0-24|father|1|111 (9.7)|9.677||111
age_index|age_index|no|bd_13#inc_2016_2021|0-24|father|1|47.1 (38.7;53.5)|38.72|53.502|47.077
education_level: title|education_level|no|bd_13#inc_2016_2021|0-24|father|1||||
education_level: long_education|education_level|no|bd_13#inc_2016_2021|0-24|father|1|333 (29.0)|29.032||333
education_level: medium_education|education_level|no|bd_13#inc_2016_2021|0-24|father|1|562 (49.0)|48.997||562
education_level: no_education|education_level|no|bd_13#inc_2016_2021|0-24|father|1|34 (3.0)|2.964||34
education_level: short_education|education_level|no|bd_13#inc_2016_2021|0-24|father|1|218 (19.0)|19.006||218
closest_relative_type: title|closest_relative_type|no|bd_13#inc_2016_2021|0-24|father|1||||
closest_relative_type: father|closest_relative_type|no|bd_13#inc_2016_2021|0-24|father|1|1,147 (100.0)|100||1147
__n|__n|no|bd_13#prev_2021|0-24|father|0|4,194 (100.0)|100||4194
male|male|no|bd_13#prev_2021|0-24|father|0|4,194 (100.0)|100||4194
cci_g: title|cci_g|no|bd_13#prev_2021|0-24|father|0||||
cci_g: +3|cci_g|no|bd_13#prev_2021|0-24|father|0|50 (1.2)|1.192||50
cci_g: 0|cci_g|no|bd_13#prev_2021|0-24|father|0|3,755 (89.5)|89.533||3755
cci_g: 1-2|cci_g|no|bd_13#prev_2021|0-24|father|0|389 (9.3)|9.275||389
age_index|age_index|no|bd_13#prev_2021|0-24|father|0|48.2 (42.1;53.7)|42.14|53.726|48.19
education_level: title|education_level|no|bd_13#prev_2021|0-24|father|0||||
education_level: long_education|education_level|no|bd_13#prev_2021|0-24|father|0|1,267 (30.2)|30.21||1267
education_level: medium_education|education_level|no|bd_13#prev_2021|0-24|father|0|1,995 (47.6)|47.568||1995
education_level: no_education|education_level|no|bd_13#prev_2021|0-24|father|0|155 (3.7)|3.696||155
education_level: short_education|education_level|no|bd_13#prev_2021|0-24|father|0|777 (18.5)|18.526||777
closest_relative_type: title|closest_relative_type|no|bd_13#prev_2021|0-24|father|0||||
closest_relative_type: father|closest_relative_type|no|bd_13#prev_2021|0-24|father|0|4,194 (100.0)|100||4194
__n|__n|no|bd_13#prev_2021|0-24|father|1|4,194 (100.0)|100||4194
male|male|no|bd_13#prev_2021|0-24|father|1|4,194 (100.0)|100||4194
cci_g: title|cci_g|no|bd_13#prev_2021|0-24|father|1||||
cci_g: +3|cci_g|no|bd_13#prev_2021|0-24|father|1|65 (1.5)|1.55||65
cci_g: 0|cci_g|no|bd_13#prev_2021|0-24|father|1|3,681 (87.8)|87.768||3681
cci_g: 1-2|cci_g|no|bd_13#prev_2021|0-24|father|1|448 (10.7)|10.682||448
age_index|age_index|no|bd_13#prev_2021|0-24|father|1|48.1 (42.1;53.6)|42.099|53.625|48.077
education_level: title|education_level|no|bd_13#prev_2021|0-24|father|1||||
education_level: long_education|education_level|no|bd_13#prev_2021|0-24|father|1|1,252 (29.9)|29.852||1252
education_level: medium_education|education_level|no|bd_13#prev_2021|0-24|father|1|2,069 (49.3)|49.332||2069
education_level: no_education|education_level|no|bd_13#prev_2021|0-24|father|1|78 (1.9)|1.86||78
education_level: short_education|education_level|no|bd_13#prev_2021|0-24|father|1|795 (19.0)|18.956||795
closest_relative_type: title|closest_relative_type|no|bd_13#prev_2021|0-24|father|1||||
closest_relative_type: father|closest_relative_type|no|bd_13#prev_2021|0-24|father|1|4,194 (100.0)|100||4194
__n|__n|no|bd_14#inc_2016_2021|0-24|father|0|4,174 (100.0)|100||4174
male|male|no|bd_14#inc_2016_2021|0-24|father|0|4,174 (100.0)|100||4174
cci_g: title|cci_g|no|bd_14#inc_2016_2021|0-24|father|0||||
cci_g: +3|cci_g|no|bd_14#inc_2016_2021|0-24|father|0|46 (1.1)|1.102||46
cci_g: 0|cci_g|no|bd_14#inc_2016_2021|0-24|father|0|3,754 (89.9)|89.938||3754
cci_g: 1-2|cci_g|no|bd_14#inc_2016_2021|0-24|father|0|374 (9.0)|8.96||374
age_index|age_index|no|bd_14#inc_2016_2021|0-24|father|0|45.1 (39.2;51.0)|39.233|51.014|45.148
education_level: title|education_level|no|bd_14#inc_2016_2021|0-24|father|0||||
education_level: long_education|education_level|no|bd_14#inc_2016_2021|0-24|father|0|1,282 (30.7)|30.714||1282
education_level: medium_education|education_level|no|bd_14#inc_2016_2021|0-24|father|0|2,000 (47.9)|47.916||2000
education_level: no_education|education_level|no|bd_14#inc_2016_2021|0-24|father|0|136 (3.3)|3.258||136
education_level: short_education|education_level|no|bd_14#inc_2016_2021|0-24|father|0|756 (18.1)|18.112||756
closest_relative_type: title|closest_relative_type|no|bd_14#inc_2016_2021|0-24|father|0||||
closest_relative_type: father|closest_relative_type|no|bd_14#inc_2016_2021|0-24|father|0|4,174 (100.0)|100||4174
__n|__n|no|bd_14#inc_2016_2021|0-24|father|1|4,174 (100.0)|100||4174
male|male|no|bd_14#inc_2016_2021|0-24|father|1|4,174 (100.0)|100||4174
cci_g: title|cci_g|no|bd_14#inc_2016_2021|0-24|father|1||||
cci_g: +3|cci_g|no|bd_14#inc_2016_2021|0-24|father|1|74 (1.8)|1.773||74
cci_g: 0|cci_g|no|bd_14#inc_2016_2021|0-24|father|1|3,624 (86.8)|86.823||3624
cci_g: 1-2|cci_g|no|bd_14#inc_2016_2021|0-24|father|1|476 (11.4)|11.404||476
age_index|age_index|no|bd_14#inc_2016_2021|0-24|father|1|45.1 (38.9;51.1)|38.874|51.087|45.115
education_level: title|education_level|no|bd_14#inc_2016_2021|0-24|father|1||||
education_level: long_education|education_level|no|bd_14#inc_2016_2021|0-24|father|1|640 (15.3)|15.333||640
education_level: medium_education|education_level|no|bd_14#inc_2016_2021|0-24|father|1|1,763 (42.2)|42.238||1763
education_level: no_education|education_level|no|bd_14#inc_2016_2021|0-24|father|1|241 (5.8)|5.774||241
education_level: short_education|education_level|no|bd_14#inc_2016_2021|0-24|father|1|1,530 (36.7)|36.655||1530
closest_relative_type: title|closest_relative_type|no|bd_14#inc_2016_2021|0-24|father|1||||
closest_relative_type: father|closest_relative_type|no|bd_14#inc_2016_2021|0-24|father|1|4,174 (100.0)|100||4174
__n|__n|no|bd_14#prev_2021|0-24|father|0|11,137 (100.0)|100||11137
male|male|no|bd_14#prev_2021|0-24|father|0|11,137 (100.0)|100||11137
cci_g: title|cci_g|no|bd_14#prev_2021|0-24|father|0||||
cci_g: +3|cci_g|no|bd_14#prev_2021|0-24|father|0|162 (1.5)|1.455||162
cci_g: 0|cci_g|no|bd_14#prev_2021|0-24|father|0|9,731 (87.4)|87.375||9731
cci_g: 1-2|cci_g|no|bd_14#prev_2021|0-24|father|0|1,244 (11.2)|11.17||1244
age_index|age_index|no|bd_14#prev_2021|0-24|father|0|50.6 (45.3;55.1)|45.296|55.11|50.556
education_level: title|education_level|no|bd_14#prev_2021|0-24|father|0||||
education_level: long_education|education_level|no|bd_14#prev_2021|0-24|father|0|3,122 (28.0)|28.033||3122
education_level: medium_education|education_level|no|bd_14#prev_2021|0-24|father|0|5,614 (50.4)|50.409||5614
education_level: no_education|education_level|no|bd_14#prev_2021|0-24|father|0|375 (3.4)|3.367||375
education_level: short_education|education_level|no|bd_14#prev_2021|0-24|father|0|2,026 (18.2)|18.192||2026
closest_relative_type: title|closest_relative_type|no|bd_14#prev_2021|0-24|father|0||||
closest_relative_type: father|closest_relative_type|no|bd_14#prev_2021|0-24|father|0|11,137 (100.0)|100||11137
__n|__n|no|bd_14#prev_2021|0-24|father|1|11,137 (100.0)|100||11137
male|male|no|bd_14#prev_2021|0-24|father|1|11,137 (100.0)|100||11137
cci_g: title|cci_g|no|bd_14#prev_2021|0-24|father|1||||
cci_g: +3|cci_g|no|bd_14#prev_2021|0-24|father|1|268 (2.4)|2.406||268
cci_g: 0|cci_g|no|bd_14#prev_2021|0-24|father|1|9,277 (83.3)|83.299||9277
cci_g: 1-2|cci_g|no|bd_14#prev_2021|0-24|father|1|1,592 (14.3)|14.295||1592
age_index|age_index|no|bd_14#prev_2021|0-24|father|1|50.3 (45.0;55.4)|45.011|55.375|50.337
education_level: title|education_level|no|bd_14#prev_2021|0-24|father|1||||
education_level: long_education|education_level|no|bd_14#prev_2021|0-24|father|1|1,931 (17.3)|17.339||1931
education_level: medium_education|education_level|no|bd_14#prev_2021|0-24|father|1|5,123 (46.0)|46||5123
education_level: no_education|education_level|no|bd_14#prev_2021|0-24|father|1|470 (4.2)|4.22||470
education_level: short_education|education_level|no|bd_14#prev_2021|0-24|father|1|3,613 (32.4)|32.441||3613
closest_relative_type: title|closest_relative_type|no|bd_14#prev_2021|0-24|father|1||||
closest_relative_type: father|closest_relative_type|no|bd_14#prev_2021|0-24|father|1|11,137 (100.0)|100||11137
__n|__n|no|bd_15#inc_2016_2021|0-24|father|0|393 (100.0)|100||393
male|male|no|bd_15#inc_2016_2021|0-24|father|0|393 (100.0)|100||393
cci_g: title|cci_g|no|bd_15#inc_2016_2021|0-24|father|0||||
cci_g: +3|cci_g|no|bd_15#inc_2016_2021|0-24|father|0|6 (1.5)|1.527||6
cci_g: 0|cci_g|no|bd_15#inc_2016_2021|0-24|father|0|338 (86.0)|86.005||338
cci_g: 1-2|cci_g|no|bd_15#inc_2016_2021|0-24|father|0|49 (12.5)|12.468||49
age_index|age_index|no|bd_15#inc_2016_2021|0-24|father|0|53.1 (48.9;57.1)|48.861|57.055|53.141
education_level: title|education_level|no|bd_15#inc_2016_2021|0-24|father|0||||
education_level: long_education|education_level|no|bd_15#inc_2016_2021|0-24|father|0|93 (23.7)|23.664||93
education_level: medium_education|education_level|no|bd_15#inc_2016_2021|0-24|father|0|221 (56.2)|56.234||221
education_level: no_education|education_level|no|bd_15#inc_2016_2021|0-24|father|0|16 (4.1)|4.071||16
education_level: short_education|education_level|no|bd_15#inc_2016_2021|0-24|father|0|63 (16.0)|16.031||63
closest_relative_type: title|closest_relative_type|no|bd_15#inc_2016_2021|0-24|father|0||||
closest_relative_type: father|closest_relative_type|no|bd_15#inc_2016_2021|0-24|father|0|393 (100.0)|100||393
__n|__n|no|bd_15#inc_2016_2021|0-24|father|1|393 (100.0)|100||393
male|male|no|bd_15#inc_2016_2021|0-24|father|1|393 (100.0)|100||393
cci_g: title|cci_g|no|bd_15#inc_2016_2021|0-24|father|1||||
cci_g: +3|cci_g|no|bd_15#inc_2016_2021|0-24|father|1|9 (2.3)|2.29||9
cci_g: 0|cci_g|no|bd_15#inc_2016_2021|0-24|father|1|334 (85.0)|84.987||334
cci_g: 1-2|cci_g|no|bd_15#inc_2016_2021|0-24|father|1|50 (12.7)|12.723||50
age_index|age_index|no|bd_15#inc_2016_2021|0-24|father|1|52.8 (49.5;57.7)|49.464|57.663|52.794
education_level: title|education_level|no|bd_15#inc_2016_2021|0-24|father|1||||
education_level: long_education|education_level|no|bd_15#inc_2016_2021|0-24|father|1|57 (14.5)|14.504||57
education_level: medium_education|education_level|no|bd_15#inc_2016_2021|0-24|father|1|214 (54.5)|54.453||214
education_level: no_education|education_level|no|bd_15#inc_2016_2021|0-24|father|1|17 (4.3)|4.326||17
education_level: short_education|education_level|no|bd_15#inc_2016_2021|0-24|father|1|105 (26.7)|26.718||105
closest_relative_type: title|closest_relative_type|no|bd_15#inc_2016_2021|0-24|father|1||||
closest_relative_type: father|closest_relative_type|no|bd_15#inc_2016_2021|0-24|father|1|393 (100.0)|100||393
__n|__n|no|bd_15#prev_2021|0-24|father|0|227 (100.0)|100||227
male|male|no|bd_15#prev_2021|0-24|father|0|227 (100.0)|100||227
cci_g: title|cci_g|no|bd_15#prev_2021|0-24|father|0||||
cci_g: +3|cci_g|no|bd_15#prev_2021|0-24|father|0|*|||
cci_g: 0|cci_g|no|bd_15#prev_2021|0-24|father|0|191 (84.1)|84.141||191
cci_g: 1-2|cci_g|no|bd_15#prev_2021|0-24|father|0|*|||
age_index|age_index|no|bd_15#prev_2021|0-24|father|0|54.4 (49.9;57.4)|49.899|57.4|54.384
education_level: title|education_level|no|bd_15#prev_2021|0-24|father|0||||
education_level: long_education|education_level|no|bd_15#prev_2021|0-24|father|0|56 (24.7)|24.67||56
education_level: medium_education|education_level|no|bd_15#prev_2021|0-24|father|0|118 (52.0)|51.982||118
education_level: no_education|education_level|no|bd_15#prev_2021|0-24|father|0|12 (5.3)|5.286||12
education_level: short_education|education_level|no|bd_15#prev_2021|0-24|father|0|41 (18.1)|18.062||41
closest_relative_type: title|closest_relative_type|no|bd_15#prev_2021|0-24|father|0||||
closest_relative_type: father|closest_relative_type|no|bd_15#prev_2021|0-24|father|0|227 (100.0)|100||227
__n|__n|no|bd_15#prev_2021|0-24|father|1|227 (100.0)|100||227
male|male|no|bd_15#prev_2021|0-24|father|1|227 (100.0)|100||227
cci_g: title|cci_g|no|bd_15#prev_2021|0-24|father|1||||
cci_g: +3|cci_g|no|bd_15#prev_2021|0-24|father|1|5 (2.2)|2.203||5
cci_g: 0|cci_g|no|bd_15#prev_2021|0-24|father|1|192 (84.6)|84.581||192
cci_g: 1-2|cci_g|no|bd_15#prev_2021|0-24|father|1|30 (13.2)|13.216||30
age_index|age_index|no|bd_15#prev_2021|0-24|father|1|53.9 (50.3;57.8)|50.288|57.819|53.858
education_level: title|education_level|no|bd_15#prev_2021|0-24|father|1||||
education_level: long_education|education_level|no|bd_15#prev_2021|0-24|father|1|34 (15.0)|14.978||34
education_level: medium_education|education_level|no|bd_15#prev_2021|0-24|father|1|124 (54.6)|54.626||124
education_level: no_education|education_level|no|bd_15#prev_2021|0-24|father|1|7 (3.1)|3.084||7
education_level: short_education|education_level|no|bd_15#prev_2021|0-24|father|1|62 (27.3)|27.313||62
closest_relative_type: title|closest_relative_type|no|bd_15#prev_2021|0-24|father|1||||
closest_relative_type: father|closest_relative_type|no|bd_15#prev_2021|0-24|father|1|227 (100.0)|100||227
__n|__n|no|bd_16#inc_2016_2021|0-24|father|0|384 (100.0)|100||384
male|male|no|bd_16#inc_2016_2021|0-24|father|0|384 (100.0)|100||384
cci_g: title|cci_g|no|bd_16#inc_2016_2021|0-24|father|0||||
cci_g: +3|cci_g|no|bd_16#inc_2016_2021|0-24|father|0|*|||
cci_g: 0|cci_g|no|bd_16#inc_2016_2021|0-24|father|0|345 (89.8)|89.844||345
cci_g: 1-2|cci_g|no|bd_16#inc_2016_2021|0-24|father|0|*|||
age_index|age_index|no|bd_16#inc_2016_2021|0-24|father|0|47.0 (40.3;52.1)|40.267|52.107|46.977
education_level: title|education_level|no|bd_16#inc_2016_2021|0-24|father|0||||
education_level: long_education|education_level|no|bd_16#inc_2016_2021|0-24|father|0|113 (29.4)|29.427||113
education_level: medium_education|education_level|no|bd_16#inc_2016_2021|0-24|father|0|198 (51.6)|51.563||198
education_level: no_education|education_level|no|bd_16#inc_2016_2021|0-24|father|0|12 (3.1)|3.125||12
education_level: short_education|education_level|no|bd_16#inc_2016_2021|0-24|father|0|61 (15.9)|15.885||61
closest_relative_type: title|closest_relative_type|no|bd_16#inc_2016_2021|0-24|father|0||||
closest_relative_type: father|closest_relative_type|no|bd_16#inc_2016_2021|0-24|father|0|384 (100.0)|100||384
__n|__n|no|bd_16#inc_2016_2021|0-24|father|1|384 (100.0)|100||384
male|male|no|bd_16#inc_2016_2021|0-24|father|1|384 (100.0)|100||384
cci_g: title|cci_g|no|bd_16#inc_2016_2021|0-24|father|1||||
cci_g: +3|cci_g|no|bd_16#inc_2016_2021|0-24|father|1|*|||
cci_g: 0|cci_g|no|bd_16#inc_2016_2021|0-24|father|1|348 (90.6)|90.625||348
cci_g: 1-2|cci_g|no|bd_16#inc_2016_2021|0-24|father|1|*|||
age_index|age_index|no|bd_16#inc_2016_2021|0-24|father|1|45.8 (39.4;52.1)|39.367|52.115|45.802
education_level: title|education_level|no|bd_16#inc_2016_2021|0-24|father|1||||
education_level: long_education|education_level|no|bd_16#inc_2016_2021|0-24|father|1|115 (29.9)|29.948||115
education_level: medium_education|education_level|no|bd_16#inc_2016_2021|0-24|father|1|176 (45.8)|45.833||176
education_level: no_education|education_level|no|bd_16#inc_2016_2021|0-24|father|1|11 (2.9)|2.865||11
education_level: short_education|education_level|no|bd_16#inc_2016_2021|0-24|father|1|82 (21.4)|21.354||82
closest_relative_type: title|closest_relative_type|no|bd_16#inc_2016_2021|0-24|father|1||||
closest_relative_type: father|closest_relative_type|no|bd_16#inc_2016_2021|0-24|father|1|384 (100.0)|100||384
__n|__n|no|bd_16#prev_2021|0-24|father|0|970 (100.0)|100||970
male|male|no|bd_16#prev_2021|0-24|father|0|970 (100.0)|100||970
cci_g: title|cci_g|no|bd_16#prev_2021|0-24|father|0||||
cci_g: +3|cci_g|no|bd_16#prev_2021|0-24|father|0|11 (1.1)|1.134||11
cci_g: 0|cci_g|no|bd_16#prev_2021|0-24|father|0|867 (89.4)|89.381||867
cci_g: 1-2|cci_g|no|bd_16#prev_2021|0-24|father|0|92 (9.5)|9.485||92
age_index|age_index|no|bd_16#prev_2021|0-24|father|0|48.6 (43.3;54.1)|43.293|54.074|48.57
education_level: title|education_level|no|bd_16#prev_2021|0-24|father|0||||
education_level: long_education|education_level|no|bd_16#prev_2021|0-24|father|0|292 (30.1)|30.103||292
education_level: medium_education|education_level|no|bd_16#prev_2021|0-24|father|0|450 (46.4)|46.392||450
education_level: no_education|education_level|no|bd_16#prev_2021|0-24|father|0|44 (4.5)|4.536||44
education_level: short_education|education_level|no|bd_16#prev_2021|0-24|father|0|184 (19.0)|18.969||184
closest_relative_type: title|closest_relative_type|no|bd_16#prev_2021|0-24|father|0||||
closest_relative_type: father|closest_relative_type|no|bd_16#prev_2021|0-24|father|0|970 (100.0)|100||970
__n|__n|no|bd_16#prev_2021|0-24|father|1|970 (100.0)|100||970
male|male|no|bd_16#prev_2021|0-24|father|1|970 (100.0)|100||970
cci_g: title|cci_g|no|bd_16#prev_2021|0-24|father|1||||
cci_g: +3|cci_g|no|bd_16#prev_2021|0-24|father|1|14 (1.4)|1.443||14
cci_g: 0|cci_g|no|bd_16#prev_2021|0-24|father|1|848 (87.4)|87.423||848
cci_g: 1-2|cci_g|no|bd_16#prev_2021|0-24|father|1|108 (11.1)|11.134||108
age_index|age_index|no|bd_16#prev_2021|0-24|father|1|49.1 (43.7;53.9)|43.704|53.896|49.075
education_level: title|education_level|no|bd_16#prev_2021|0-24|father|1||||
education_level: long_education|education_level|no|bd_16#prev_2021|0-24|father|1|268 (27.6)|27.629||268
education_level: medium_education|education_level|no|bd_16#prev_2021|0-24|father|1|467 (48.1)|48.144||467
education_level: no_education|education_level|no|bd_16#prev_2021|0-24|father|1|22 (2.3)|2.268||22
education_level: short_education|education_level|no|bd_16#prev_2021|0-24|father|1|213 (22.0)|21.959||213
closest_relative_type: title|closest_relative_type|no|bd_16#prev_2021|0-24|father|1||||
closest_relative_type: father|closest_relative_type|no|bd_16#prev_2021|0-24|father|1|970 (100.0)|100||970
__n|__n|no|bd_17#inc_2016_2021|0-24|father|0|109 (100.0)|100||109
male|male|no|bd_17#inc_2016_2021|0-24|father|0|109 (100.0)|100||109
cci_g: title|cci_g|no|bd_17#inc_2016_2021|0-24|father|0||||
cci_g: +3|cci_g|no|bd_17#inc_2016_2021|0-24|father|0|*|||
cci_g: 0|cci_g|no|bd_17#inc_2016_2021|0-24|father|0|96 (88.1)|88.073||96
cci_g: 1-2|cci_g|no|bd_17#inc_2016_2021|0-24|father|0|*|||
age_index|age_index|no|bd_17#inc_2016_2021|0-24|father|0|47.3 (41.9;53.8)|41.861|53.784|47.304
education_level: title|education_level|no|bd_17#inc_2016_2021|0-24|father|0||||
education_level: long_education|education_level|no|bd_17#inc_2016_2021|0-24|father|0|35 (32.1)|32.11||35
education_level: medium_education|education_level|no|bd_17#inc_2016_2021|0-24|father|0|53 (48.6)|48.624||53
education_level: no_education|education_level|no|bd_17#inc_2016_2021|0-24|father|0|*|||
education_level: short_education|education_level|no|bd_17#inc_2016_2021|0-24|father|0|*|||
closest_relative_type: title|closest_relative_type|no|bd_17#inc_2016_2021|0-24|father|0||||
closest_relative_type: father|closest_relative_type|no|bd_17#inc_2016_2021|0-24|father|0|109 (100.0)|100||109
__n|__n|no|bd_17#inc_2016_2021|0-24|father|1|109 (100.0)|100||109
male|male|no|bd_17#inc_2016_2021|0-24|father|1|109 (100.0)|100||109
cci_g: title|cci_g|no|bd_17#inc_2016_2021|0-24|father|1||||
cci_g: +3|cci_g|no|bd_17#inc_2016_2021|0-24|father|1|*|||
cci_g: 0|cci_g|no|bd_17#inc_2016_2021|0-24|father|1|94 (86.2)|86.239||94
cci_g: 1-2|cci_g|no|bd_17#inc_2016_2021|0-24|father|1|*|||
age_index|age_index|no|bd_17#inc_2016_2021|0-24|father|1|44.6 (38.1;51.4)|38.085|51.395|44.633
education_level: title|education_level|no|bd_17#inc_2016_2021|0-24|father|1||||
education_level: long_education|education_level|no|bd_17#inc_2016_2021|0-24|father|1|24 (22.0)|22.018||24
education_level: medium_education|education_level|no|bd_17#inc_2016_2021|0-24|father|1|46 (42.2)|42.202||46
education_level: no_education|education_level|no|bd_17#inc_2016_2021|0-24|father|1|8 (7.3)|7.339||8
education_level: short_education|education_level|no|bd_17#inc_2016_2021|0-24|father|1|31 (28.4)|28.44||31
closest_relative_type: title|closest_relative_type|no|bd_17#inc_2016_2021|0-24|father|1||||
closest_relative_type: father|closest_relative_type|no|bd_17#inc_2016_2021|0-24|father|1|109 (100.0)|100||109
__n|__n|no|bd_17#prev_2021|0-24|father|0|314 (100.0)|100||314
male|male|no|bd_17#prev_2021|0-24|father|0|314 (100.0)|100||314
cci_g: title|cci_g|no|bd_17#prev_2021|0-24|father|0||||
cci_g: +3|cci_g|no|bd_17#prev_2021|0-24|father|0|5 (1.6)|1.592||5
cci_g: 0|cci_g|no|bd_17#prev_2021|0-24|father|0|283 (90.1)|90.127||283
cci_g: 1-2|cci_g|no|bd_17#prev_2021|0-24|father|0|26 (8.3)|8.28||26
age_index|age_index|no|bd_17#prev_2021|0-24|father|0|49.2 (43.8;54.4)|43.838|54.433|49.234
education_level: title|education_level|no|bd_17#prev_2021|0-24|father|0||||
education_level: long_education|education_level|no|bd_17#prev_2021|0-24|father|0|100 (31.8)|31.847||100
education_level: medium_education|education_level|no|bd_17#prev_2021|0-24|father|0|161 (51.3)|51.274||161
education_level: no_education|education_level|no|bd_17#prev_2021|0-24|father|0|5 (1.6)|1.592||5
education_level: short_education|education_level|no|bd_17#prev_2021|0-24|father|0|48 (15.3)|15.287||48
closest_relative_type: title|closest_relative_type|no|bd_17#prev_2021|0-24|father|0||||
closest_relative_type: father|closest_relative_type|no|bd_17#prev_2021|0-24|father|0|314 (100.0)|100||314
__n|__n|no|bd_17#prev_2021|0-24|father|1|314 (100.0)|100||314
male|male|no|bd_17#prev_2021|0-24|father|1|314 (100.0)|100||314
cci_g: title|cci_g|no|bd_17#prev_2021|0-24|father|1||||
cci_g: +3|cci_g|no|bd_17#prev_2021|0-24|father|1|*|||
cci_g: 0|cci_g|no|bd_17#prev_2021|0-24|father|1|268 (85.4)|85.35||268
cci_g: 1-2|cci_g|no|bd_17#prev_2021|0-24|father|1|*|||
age_index|age_index|no|bd_17#prev_2021|0-24|father|1|49.5 (43.5;54.9)|43.542|54.901|49.488
education_level: title|education_level|no|bd_17#prev_2021|0-24|father|1||||
education_level: long_education|education_level|no|bd_17#prev_2021|0-24|father|1|72 (22.9)|22.93||72
education_level: medium_education|education_level|no|bd_17#prev_2021|0-24|father|1|147 (46.8)|46.815||147
education_level: no_education|education_level|no|bd_17#prev_2021|0-24|father|1|16 (5.1)|5.096||16
education_level: short_education|education_level|no|bd_17#prev_2021|0-24|father|1|79 (25.2)|25.159||79
closest_relative_type: title|closest_relative_type|no|bd_17#prev_2021|0-24|father|1||||
closest_relative_type: father|closest_relative_type|no|bd_17#prev_2021|0-24|father|1|314 (100.0)|100||314
__n|__n|no|bd_18#inc_2016_2021|0-24|father|0|101 (100.0)|100||101
male|male|no|bd_18#inc_2016_2021|0-24|father|0|101 (100.0)|100||101
cci_g: title|cci_g|no|bd_18#inc_2016_2021|0-24|father|0||||
cci_g: +3|cci_g|no|bd_18#inc_2016_2021|0-24|father|0|*|||
cci_g: 0|cci_g|no|bd_18#inc_2016_2021|0-24|father|0|86 (85.1)|85.149||86
cci_g: 1-2|cci_g|no|bd_18#inc_2016_2021|0-24|father|0|*|||
age_index|age_index|no|bd_18#inc_2016_2021|0-24|father|0|49.3 (43.3;53.0)|43.28|52.964|49.312
education_level: title|education_level|no|bd_18#inc_2016_2021|0-24|father|0||||
education_level: long_education|education_level|no|bd_18#inc_2016_2021|0-24|father|0|32 (31.7)|31.683||32
education_level: medium_education|education_level|no|bd_18#inc_2016_2021|0-24|father|0|51 (50.5)|50.495||51
education_level: no_education|education_level|no|bd_18#inc_2016_2021|0-24|father|0|*|||
education_level: short_education|education_level|no|bd_18#inc_2016_2021|0-24|father|0|*|||
closest_relative_type: title|closest_relative_type|no|bd_18#inc_2016_2021|0-24|father|0||||
closest_relative_type: father|closest_relative_type|no|bd_18#inc_2016_2021|0-24|father|0|101 (100.0)|100||101
__n|__n|no|bd_18#inc_2016_2021|0-24|father|1|101 (100.0)|100||101
male|male|no|bd_18#inc_2016_2021|0-24|father|1|101 (100.0)|100||101
cci_g: title|cci_g|no|bd_18#inc_2016_2021|0-24|father|1||||
cci_g: +3|cci_g|no|bd_18#inc_2016_2021|0-24|father|1|*|||
cci_g: 0|cci_g|no|bd_18#inc_2016_2021|0-24|father|1|87 (86.1)|86.139||87
cci_g: 1-2|cci_g|no|bd_18#inc_2016_2021|0-24|father|1|*|||
age_index|age_index|no|bd_18#inc_2016_2021|0-24|father|1|48.7 (42.7;52.9)|42.678|52.903|48.707
education_level: title|education_level|no|bd_18#inc_2016_2021|0-24|father|1||||
education_level: long_education|education_level|no|bd_18#inc_2016_2021|0-24|father|1|19 (18.8)|18.812||19
education_level: medium_education|education_level|no|bd_18#inc_2016_2021|0-24|father|1|54 (53.5)|53.465||54
education_level: no_education|education_level|no|bd_18#inc_2016_2021|0-24|father|1|6 (5.9)|5.941||6
education_level: short_education|education_level|no|bd_18#inc_2016_2021|0-24|father|1|22 (21.8)|21.782||22
closest_relative_type: title|closest_relative_type|no|bd_18#inc_2016_2021|0-24|father|1||||
closest_relative_type: father|closest_relative_type|no|bd_18#inc_2016_2021|0-24|father|1|101 (100.0)|100||101
__n|__n|no|bd_18#prev_2021|0-24|father|0|174 (100.0)|100||174
male|male|no|bd_18#prev_2021|0-24|father|0|174 (100.0)|100||174
cci_g: title|cci_g|no|bd_18#prev_2021|0-24|father|0||||
cci_g: +3|cci_g|no|bd_18#prev_2021|0-24|father|0|*|||
cci_g: 0|cci_g|no|bd_18#prev_2021|0-24|father|0|153 (87.9)|87.931||153
cci_g: 1-2|cci_g|no|bd_18#prev_2021|0-24|father|0|*|||
age_index|age_index|no|bd_18#prev_2021|0-24|father|0|52.2 (48.1;55.6)|48.123|55.564|52.171
education_level: title|education_level|no|bd_18#prev_2021|0-24|father|0||||
education_level: long_education|education_level|no|bd_18#prev_2021|0-24|father|0|50 (28.7)|28.736||50
education_level: medium_education|education_level|no|bd_18#prev_2021|0-24|father|0|90 (51.7)|51.724||90
education_level: no_education|education_level|no|bd_18#prev_2021|0-24|father|0|*|||
education_level: short_education|education_level|no|bd_18#prev_2021|0-24|father|0|*|||
