same_education_req|var_pop|agegroup|closest_relative_type|case_relative|__var|__label|__stat_char|__stat_num2|__stat_num3|__stat_num1
no|bd_05#inc_2016_2021|25-64|child|1|age_index|age_index|27.7 (19.1;33.5)|19.1475409836065|33.5151658058237|27.687671233
no|bd_05#inc_2016_2021|25-64|child|1|education_level|education_level: title||||
no|bd_05#inc_2016_2021|25-64|child|1|education_level|education_level: long_education|13 (22.0)|22.0338983050847||13
no|bd_05#inc_2016_2021|25-64|child|1|education_level|education_level: medium_education|16 (27.1)|27.1186440677966||16
no|bd_05#inc_2016_2021|25-64|child|1|education_level|education_level: no_education|7 (11.9)|11.864406779661||7
no|bd_05#inc_2016_2021|25-64|child|1|education_level|education_level: short_education|23 (39.0)|38.9830508474576||23
no|bd_05#inc_2016_2021|25-64|grouped|0|__n|__n|499 (100.0)|100||499
no|bd_05#inc_2016_2021|25-64|grouped|0|male|male|223 (44.7)|44.689378757515||223
no|bd_05#inc_2016_2021|25-64|grouped|0|cci_g|cci_g: title||||
no|bd_05#inc_2016_2021|25-64|grouped|0|cci_g|cci_g: +3|25 (5.0)|5.01002004008016||25
no|bd_05#inc_2016_2021|25-64|grouped|0|cci_g|cci_g: 0|381 (76.4)|76.3527054108216||381
no|bd_05#inc_2016_2021|25-64|grouped|0|cci_g|cci_g: 1-2|93 (18.6)|18.6372745490981||93
no|bd_05#inc_2016_2021|25-64|grouped|0|age_index|age_index|56.0 (42.3;65.0)|42.3129201287521|65.040848865933|56.01369863
no|bd_05#inc_2016_2021|25-64|grouped|0|education_level|education_level: title||||
no|bd_05#inc_2016_2021|25-64|grouped|0|education_level|education_level: long_education|131 (26.3)|26.25250501002||131
no|bd_05#inc_2016_2021|25-64|grouped|0|education_level|education_level: medium_education|223 (44.7)|44.689378757515||223
no|bd_05#inc_2016_2021|25-64|grouped|0|education_level|education_level: no_education|25 (5.0)|5.01002004008016||25
no|bd_05#inc_2016_2021|25-64|grouped|0|education_level|education_level: short_education|120 (24.0)|24.0480961923847||120
no|bd_05#inc_2016_2021|25-64|grouped|1|__n|__n|499 (100.0)|100||499
no|bd_05#inc_2016_2021|25-64|grouped|1|male|male|210 (42.1)|42.0841683366733||210
no|bd_05#inc_2016_2021|25-64|grouped|1|cci_g|cci_g: title||||
no|bd_05#inc_2016_2021|25-64|grouped|1|cci_g|cci_g: +3|20 (4.0)|4.00801603206412||20
no|bd_05#inc_2016_2021|25-64|grouped|1|cci_g|cci_g: 0|381 (76.4)|76.3527054108216||381
no|bd_05#inc_2016_2021|25-64|grouped|1|cci_g|cci_g: 1-2|98 (19.6)|19.6392785571142||98
no|bd_05#inc_2016_2021|25-64|grouped|1|age_index|age_index|56.0 (43.2;65.8)|43.2301369863013|65.8164383561643|55.967123288
no|bd_05#inc_2016_2021|25-64|grouped|1|education_level|education_level: title||||
no|bd_05#inc_2016_2021|25-64|grouped|1|education_level|education_level: long_education|116 (23.2)|23.2464929859719||116
no|bd_05#inc_2016_2021|25-64|grouped|1|education_level|education_level: medium_education|219 (43.9)|43.8877755511022||219
no|bd_05#inc_2016_2021|25-64|grouped|1|education_level|education_level: no_education|27 (5.4)|5.41082164328657||27
no|bd_05#inc_2016_2021|25-64|grouped|1|education_level|education_level: short_education|137 (27.5)|27.4549098196392||137
no|bd_05#inc_2016_2021|25-64|parent|0|__n|__n|152 (100.0)|100||152
no|bd_05#inc_2016_2021|25-64|parent|0|male|male|42 (27.6)|27.6315789473684||42
no|bd_05#inc_2016_2021|25-64|parent|0|cci_g|cci_g: title||||
no|bd_05#inc_2016_2021|25-64|parent|0|cci_g|cci_g: +3|17 (11.2)|11.1842105263157||17
no|bd_05#inc_2016_2021|25-64|parent|0|cci_g|cci_g: 0|86 (56.6)|56.578947368421||86
no|bd_05#inc_2016_2021|25-64|parent|0|cci_g|cci_g: 1-2|49 (32.2)|32.2368421052631||49
no|bd_05#inc_2016_2021|25-64|parent|0|age_index|age_index|71.7 (63.3;78.3)|63.3238678044763|78.2615165805823|71.718530579
no|bd_05#inc_2016_2021|25-64|parent|0|education_level|education_level: title||||
no|bd_05#inc_2016_2021|25-64|parent|0|education_level|education_level: long_education|34 (22.4)|22.3684210526315||34
no|bd_05#inc_2016_2021|25-64|parent|0|education_level|education_level: medium_education|65 (42.8)|42.7631578947368||65
no|bd_05#inc_2016_2021|25-64|parent|0|education_level|education_level: no_education|7 (4.6)|4.60526315789473||7
no|bd_05#inc_2016_2021|25-64|parent|0|education_level|education_level: short_education|46 (30.3)|30.2631578947368||46
no|bd_05#inc_2016_2021|25-64|parent|1|__n|__n|152 (100.0)|100||152
no|bd_05#inc_2016_2021|25-64|parent|1|male|male|31 (20.4)|20.3947368421052||31
no|bd_05#inc_2016_2021|25-64|parent|1|cci_g|cci_g: title||||
no|bd_05#inc_2016_2021|25-64|parent|1|cci_g|cci_g: +3|13 (8.6)|8.55263157894736||13
no|bd_05#inc_2016_2021|25-64|parent|1|cci_g|cci_g: 0|102 (67.1)|67.1052631578947||102
no|bd_05#inc_2016_2021|25-64|parent|1|cci_g|cci_g: 1-2|37 (24.3)|24.3421052631579||37
no|bd_05#inc_2016_2021|25-64|parent|1|age_index|age_index|69.9 (63.3;77.7)|63.2521558499887|77.6607418219926|69.912328767
no|bd_05#inc_2016_2021|25-64|parent|1|education_level|education_level: title||||
no|bd_05#inc_2016_2021|25-64|parent|1|education_level|education_level: long_education|24 (15.8)|15.7894736842105||24
no|bd_05#inc_2016_2021|25-64|parent|1|education_level|education_level: medium_education|72 (47.4)|47.3684210526315||72
no|bd_05#inc_2016_2021|25-64|parent|1|education_level|education_level: no_education|11 (7.2)|7.23684210526316||11
no|bd_05#inc_2016_2021|25-64|parent|1|education_level|education_level: short_education|45 (29.6)|29.6052631578947||45
no|bd_05#inc_2016_2021|25-64|partner|0|__n|__n|182 (100.0)|100||182
no|bd_05#inc_2016_2021|25-64|partner|0|male|male|100 (54.9)|54.9450549450549||100
no|bd_05#inc_2016_2021|25-64|partner|0|cci_g|cci_g: title||||
no|bd_05#inc_2016_2021|25-64|partner|0|cci_g|cci_g: +3|*|M|M|M
no|bd_05#inc_2016_2021|25-64|partner|0|cci_g|cci_g: 0|162 (89.0)|89.010989010989||162
no|bd_05#inc_2016_2021|25-64|partner|0|cci_g|cci_g: 1-2|*|M|M|M
no|bd_05#inc_2016_2021|25-64|partner|0|age_index|age_index|51.5 (39.2;58.8)|39.1623399955086|58.7933902238191|51.486338798
no|bd_05#inc_2016_2021|25-64|partner|0|education_level|education_level: title||||
no|bd_05#inc_2016_2021|25-64|partner|0|education_level|education_level: long_education|56 (30.8)|30.7692307692307||56
no|bd_05#inc_2016_2021|25-64|partner|0|education_level|education_level: medium_education|88 (48.4)|48.3516483516483||88
no|bd_05#inc_2016_2021|25-64|partner|0|education_level|education_level: no_education|7 (3.8)|3.84615384615384||7
no|bd_05#inc_2016_2021|25-64|partner|0|education_level|education_level: short_education|31 (17.0)|17.032967032967||31
no|bd_05#inc_2016_2021|25-64|partner|1|__n|__n|182 (100.0)|100||182
no|bd_05#inc_2016_2021|25-64|partner|1|male|male|99 (54.4)|54.3956043956044||99
no|bd_05#inc_2016_2021|25-64|partner|1|cci_g|cci_g: title||||
no|bd_05#inc_2016_2021|25-64|partner|1|cci_g|cci_g: +3|*|M|M|M
no|bd_05#inc_2016_2021|25-64|partner|1|cci_g|cci_g: 0|133 (73.1)|73.076923076923||133
no|bd_05#inc_2016_2021|25-64|partner|1|cci_g|cci_g: 1-2|*|M|M|M
no|bd_05#inc_2016_2021|25-64|partner|1|age_index|age_index|52.8 (43.2;60.6)|43.2301369863013|60.5970581630361|52.829867505
no|bd_05#inc_2016_2021|25-64|partner|1|education_level|education_level: title||||
no|bd_05#inc_2016_2021|25-64|partner|1|education_level|education_level: long_education|53 (29.1)|29.1208791208791||53
no|bd_05#inc_2016_2021|25-64|partner|1|education_level|education_level: medium_education|83 (45.6)|45.6043956043956||83
no|bd_05#inc_2016_2021|25-64|partner|1|education_level|education_level: no_education|9 (4.9)|4.94505494505494||9
no|bd_05#inc_2016_2021|25-64|partner|1|education_level|education_level: short_education|37 (20.3)|20.3296703296703||37
no|bd_05#inc_2016_2021|25-64|sibling|0|__n|__n|106 (100.0)|100||106
no|bd_05#inc_2016_2021|25-64|sibling|0|male|male|53 (50.0)|50||53
no|bd_05#inc_2016_2021|25-64|sibling|0|cci_g|cci_g: title||||
no|bd_05#inc_2016_2021|25-64|sibling|0|cci_g|cci_g: +3|*|M|M|M
no|bd_05#inc_2016_2021|25-64|sibling|0|cci_g|cci_g: 0|82 (77.4)|77.3584905660377||82
no|bd_05#inc_2016_2021|25-64|sibling|0|cci_g|cci_g: 1-2|*|M|M|M
no|bd_05#inc_2016_2021|25-64|sibling|0|age_index|age_index|55.2 (49.9;61.0)|49.8739726027397|61.0037128527584|55.236357512
no|bd_05#inc_2016_2021|25-64|sibling|0|education_level|education_level: title||||
no|bd_05#inc_2016_2021|25-64|sibling|0|education_level|education_level: long_education|27 (25.5)|25.4716981132075||27
no|bd_05#inc_2016_2021|25-64|sibling|0|education_level|education_level: medium_education|49 (46.2)|46.2264150943396||49
no|bd_05#inc_2016_2021|25-64|sibling|0|education_level|education_level: no_education|*|M|M|M
no|bd_05#inc_2016_2021|25-64|sibling|0|education_level|education_level: short_education|*|M|M|M
no|bd_05#inc_2016_2021|25-64|sibling|1|__n|__n|106 (100.0)|100||106
no|bd_05#inc_2016_2021|25-64|sibling|1|male|male|50 (47.2)|47.1698113207547||50
no|bd_05#inc_2016_2021|25-64|sibling|1|cci_g|cci_g: title||||
no|bd_05#inc_2016_2021|25-64|sibling|1|cci_g|cci_g: +3|*|M|M|M
no|bd_05#inc_2016_2021|25-64|sibling|1|cci_g|cci_g: 0|89 (84.0)|83.9622641509434||89
no|bd_05#inc_2016_2021|25-64|sibling|1|cci_g|cci_g: 1-2|*|M|M|M
no|bd_05#inc_2016_2021|25-64|sibling|1|age_index|age_index|54.4 (46.0;58.7)|45.9622726251965|58.731506849315|54.386825361
no|bd_05#inc_2016_2021|25-64|sibling|1|education_level|education_level: title||||
no|bd_05#inc_2016_2021|25-64|sibling|1|education_level|education_level: long_education|26 (24.5)|24.5283018867924||26
no|bd_05#inc_2016_2021|25-64|sibling|1|education_level|education_level: medium_education|48 (45.3)|45.2830188679245||48
no|bd_05#inc_2016_2021|25-64|sibling|1|education_level|education_level: no_education|0 (0.0)|0||0
no|bd_05#inc_2016_2021|25-64|sibling|1|education_level|education_level: short_education|32 (30.2)|30.188679245283||32
no|bd_05#inc_2016_2021|65+|child|0|__n|__n|124 (100.0)|100||124
no|bd_05#inc_2016_2021|65+|child|0|male|male|62 (50.0)|50||62
no|bd_05#inc_2016_2021|65+|child|0|cci_g|cci_g: title||||
no|bd_05#inc_2016_2021|65+|child|0|cci_g|cci_g: +3|*|M|M|M
no|bd_05#inc_2016_2021|65+|child|0|cci_g|cci_g: 0|105 (84.7)|84.6774193548387||105
no|bd_05#inc_2016_2021|65+|child|0|cci_g|cci_g: 1-2|*|M|M|M
no|bd_05#inc_2016_2021|65+|child|0|age_index|age_index|51.6 (47.1;55.6)|47.1416123961374|55.5746126207051|51.568605435
no|bd_05#inc_2016_2021|65+|child|0|education_level|education_level: title||||
no|bd_05#inc_2016_2021|65+|child|0|education_level|education_level: long_education|34 (27.4)|27.4193548387096||34
no|bd_05#inc_2016_2021|65+|child|0|education_level|education_level: medium_education|65 (52.4)|52.4193548387096||65
no|bd_05#inc_2016_2021|65+|child|0|education_level|education_level: no_education|*|M|M|M
no|bd_05#inc_2016_2021|65+|child|0|education_level|education_level: short_education|*|M|M|M
no|bd_05#inc_2016_2021|65+|child|1|__n|__n|124 (100.0)|100||124
no|bd_05#inc_2016_2021|65+|child|1|male|male|69 (55.6)|55.6451612903225||69
no|bd_05#inc_2016_2021|65+|child|1|cci_g|cci_g: title||||
no|bd_05#inc_2016_2021|65+|child|1|cci_g|cci_g: +3|5 (4.0)|4.03225806451612||5
no|bd_05#inc_2016_2021|65+|child|1|cci_g|cci_g: 0|108 (87.1)|87.0967741935483||108
no|bd_05#inc_2016_2021|65+|child|1|cci_g|cci_g: 1-2|11 (8.9)|8.87096774193548||11
no|bd_05#inc_2016_2021|65+|child|1|age_index|age_index|51.8 (47.7;56.8)|47.6567482596002|56.761913316865|51.827573172
no|bd_05#inc_2016_2021|65+|child|1|education_level|education_level: title||||
no|bd_05#inc_2016_2021|65+|child|1|education_level|education_level: long_education|33 (26.6)|26.6129032258064||33
no|bd_05#inc_2016_2021|65+|child|1|education_level|education_level: medium_education|71 (57.3)|57.258064516129||71
no|bd_05#inc_2016_2021|65+|child|1|education_level|education_level: no_education|0 (0.0)|0||0
no|bd_05#inc_2016_2021|65+|child|1|education_level|education_level: short_education|20 (16.1)|16.1290322580645||20
no|bd_05#inc_2016_2021|65+|grouped|0|__n|__n|244 (100.0)|100||244
no|bd_05#inc_2016_2021|65+|grouped|0|male|male|104 (42.6)|42.6229508196721||104
no|bd_05#inc_2016_2021|65+|grouped|0|cci_g|cci_g: title||||
no|bd_05#inc_2016_2021|65+|grouped|0|cci_g|cci_g: +3|18 (7.4)|7.37704918032787||18
no|bd_05#inc_2016_2021|65+|grouped|0|cci_g|cci_g: 0|174 (71.3)|71.311475409836||174
no|bd_05#inc_2016_2021|65+|grouped|0|cci_g|cci_g: 1-2|52 (21.3)|21.311475409836||52
no|bd_05#inc_2016_2021|65+|grouped|0|age_index|age_index|61.2 (51.5;71.9)|51.489153379744|71.8835616438356|61.24179205
no|bd_05#inc_2016_2021|65+|grouped|0|education_level|education_level: title||||
no|bd_05#inc_2016_2021|65+|grouped|0|education_level|education_level: long_education|57 (23.4)|23.3606557377049||57
no|bd_05#inc_2016_2021|65+|grouped|0|education_level|education_level: medium_education|122 (50.0)|50||122
no|bd_05#inc_2016_2021|65+|grouped|0|education_level|education_level: no_education|8 (3.3)|3.27868852459016||8
no|bd_05#inc_2016_2021|65+|grouped|0|education_level|education_level: short_education|57 (23.4)|23.3606557377049||57
no|bd_05#inc_2016_2021|65+|grouped|1|__n|__n|244 (100.0)|100||244
no|bd_05#inc_2016_2021|65+|grouped|1|male|male|109 (44.7)|44.6721311475409||109
no|bd_05#inc_2016_2021|65+|grouped|1|cci_g|cci_g: title||||
no|bd_05#inc_2016_2021|65+|grouped|1|cci_g|cci_g: +3|20 (8.2)|8.19672131147541||20
no|bd_05#inc_2016_2021|65+|grouped|1|cci_g|cci_g: 0|176 (72.1)|72.1311475409836||176
no|bd_05#inc_2016_2021|65+|grouped|1|cci_g|cci_g: 1-2|48 (19.7)|19.6721311475409||48
no|bd_05#inc_2016_2021|65+|grouped|1|age_index|age_index|60.6 (51.5;73.2)|51.5247623325099|73.1660491054719|60.578082192
no|bd_05#inc_2016_2021|65+|grouped|1|education_level|education_level: title||||
no|bd_05#inc_2016_2021|65+|grouped|1|education_level|education_level: long_education|51 (20.9)|20.9016393442622||51
no|bd_05#inc_2016_2021|65+|grouped|1|education_level|education_level: medium_education|122 (50.0)|50||122
no|bd_05#inc_2016_2021|65+|grouped|1|education_level|education_level: no_education|10 (4.1)|4.0983606557377||10
no|bd_05#inc_2016_2021|65+|grouped|1|education_level|education_level: short_education|61 (25.0)|25||61
no|bd_05#inc_2016_2021|65+|partner|0|__n|__n|120 (100.0)|100||120
no|bd_05#inc_2016_2021|65+|partner|0|male|male|42 (35.0)|35||42
no|bd_05#inc_2016_2021|65+|partner|0|cci_g|cci_g: title||||
no|bd_05#inc_2016_2021|65+|partner|0|cci_g|cci_g: +3|15 (12.5)|12.5||15
no|bd_05#inc_2016_2021|65+|partner|0|cci_g|cci_g: 0|69 (57.5)|57.5||69
no|bd_05#inc_2016_2021|65+|partner|0|cci_g|cci_g: 1-2|36 (30.0)|30||36
no|bd_05#inc_2016_2021|65+|partner|0|age_index|age_index|72.0 (67.6;76.1)|67.6116737779774|76.1094543004716|72.017651022
no|bd_05#inc_2016_2021|65+|partner|0|education_level|education_level: title||||
no|bd_05#inc_2016_2021|65+|partner|0|education_level|education_level: long_education|23 (19.2)|19.1666666666666||23
no|bd_05#inc_2016_2021|65+|partner|0|education_level|education_level: medium_education|57 (47.5)|47.5||57
no|bd_05#inc_2016_2021|65+|partner|0|education_level|education_level: no_education|7 (5.8)|5.83333333333333||7
no|bd_05#inc_2016_2021|65+|partner|0|education_level|education_level: short_education|33 (27.5)|27.5||33
no|bd_05#inc_2016_2021|65+|partner|1|__n|__n|120 (100.0)|100||120
no|bd_05#inc_2016_2021|65+|partner|1|male|male|40 (33.3)|33.3333333333333||40
no|bd_05#inc_2016_2021|65+|partner|1|cci_g|cci_g: title||||
no|bd_05#inc_2016_2021|65+|partner|1|cci_g|cci_g: +3|15 (12.5)|12.5||15
no|bd_05#inc_2016_2021|65+|partner|1|cci_g|cci_g: 0|68 (56.7)|56.6666666666666||68
no|bd_05#inc_2016_2021|65+|partner|1|cci_g|cci_g: 1-2|37 (30.8)|30.8333333333333||37
no|bd_05#inc_2016_2021|65+|partner|1|age_index|age_index|73.3 (68.1;79.5)|68.052006138184|79.5207126281907|73.279279886
no|bd_05#inc_2016_2021|65+|partner|1|education_level|education_level: title||||
no|bd_05#inc_2016_2021|65+|partner|1|education_level|education_level: long_education|18 (15.0)|15||18
no|bd_05#inc_2016_2021|65+|partner|1|education_level|education_level: medium_education|51 (42.5)|42.5||51
no|bd_05#inc_2016_2021|65+|partner|1|education_level|education_level: no_education|10 (8.3)|8.33333333333333||10
no|bd_05#inc_2016_2021|65+|partner|1|education_level|education_level: short_education|41 (34.2)|34.1666666666666||41
no|bd_05#prev_2021|0-24|father|0|__n|__n|4,061 (100.0)|100||4061
no|bd_05#prev_2021|0-24|father|0|male|male|4,061 (100.0)|100||4061
no|bd_05#prev_2021|0-24|father|0|cci_g|cci_g: title||||
no|bd_05#prev_2021|0-24|father|0|cci_g|cci_g: +3|45 (1.1)|1.10810145284412||45
no|bd_05#prev_2021|0-24|father|0|cci_g|cci_g: 0|3,626 (89.3)|89.2883526225067||3626
no|bd_05#prev_2021|0-24|father|0|cci_g|cci_g: 1-2|390 (9.6)|9.6035459246491||390
no|bd_05#prev_2021|0-24|father|0|age_index|age_index|48.1 (42.3;53.5)|42.3232876712328|53.4849315068493|48.051912568
no|bd_05#prev_2021|0-24|father|0|education_level|education_level: title||||
no|bd_05#prev_2021|0-24|father|0|education_level|education_level: long_education|1,257 (31.0)|30.9529672494459||1257
no|bd_05#prev_2021|0-24|father|0|education_level|education_level: medium_education|1,945 (47.9)|47.8946072395961||1945
no|bd_05#prev_2021|0-24|father|0|education_level|education_level: no_education|139 (3.4)|3.42280226545185||139
no|bd_05#prev_2021|0-24|father|0|education_level|education_level: short_education|720 (17.7)|17.729623245506||720
no|bd_05#prev_2021|0-24|father|1|__n|__n|4,061 (100.0)|100||4061
no|bd_05#prev_2021|0-24|father|1|male|male|4,061 (100.0)|100||4061
no|bd_05#prev_2021|0-24|father|1|cci_g|cci_g: title||||
no|bd_05#prev_2021|0-24|father|1|cci_g|cci_g: +3|71 (1.7)|1.74833784782073||71
no|bd_05#prev_2021|0-24|father|1|cci_g|cci_g: 0|3,546 (87.3)|87.3183944841172||3546
no|bd_05#prev_2021|0-24|father|1|cci_g|cci_g: 1-2|444 (10.9)|10.933267668062||444
no|bd_05#prev_2021|0-24|father|1|age_index|age_index|48.3 (42.3;53.9)|42.2712328767123|53.9287671232876|48.292349727
no|bd_05#prev_2021|0-24|father|1|education_level|education_level: title||||
no|bd_05#prev_2021|0-24|father|1|education_level|education_level: long_education|1,062 (26.2)|26.1511942871214||1062
no|bd_05#prev_2021|0-24|father|1|education_level|education_level: medium_education|1,949 (48.0)|47.9931051465156||1949
no|bd_05#prev_2021|0-24|father|1|education_level|education_level: no_education|129 (3.2)|3.17655749815316||129
no|bd_05#prev_2021|0-24|father|1|education_level|education_level: short_education|921 (22.7)|22.6791430682098||921
no|bd_05#prev_2021|0-24|mother|0|__n|__n|4,249 (100.0)|100||4249
no|bd_05#prev_2021|0-24|mother|0|male|male|0 (0.0)|0||0
no|bd_05#prev_2021|0-24|mother|0|cci_g|cci_g: title||||
no|bd_05#prev_2021|0-24|mother|0|cci_g|cci_g: +3|46 (1.1)|1.0826076723935||46
no|bd_05#prev_2021|0-24|mother|0|cci_g|cci_g: 0|3,789 (89.2)|89.1739232760649||3789
no|bd_05#prev_2021|0-24|mother|0|cci_g|cci_g: 1-2|414 (9.7)|9.74346905154154||414
no|bd_05#prev_2021|0-24|mother|0|age_index|age_index|45.9 (40.0;50.9)|39.9698630136986|50.9424657534246|45.915068493
no|bd_05#prev_2021|0-24|mother|0|education_level|education_level: title||||
no|bd_05#prev_2021|0-24|mother|0|education_level|education_level: long_education|1,724 (40.6)|40.5742527653565||1724
no|bd_05#prev_2021|0-24|mother|0|education_level|education_level: medium_education|1,745 (41.1)|41.0684867027535||1745
no|bd_05#prev_2021|0-24|mother|0|education_level|education_level: no_education|112 (2.6)|2.63591433278418||112
no|bd_05#prev_2021|0-24|mother|0|education_level|education_level: short_education|668 (15.7)|15.7213461991056||668
no|bd_05#prev_2021|0-24|mother|1|__n|__n|4,249 (100.0)|100||4249
no|bd_05#prev_2021|0-24|mother|1|male|male|0 (0.0)|0||0
no|bd_05#prev_2021|0-24|mother|1|cci_g|cci_g: title||||
no|bd_05#prev_2021|0-24|mother|1|cci_g|cci_g: +3|75 (1.8)|1.7651212049894||75
no|bd_05#prev_2021|0-24|mother|1|cci_g|cci_g: 0|3,612 (85.0)|85.0082372322899||3612
no|bd_05#prev_2021|0-24|mother|1|cci_g|cci_g: 1-2|562 (13.2)|13.2266415627206||562
no|bd_05#prev_2021|0-24|mother|1|age_index|age_index|46.1 (40.2;51.5)|40.224043715847|51.517808219178|46.068493151
no|bd_05#prev_2021|0-24|mother|1|education_level|education_level: title||||
no|bd_05#prev_2021|0-24|mother|1|education_level|education_level: long_education|1,551 (36.5)|36.5027065191809||1551
no|bd_05#prev_2021|0-24|mother|1|education_level|education_level: medium_education|1,693 (39.8)|39.8446693339609||1693
no|bd_05#prev_2021|0-24|mother|1|education_level|education_level: no_education|110 (2.6)|2.58884443398446||110
no|bd_05#prev_2021|0-24|mother|1|education_level|education_level: short_education|895 (21.1)|21.0637797128736||895
no|bd_05#prev_2021|25-64|child|0|__n|__n|163 (100.0)|100||163
no|bd_05#prev_2021|25-64|child|0|male|male|85 (52.1)|52.1472392638036||85
no|bd_05#prev_2021|25-64|child|0|cci_g|cci_g: title||||
no|bd_05#prev_2021|25-64|child|0|cci_g|cci_g: +3|0 (0.0)|0||0
no|bd_05#prev_2021|25-64|child|0|cci_g|cci_g: 0|155 (95.1)|95.0920245398773||155
no|bd_05#prev_2021|25-64|child|0|cci_g|cci_g: 1-2|8 (4.9)|4.9079754601227||8
no|bd_05#prev_2021|25-64|child|0|age_index|age_index|22.1 (12.9;30.7)|12.863387978142|30.7068493150684|22.073972603
no|bd_05#prev_2021|25-64|child|0|education_level|education_level: title||||
no|bd_05#prev_2021|25-64|child|0|education_level|education_level: long_education|24 (14.7)|14.7239263803681||24
no|bd_05#prev_2021|25-64|child|0|education_level|education_level: medium_education|42 (25.8)|25.7668711656441||42
no|bd_05#prev_2021|25-64|child|0|education_level|education_level: no_education|43 (26.4)|26.3803680981595||43
no|bd_05#prev_2021|25-64|child|0|education_level|education_level: short_education|54 (33.1)|33.1288343558282||54
no|bd_05#prev_2021|25-64|child|1|__n|__n|163 (100.0)|100||163
no|bd_05#prev_2021|25-64|child|1|male|male|89 (54.6)|54.601226993865||89
no|bd_05#prev_2021|25-64|child|1|cci_g|cci_g: title||||
no|bd_05#prev_2021|25-64|child|1|cci_g|cci_g: +3|0 (0.0)|0||0
no|bd_05#prev_2021|25-64|child|1|cci_g|cci_g: 0|150 (92.0)|92.0245398773006||150
no|bd_05#prev_2021|25-64|child|1|cci_g|cci_g: 1-2|13 (8.0)|7.97546012269938||13
no|bd_05#prev_2021|25-64|child|1|age_index|age_index|23.2 (15.3;30.7)|15.2876712328767|30.7287671232876|23.197260274
no|bd_05#prev_2021|25-64|child|1|education_level|education_level: title||||
no|bd_05#prev_2021|25-64|child|1|education_level|education_level: long_education|21 (12.9)|12.883435582822||21
no|bd_05#prev_2021|25-64|child|1|education_level|education_level: medium_education|42 (25.8)|25.7668711656441||42
no|bd_05#prev_2021|25-64|child|1|education_level|education_level: no_education|39 (23.9)|23.9263803680981||39
no|bd_05#prev_2021|25-64|child|1|education_level|education_level: short_education|61 (37.4)|37.4233128834355||61
no|bd_05#prev_2021|25-64|grouped|0|__n|__n|3,193 (100.0)|100||3193
no|bd_05#prev_2021|25-64|grouped|0|male|male|1,199 (37.6)|37.5508925775133||1199
no|bd_05#prev_2021|25-64|grouped|0|cci_g|cci_g: title||||
no|bd_05#prev_2021|25-64|grouped|0|cci_g|cci_g: +3|122 (3.8)|3.82085812715314||122
no|bd_05#prev_2021|25-64|grouped|0|cci_g|cci_g: 0|2,513 (78.7)|78.703413717507||2513
no|bd_05#prev_2021|25-64|grouped|0|cci_g|cci_g: 1-2|558 (17.5)|17.4757281553398||558
no|bd_05#prev_2021|25-64|grouped|0|age_index|age_index|57.4 (44.6;64.8)|44.5819672131147|64.7950819672131|57.44109589
no|bd_05#prev_2021|25-64|grouped|0|education_level|education_level: title||||
no|bd_05#prev_2021|25-64|grouped|0|education_level|education_level: long_education|834 (26.1)|26.1196367052928||834
no|bd_05#prev_2021|25-64|grouped|0|education_level|education_level: medium_education|1,446 (45.3)|45.2865643595364||1446
no|bd_05#prev_2021|25-64|grouped|0|education_level|education_level: no_education|143 (4.5)|4.47854682117131||143
no|bd_05#prev_2021|25-64|grouped|0|education_level|education_level: short_education|770 (24.1)|24.1152521139993||770
no|bd_05#prev_2021|25-64|grouped|1|__n|__n|3,193 (100.0)|100||3193
no|bd_05#prev_2021|25-64|grouped|1|male|male|1,233 (38.6)|38.6157218916379||1233
no|bd_05#prev_2021|25-64|grouped|1|cci_g|cci_g: title||||
no|bd_05#prev_2021|25-64|grouped|1|cci_g|cci_g: +3|149 (4.7)|4.66645787660507||149
no|bd_05#prev_2021|25-64|grouped|1|cci_g|cci_g: 0|2,452 (76.8)|76.7929846539304||2452
no|bd_05#prev_2021|25-64|grouped|1|cci_g|cci_g: 1-2|592 (18.5)|18.5405574694644||592
no|bd_05#prev_2021|25-64|grouped|1|age_index|age_index|56.7 (44.1;64.9)|44.087431693989|64.8551912568306|56.743169399
no|bd_05#prev_2021|25-64|grouped|1|education_level|education_level: title||||
no|bd_05#prev_2021|25-64|grouped|1|education_level|education_level: long_education|790 (24.7)|24.7416222987785||790
no|bd_05#prev_2021|25-64|grouped|1|education_level|education_level: medium_education|1,403 (43.9)|43.9398684622612||1403
no|bd_05#prev_2021|25-64|grouped|1|education_level|education_level: no_education|137 (4.3)|4.29063576573755||137
no|bd_05#prev_2021|25-64|grouped|1|education_level|education_level: short_education|863 (27.0)|27.0278734732226||863
no|bd_05#prev_2021|25-64|parent|0|__n|__n|1,659 (100.0)|100||1659
no|bd_05#prev_2021|25-64|parent|0|male|male|373 (22.5)|22.4834237492465||373
no|bd_05#prev_2021|25-64|parent|0|cci_g|cci_g: title||||
no|bd_05#prev_2021|25-64|parent|0|cci_g|cci_g: +3|94 (5.7)|5.66606389391199||94
no|bd_05#prev_2021|25-64|parent|0|cci_g|cci_g: 0|1,164 (70.2)|70.1627486437613||1164
no|bd_05#prev_2021|25-64|parent|0|cci_g|cci_g: 1-2|401 (24.2)|24.1711874623267||401
no|bd_05#prev_2021|25-64|parent|0|age_index|age_index|62.7 (57.3;70.8)|57.3068493150685|70.786301369863|62.676712329
no|bd_05#prev_2021|25-64|parent|0|education_level|education_level: title||||
