additional_relative_req|var_pop|agegroup|closest_relative_group|n_agegroup|closest_relative_group_n|has_control_closest_rel_prop
yes|bd_06#prev_2021|25-64|parent|3525|438|0.86
yes|bd_06#prev_2021|25-64|partner|3525|1423|0.96
yes|bd_06#prev_2021|25-64|pooled|3525|3304|0.85
yes|bd_06#prev_2021|25-64|sibling|3525|769|0.61
yes|bd_06#prev_2021|65+|child|39540|20532|0.96
yes|bd_06#prev_2021|65+|no_relative|39540|4927|
yes|bd_06#prev_2021|65+|partner|39540|13573|0.95
yes|bd_06#prev_2021|65+|pooled|39540|34613|0.95
yes|bd_06#prev_2021|65+|sibling|39540|508|0.35
yes|bd_07#inc_2016_2021|0-24|father|35182|23140|0.96
yes|bd_07#inc_2016_2021|0-24|mother|35182|20475|0.96
yes|bd_07#inc_2016_2021|0-24|no_relative|35182|6558|
yes|bd_07#inc_2016_2021|25-64|child|94037|19023|0.94
yes|bd_07#inc_2016_2021|25-64|no_relative|94037|6353|
yes|bd_07#inc_2016_2021|25-64|parent|94037|15290|0.89
yes|bd_07#inc_2016_2021|25-64|partner|94037|41183|0.95
yes|bd_07#inc_2016_2021|25-64|pooled|94037|87684|0.89
yes|bd_07#inc_2016_2021|25-64|sibling|94037|12188|0.58
yes|bd_07#inc_2016_2021|65+|child|62987|30287|0.95
yes|bd_07#inc_2016_2021|65+|no_relative|62987|10274|
yes|bd_07#inc_2016_2021|65+|partner|62987|21587|0.95
yes|bd_07#inc_2016_2021|65+|pooled|62987|52713|0.94
yes|bd_07#inc_2016_2021|65+|sibling|62987|839|0.32
yes|bd_07#prev_2021|0-24|father|29108|18831|0.96
yes|bd_07#prev_2021|0-24|mother|29108|16253|0.96
yes|bd_07#prev_2021|0-24|no_relative|29108|5519|
yes|bd_07#prev_2021|25-64|child|491154|119641|0.94
yes|bd_07#prev_2021|25-64|no_relative|491154|21252|
yes|bd_07#prev_2021|25-64|parent|491154|82168|0.87
yes|bd_07#prev_2021|25-64|partner|491154|199086|0.95
yes|bd_07#prev_2021|25-64|pooled|491154|469902|0.88
yes|bd_07#prev_2021|25-64|sibling|491154|69007|0.56
yes|bd_07#prev_2021|65+|child|223742|100368|0.94
yes|bd_07#prev_2021|65+|no_relative|223742|37819|
yes|bd_07#prev_2021|65+|partner|223742|78109|0.95
yes|bd_07#prev_2021|65+|pooled|223742|185923|0.93
yes|bd_07#prev_2021|65+|sibling|223742|7446|0.49
yes|bd_08#inc_2016_2021|0-24|father|60667|49390|0.96
yes|bd_08#inc_2016_2021|0-24|mother|60667|51687|0.96
yes|bd_08#inc_2016_2021|0-24|no_relative|60667|3599|
yes|bd_08#inc_2016_2021|25-64|child|24563|2844|0.94
yes|bd_08#inc_2016_2021|25-64|no_relative|24563|847|
yes|bd_08#inc_2016_2021|25-64|parent|24563|7434|0.92
yes|bd_08#inc_2016_2021|25-64|partner|24563|9691|0.95
yes|bd_08#inc_2016_2021|25-64|pooled|24563|23716|0.85
yes|bd_08#inc_2016_2021|25-64|sibling|24563|3747|0.36
yes|bd_08#inc_2016_2021|65+|child|924|374|0.93
yes|bd_08#inc_2016_2021|65+|no_relative|924|152|
yes|bd_08#inc_2016_2021|65+|partner|924|365|0.95
yes|bd_08#inc_2016_2021|65+|pooled|924|772|0.92
yes|bd_08#inc_2016_2021|65+|sibling|924|33|0.48
yes|bd_08#prev_2021|0-24|father|103684|83499|0.96
yes|bd_08#prev_2021|0-24|mother|103684|87349|0.96
yes|bd_08#prev_2021|0-24|no_relative|103684|5636|
yes|bd_08#prev_2021|25-64|child|82932|8242|0.94
yes|bd_08#prev_2021|25-64|no_relative|82932|1528|
yes|bd_08#prev_2021|25-64|parent|82932|30210|0.93
yes|bd_08#prev_2021|25-64|partner|82932|27512|0.95
yes|bd_08#prev_2021|25-64|pooled|82932|81404|0.83
yes|bd_08#prev_2021|25-64|sibling|82932|15440|0.36
yes|bd_08#prev_2021|65+|child|2222|717|0.9
yes|bd_08#prev_2021|65+|no_relative|2222|504|
yes|bd_08#prev_2021|65+|partner|2222|838|0.95
yes|bd_08#prev_2021|65+|pooled|2222|1718|0.89
yes|bd_08#prev_2021|65+|sibling|2222|163|0.53
yes|bd_09#inc_2016_2021|0-24|father|8650|6647|0.95
yes|bd_09#inc_2016_2021|0-24|mother|8650|7631|0.95
yes|bd_09#inc_2016_2021|0-24|no_relative|8650|543|
yes|bd_09#inc_2016_2021|25-64|child|9851|1344|0.92
yes|bd_09#inc_2016_2021|25-64|no_relative|9851|575|
yes|bd_09#inc_2016_2021|25-64|parent|9851|3356|0.92
yes|bd_09#inc_2016_2021|25-64|partner|9851|2293|0.94
yes|bd_09#inc_2016_2021|25-64|pooled|9851|9276|0.79
yes|bd_09#inc_2016_2021|25-64|sibling|9851|2283|0.37
yes|bd_09#inc_2016_2021|65+|child|1112|514|0.93
yes|bd_09#inc_2016_2021|65+|no_relative|1112|154|
yes|bd_09#inc_2016_2021|65+|partner|1112|399|0.94
yes|bd_09#inc_2016_2021|65+|pooled|1112|958|0.91
yes|bd_09#inc_2016_2021|65+|sibling|1112|45|0.33
yes|bd_09#prev_2021|0-24|father|7149|5459|0.95
yes|bd_09#prev_2021|0-24|mother|7149|6326|0.95
yes|bd_09#prev_2021|0-24|no_relative|7149|415|
yes|bd_09#prev_2021|25-64|child|43933|6761|0.91
yes|bd_09#prev_2021|25-64|no_relative|43933|1620|
yes|bd_09#prev_2021|25-64|parent|43933|14574|0.9
yes|bd_09#prev_2021|25-64|partner|43933|10461|0.93
yes|bd_09#prev_2021|25-64|pooled|43933|42313|0.78
yes|bd_09#prev_2021|25-64|sibling|43933|10517|0.38
yes|bd_09#prev_2021|65+|child|4067|1914|0.92
yes|bd_09#prev_2021|65+|no_relative|4067|667|
yes|bd_09#prev_2021|65+|partner|4067|1153|0.94
yes|bd_09#prev_2021|65+|pooled|4067|3400|0.88
yes|bd_09#prev_2021|65+|sibling|4067|333|0.48
yes|bd_10#inc_2016_2021|0-24|father|5098|4481|0.97
yes|bd_10#inc_2016_2021|0-24|mother|5098|4686|0.97
yes|bd_10#inc_2016_2021|0-24|no_relative|5098|205|
yes|bd_10#inc_2016_2021|25-64|child|1372|134|0.97
yes|bd_10#inc_2016_2021|25-64|no_relative|1372|60|
yes|bd_10#inc_2016_2021|25-64|parent|1372|432|0.94
yes|bd_10#inc_2016_2021|25-64|partner|1372|513|0.96
yes|bd_10#inc_2016_2021|25-64|pooled|1372|1312|0.84
yes|bd_10#inc_2016_2021|25-64|sibling|1372|233|0.31
yes|bd_10#inc_2016_2021|65+|child|25||
yes|bd_10#inc_2016_2021|65+|no_relative|25||
yes|bd_10#inc_2016_2021|65+|partner|25||
yes|bd_10#inc_2016_2021|65+|pooled|25||
yes|bd_10#inc_2016_2021|65+|sibling|25||
yes|bd_10#prev_2021|0-24|father|5748|5073|0.97
yes|bd_10#prev_2021|0-24|mother|5748|5324|0.97
yes|bd_10#prev_2021|0-24|no_relative|5748|202|
yes|bd_10#prev_2021|25-64|child|11904|1223|0.96
yes|bd_10#prev_2021|25-64|no_relative|11904|126|
yes|bd_10#prev_2021|25-64|parent|11904|3029|0.92
yes|bd_10#prev_2021|25-64|partner|11904|5929|0.96
yes|bd_10#prev_2021|25-64|pooled|11904|11778|0.86
yes|bd_10#prev_2021|25-64|sibling|11904|1597|0.3
yes|bd_10#prev_2021|65+|child|128|57|1
yes|bd_10#prev_2021|65+|no_relative|128|21|
yes|bd_10#prev_2021|65+|partner|128|37|1
yes|bd_10#prev_2021|65+|pooled|128|107|0.96
yes|bd_10#prev_2021|65+|sibling|128|13|0.69
yes|bd_11#inc_2016_2021|0-24|father|6420|4919|0.96
yes|bd_11#inc_2016_2021|0-24|mother|6420|5113|0.96
yes|bd_11#inc_2016_2021|0-24|no_relative|6420|843|
yes|bd_11#inc_2016_2021|25-64|child|7007|1073|0.91
yes|bd_11#inc_2016_2021|25-64|no_relative|7007|423|
yes|bd_11#inc_2016_2021|25-64|parent|7007|1016|0.88
yes|bd_11#inc_2016_2021|25-64|partner|7007|3407|0.96
yes|bd_11#inc_2016_2021|25-64|pooled|7007|6584|0.86
yes|bd_11#inc_2016_2021|25-64|sibling|7007|1088|0.52
yes|bd_11#inc_2016_2021|65+|child|8357|3100|0.94
yes|bd_11#inc_2016_2021|65+|no_relative|8357|1006|
yes|bd_11#inc_2016_2021|65+|partner|8357|4113|0.96
yes|bd_11#inc_2016_2021|65+|pooled|8357|7351|0.94
yes|bd_11#inc_2016_2021|65+|sibling|8357|138|0.38
yes|bd_11#prev_2021|0-24|father|16102|13765|0.96
yes|bd_11#prev_2021|0-24|mother|16102|14300|0.96
yes|bd_11#prev_2021|0-24|no_relative|16102|679|
yes|bd_11#prev_2021|25-64|child|34324|3909|0.93
yes|bd_11#prev_2021|25-64|no_relative|34324|958|
yes|bd_11#prev_2021|25-64|parent|34324|7954|0.9
yes|bd_11#prev_2021|25-64|partner|34324|15519|0.96
yes|bd_11#prev_2021|25-64|pooled|34324|33366|0.85
yes|bd_11#prev_2021|25-64|sibling|34324|5984|0.47
yes|bd_11#prev_2021|65+|child|17254|5944|0.94
yes|bd_11#prev_2021|65+|no_relative|17254|2155|
yes|bd_11#prev_2021|65+|partner|17254|8527|0.96
yes|bd_11#prev_2021|65+|pooled|17254|15099|0.93
yes|bd_11#prev_2021|65+|sibling|17254|628|0.5
yes|bd_12#inc_2016_2021|0-24|father|30324|24075|0.96
yes|bd_12#inc_2016_2021|0-24|mother|30324|19926|0.96
yes|bd_12#inc_2016_2021|0-24|no_relative|30324|2852|
yes|bd_12#inc_2016_2021|25-64|child|72494|10968|0.96
yes|bd_12#inc_2016_2021|25-64|no_relative|72494|2413|
yes|bd_12#inc_2016_2021|25-64|parent|72494|10337|0.91
yes|bd_12#inc_2016_2021|25-64|partner|72494|42432|0.96
yes|bd_12#inc_2016_2021|25-64|pooled|72494|70081|0.91
yes|bd_12#inc_2016_2021|25-64|sibling|72494|6344|0.5
yes|bd_12#inc_2016_2021|65+|child|7395|2623|0.94
yes|bd_12#inc_2016_2021|65+|no_relative|7395|670|
yes|bd_12#inc_2016_2021|65+|partner|7395|3972|0.96
yes|bd_12#inc_2016_2021|65+|pooled|7395|6725|0.94
yes|bd_12#inc_2016_2021|65+|sibling|7395|130|0.46
yes|bd_12#prev_2021|0-24|father|34797|27689|0.97
yes|bd_12#prev_2021|0-24|mother|34797|22382|0.96
yes|bd_12#prev_2021|0-24|no_relative|34797|3059|
yes|bd_12#prev_2021|25-64|child|302175|51252|0.95
yes|bd_12#prev_2021|25-64|no_relative|302175|5355|
yes|bd_12#prev_2021|25-64|parent|302175|38453|0.89
yes|bd_12#prev_2021|25-64|partner|302175|181066|0.96
yes|bd_12#prev_2021|25-64|pooled|302175|296820|0.91
yes|bd_12#prev_2021|25-64|sibling|302175|26049|0.54
yes|bd_12#prev_2021|65+|child|94824|31591|0.95
yes|bd_12#prev_2021|65+|no_relative|94824|8983|
yes|bd_12#prev_2021|65+|partner|94824|51758|0.96
yes|bd_12#prev_2021|65+|pooled|94824|85841|0.94
yes|bd_12#prev_2021|65+|sibling|94824|2492|0.48
yes|bd_13#inc_2016_2021|0-24|father|1817|1147|0.97
yes|bd_13#inc_2016_2021|0-24|mother|1817|1241|0.97
yes|bd_13#inc_2016_2021|0-24|no_relative|1817|512|
yes|bd_13#inc_2016_2021|25-64|child|3353|453|0.92
yes|bd_13#inc_2016_2021|25-64|no_relative|3353|118|
yes|bd_13#inc_2016_2021|25-64|parent|3353|438|0.92
yes|bd_13#inc_2016_2021|25-64|partner|3353|1961|0.96
yes|bd_13#inc_2016_2021|25-64|pooled|3353|3235|0.89
yes|bd_13#inc_2016_2021|25-64|sibling|3353|383|0.5
yes|bd_13#inc_2016_2021|65+|child|2092|849|0.94
yes|bd_13#inc_2016_2021|65+|no_relative|2092|208|
yes|bd_13#inc_2016_2021|65+|partner|2092|994|0.95
yes|bd_13#inc_2016_2021|65+|pooled|2092|1884|0.94
yes|bd_13#inc_2016_2021|65+|sibling|2092|41|0.36
yes|bd_13#prev_2021|0-24|father|4871|4194|0.97
yes|bd_13#prev_2021|0-24|mother|4871|4420|0.97
yes|bd_13#prev_2021|0-24|no_relative|4871|172|
yes|bd_13#prev_2021|25-64|child|9295|1201|0.94
yes|bd_13#prev_2021|25-64|no_relative|9295|148|
yes|bd_13#prev_2021|25-64|parent|9295|1408|0.92
yes|bd_13#prev_2021|25-64|partner|9295|5604|0.96
yes|bd_13#prev_2021|25-64|pooled|9295|9147|0.9
yes|bd_13#prev_2021|25-64|sibling|9295|934|0.43
yes|bd_13#prev_2021|65+|child|3825|1257|0.94
yes|bd_13#prev_2021|65+|no_relative|3825|323|
yes|bd_13#prev_2021|65+|partner|3825|2155|0.96
yes|bd_13#prev_2021|65+|pooled|3825|3502|0.94
yes|bd_13#prev_2021|65+|sibling|3825|90|0.53
yes|bd_14#inc_2016_2021|0-24|father|5074|4174|0.94
yes|bd_14#inc_2016_2021|0-24|mother|5074|4411|0.94
yes|bd_14#inc_2016_2021|0-24|no_relative|5074|357|
yes|bd_14#inc_2016_2021|25-64|child|2140|104|0.92
yes|bd_14#inc_2016_2021|25-64|no_relative|2140|152|
yes|bd_14#inc_2016_2021|25-64|parent|2140|878|0.91
yes|bd_14#inc_2016_2021|25-64|partner|2140|320|0.93
yes|bd_14#inc_2016_2021|25-64|pooled|2140|1988|0.74
yes|bd_14#inc_2016_2021|25-64|sibling|2140|686|0.41
yes|bd_14#inc_2016_2021|65+|child|378|32|0.96
yes|bd_14#inc_2016_2021|65+|no_relative|378|283|
yes|bd_14#inc_2016_2021|65+|partner|378|32|0.9
yes|bd_14#inc_2016_2021|65+|pooled|378|95|0.75
yes|bd_14#inc_2016_2021|65+|sibling|378|31|0.38
yes|bd_14#prev_2021|0-24|father|13152|11137|0.94
yes|bd_14#prev_2021|0-24|mother|13152|11984|0.95
yes|bd_14#prev_2021|0-24|no_relative|13152|444|
yes|bd_14#prev_2021|25-64|child|15195|545|0.92
yes|bd_14#prev_2021|25-64|no_relative|15195|757|
yes|bd_14#prev_2021|25-64|parent|15195|6617|0.91
yes|bd_14#prev_2021|25-64|partner|15195|2100|0.92
yes|bd_14#prev_2021|25-64|pooled|15195|14438|0.74
yes|bd_14#prev_2021|25-64|sibling|15195|5176|0.41
yes|bd_14#prev_2021|65+|child|1866|179|0.91
yes|bd_14#prev_2021|65+|no_relative|1866|1277|
yes|bd_14#prev_2021|65+|partner|1866|97|0.93
yes|bd_14#prev_2021|65+|pooled|1866|589|0.7
yes|bd_14#prev_2021|65+|sibling|1866|313|0.5
yes|bd_15#inc_2016_2021|0-24|father|471|393|0.94
yes|bd_15#inc_2016_2021|0-24|mother|471|405|0.94
yes|bd_15#inc_2016_2021|0-24|no_relative|471|37|
yes|bd_15#inc_2016_2021|25-64|child|3500|358|0.96
yes|bd_15#inc_2016_2021|25-64|no_relative|3500|106|
yes|bd_15#inc_2016_2021|25-64|parent|3500|519|0.92
yes|bd_15#inc_2016_2021|25-64|partner|3500|2223|0.96
yes|bd_15#inc_2016_2021|25-64|pooled|3500|3394|0.91
yes|bd_15#inc_2016_2021|25-64|sibling|3500|294|0.41
yes|bd_15#inc_2016_2021|65+|child|367|112|0.9
yes|bd_15#inc_2016_2021|65+|no_relative|367|28|
yes|bd_15#inc_2016_2021|65+|partner|367|217|0.97
yes|bd_15#inc_2016_2021|65+|pooled|367|339|0.93
yes|bd_15#inc_2016_2021|65+|sibling|367|10|0.3
yes|bd_15#prev_2021|0-24|father|267|227|0.95
yes|bd_15#prev_2021|0-24|mother|267|238|0.95
yes|bd_15#prev_2021|0-24|no_relative|267|14|
yes|bd_15#prev_2021|25-64|child|12259|1632|0.95
yes|bd_15#prev_2021|25-64|no_relative|12259|224|
yes|bd_15#prev_2021|25-64|parent|12259|1663|0.88
yes|bd_15#prev_2021|25-64|partner|12259|7559|0.96
yes|bd_15#prev_2021|25-64|pooled|12259|12035|0.9
yes|bd_15#prev_2021|25-64|sibling|12259|1181|0.49
yes|bd_15#prev_2021|65+|child|3784|1170|0.95
yes|bd_15#prev_2021|65+|no_relative|3784|315|
yes|bd_15#prev_2021|65+|partner|3784|2167|0.96
yes|bd_15#prev_2021|65+|pooled|3784|3469|0.94
yes|bd_15#prev_2021|65+|sibling|3784|132|0.5
yes|bd_16#inc_2016_2021|0-24|father|518|384|0.94
yes|bd_16#inc_2016_2021|0-24|mother|518|406|0.94
yes|bd_16#inc_2016_2021|0-24|no_relative|518|58|
yes|bd_16#inc_2016_2021|25-64|child|1544|197|0.92
yes|bd_16#inc_2016_2021|25-64|no_relative|1544|47|
yes|bd_16#inc_2016_2021|25-64|parent|1544|198|0.9
yes|bd_16#inc_2016_2021|25-64|partner|1544|942|0.96
yes|bd_16#inc_2016_2021|25-64|pooled|1544|1497|0.9
yes|bd_16#inc_2016_2021|25-64|sibling|1544|160|0.54
yes|bd_16#inc_2016_2021|65+|child|1106|346|0.96
yes|bd_16#inc_2016_2021|65+|no_relative|1106|103|
yes|bd_16#inc_2016_2021|65+|partner|1106|641|0.97
yes|bd_16#inc_2016_2021|65+|pooled|1106|1003|0.96
yes|bd_16#inc_2016_2021|65+|sibling|1106|16|0.31
yes|bd_16#prev_2021|0-24|father|1183|970|0.96
yes|bd_16#prev_2021|0-24|mother|1183|985|0.97
yes|bd_16#prev_2021|0-24|no_relative|1183|47|
yes|bd_16#prev_2021|25-64|child|4378|540|0.94
yes|bd_16#prev_2021|25-64|no_relative|4378|125|
yes|bd_16#prev_2021|25-64|parent|4378|762|0.89
yes|bd_16#prev_2021|25-64|partner|4378|2414|0.97
yes|bd_16#prev_2021|25-64|pooled|4378|4253|0.89
yes|bd_16#prev_2021|25-64|sibling|4378|537|0.49
yes|bd_16#prev_2021|65+|child|2637|834|0.95
yes|bd_16#prev_2021|65+|no_relative|2637|234|
yes|bd_16#prev_2021|65+|partner|2637|1524|0.97
yes|bd_16#prev_2021|65+|pooled|2637|2403|0.95
yes|bd_16#prev_2021|65+|sibling|2637|45|0.44
yes|bd_17#inc_2016_2021|0-24|father|152|109|0.91
yes|bd_17#inc_2016_2021|0-24|mother|152|114|0.93
yes|bd_17#inc_2016_2021|0-24|no_relative|152|23|
yes|bd_17#inc_2016_2021|25-64|child|978|163|0.93
yes|bd_17#inc_2016_2021|25-64|no_relative|978|46|
yes|bd_17#inc_2016_2021|25-64|parent|978|88|0.89
yes|bd_17#inc_2016_2021|25-64|partner|978|568|0.96
yes|bd_17#inc_2016_2021|25-64|pooled|978|932|0.9
yes|bd_17#inc_2016_2021|25-64|sibling|978|113|0.58
yes|bd_17#inc_2016_2021|65+|child|1490|522|0.94
yes|bd_17#inc_2016_2021|65+|no_relative|1490|129|
yes|bd_17#inc_2016_2021|65+|partner|1490|812|0.96
yes|bd_17#inc_2016_2021|65+|pooled|1490|1361|0.94
yes|bd_17#inc_2016_2021|65+|sibling|1490|27|0.33
yes|bd_17#prev_2021|0-24|father|368|314|0.94
yes|bd_17#prev_2021|0-24|mother|368|324|0.95
yes|bd_17#prev_2021|0-24|no_relative|368|8|
yes|bd_17#prev_2021|25-64|child|1711|288|0.93
yes|bd_17#prev_2021|25-64|no_relative|1711|67|
yes|bd_17#prev_2021|25-64|parent|1711|303|0.91
yes|bd_17#prev_2021|25-64|partner|1711|799|0.97
yes|bd_17#prev_2021|25-64|pooled|1711|1644|0.88
yes|bd_17#prev_2021|25-64|sibling|1711|254|0.53
yes|bd_17#prev_2021|65+|child|1802|603|0.94
yes|bd_17#prev_2021|65+|no_relative|1802|181|
yes|bd_17#prev_2021|65+|partner|1802|972|0.96
yes|bd_17#prev_2021|65+|pooled|1802|1621|0.94
yes|bd_17#prev_2021|65+|sibling|1802|46|0.45
yes|bd_18#inc_2016_2021|0-24|father|113||
yes|bd_18#inc_2016_2021|0-24|mother|113||
yes|bd_18#inc_2016_2021|0-24|no_relative|113||
yes|bd_18#inc_2016_2021|25-64|child|3071|375|0.91
yes|bd_18#inc_2016_2021|25-64|no_relative|3071|80|
yes|bd_18#inc_2016_2021|25-64|parent|3071|291|0.88
yes|bd_18#inc_2016_2021|25-64|partner|3071|2044|0.96
yes|bd_18#inc_2016_2021|25-64|pooled|3071|2991|0.92
yes|bd_18#inc_2016_2021|25-64|sibling|3071|281|0.62
yes|bd_18#inc_2016_2021|65+|child|10502|2998|0.95
yes|bd_18#inc_2016_2021|65+|no_relative|10502|793|
yes|bd_18#inc_2016_2021|65+|partner|10502|6612|0.96
yes|bd_18#inc_2016_2021|65+|pooled|10502|9709|0.95
yes|bd_18#inc_2016_2021|65+|sibling|10502|99|0.32
yes|bd_18#prev_2021|0-24|father|201|174|0.93
yes|bd_18#prev_2021|0-24|mother|201|180|0.93
yes|bd_18#prev_2021|0-24|no_relative|201|8|
yes|bd_18#prev_2021|25-64|child|5356|791|0.92
yes|bd_18#prev_2021|25-64|no_relative|5356|96|
yes|bd_18#prev_2021|25-64|parent|5356|598|0.88
yes|bd_18#prev_2021|25-64|partner|5356|3314|0.96
yes|bd_18#prev_2021|25-64|pooled|5356|5260|0.9
yes|bd_18#prev_2021|25-64|sibling|5356|557|0.56
yes|bd_18#prev_2021|65+|child|16472|5920|0.95
yes|bd_18#prev_2021|65+|no_relative|16472|1338|
yes|bd_18#prev_2021|65+|partner|16472|8950|0.96
yes|bd_18#prev_2021|65+|pooled|16472|15134|0.95
yes|bd_18#prev_2021|65+|sibling|16472|264|0.41
yes|bd_19#inc_2016_2021|0-24|father|8094|6631|0.96
yes|bd_19#inc_2016_2021|0-24|mother|8094|7010|0.96
yes|bd_19#inc_2016_2021|0-24|no_relative|8094|399|
yes|bd_19#inc_2016_2021|25-64|child|9712|1391|0.95
yes|bd_19#inc_2016_2021|25-64|no_relative|9712|246|
yes|bd_19#inc_2016_2021|25-64|parent|9712|3015|0.92
yes|bd_19#inc_2016_2021|25-64|partner|9712|3369|0.95
yes|bd_19#inc_2016_2021|25-64|pooled|9712|9466|0.83
yes|bd_19#inc_2016_2021|25-64|sibling|9712|1691|0.33
yes|bd_19#inc_2016_2021|65+|child|282|131|0.93
yes|bd_19#inc_2016_2021|65+|no_relative|282|48|
yes|bd_19#inc_2016_2021|65+|partner|282|86|0.93
yes|bd_19#inc_2016_2021|65+|pooled|282|234|0.88
yes|bd_19#inc_2016_2021|65+|sibling|282|17|0.29
yes|bd_19#prev_2021|0-24|father|6574|5350|0.96
yes|bd_19#prev_2021|0-24|mother|6574|5583|0.96
yes|bd_19#prev_2021|0-24|no_relative|6574|338|
yes|bd_19#prev_2021|25-64|child|58363|9534|0.94
yes|bd_19#prev_2021|25-64|no_relative|58363|1196|
yes|bd_19#prev_2021|25-64|parent|58363|16126|0.9
yes|bd_19#prev_2021|25-64|partner|58363|20971|0.94
yes|bd_19#prev_2021|25-64|pooled|58363|57167|0.83
yes|bd_19#prev_2021|25-64|sibling|58363|10536|0.38
yes|bd_19#prev_2021|65+|child|4456|1939|0.92
yes|bd_19#prev_2021|65+|no_relative|4456|800|
yes|bd_19#prev_2021|65+|partner|4456|1309|0.95
yes|bd_19#prev_2021|65+|pooled|4456|3656|0.89
yes|bd_19#prev_2021|65+|sibling|4456|408|0.5
yes|bd_20#inc_2016_2021|0-24|father|514|408|0.96
yes|bd_20#inc_2016_2021|0-24|mother|514|422|0.96
yes|bd_20#inc_2016_2021|0-24|no_relative|514|42|
yes|bd_20#inc_2016_2021|25-64|child|9549|1465|0.91
yes|bd_20#inc_2016_2021|25-64|no_relative|9549|278|
yes|bd_20#inc_2016_2021|25-64|parent|9549|1010|0.86
yes|bd_20#inc_2016_2021|25-64|partner|9549|5674|0.95
yes|bd_20#inc_2016_2021|25-64|pooled|9549|9271|0.89
yes|bd_20#inc_2016_2021|25-64|sibling|9549|1122|0.6
yes|bd_20#inc_2016_2021|65+|child|13721|4422|0.94
yes|bd_20#inc_2016_2021|65+|no_relative|13721|1140|
yes|bd_20#inc_2016_2021|65+|partner|13721|7912|0.96
yes|bd_20#inc_2016_2021|65+|pooled|13721|12581|0.94
yes|bd_20#inc_2016_2021|65+|sibling|13721|247|0.39
yes|bd_20#prev_2021|0-24|father|746|609|0.96
yes|bd_20#prev_2021|0-24|mother|746|612|0.96
yes|bd_20#prev_2021|0-24|no_relative|746|38|
yes|bd_20#prev_2021|25-64|child|16232|2577|0.92
yes|bd_20#prev_2021|25-64|no_relative|16232|397|
yes|bd_20#prev_2021|25-64|parent|16232|1889|0.87
yes|bd_20#prev_2021|25-64|partner|16232|9346|0.95
yes|bd_20#prev_2021|25-64|pooled|16232|15835|0.89
yes|bd_20#prev_2021|25-64|sibling|16232|2023|0.58
yes|bd_20#prev_2021|65+|child|26094|9281|0.94
yes|bd_20#prev_2021|65+|no_relative|26094|2359|
yes|bd_20#prev_2021|65+|partner|26094|13847|0.96
yes|bd_20#prev_2021|65+|pooled|26094|23735|0.94
yes|bd_20#prev_2021|65+|sibling|26094|607|0.49
yes|bd_21#inc_2016_2021|0-24|father|9758|7945|0.95
yes|bd_21#inc_2016_2021|0-24|mother|9758|8627|0.95
yes|bd_21#inc_2016_2021|0-24|no_relative|9758|579|
yes|bd_21#inc_2016_2021|25-64|child|9792|1354|0.92
yes|bd_21#inc_2016_2021|25-64|no_relative|9792|787|
yes|bd_21#inc_2016_2021|25-64|parent|9792|3036|0.91
yes|bd_21#inc_2016_2021|25-64|partner|9792|2467|0.93
yes|bd_21#inc_2016_2021|25-64|pooled|9792|9005|0.79
yes|bd_21#inc_2016_2021|25-64|sibling|9792|2148|0.38
yes|bd_21#inc_2016_2021|65+|child|2162|988|0.93
yes|bd_21#inc_2016_2021|65+|no_relative|2162|566|
yes|bd_21#inc_2016_2021|65+|partner|2162|513|0.94
yes|bd_21#inc_2016_2021|65+|pooled|2162|1596|0.9
yes|bd_21#inc_2016_2021|65+|sibling|2162|95|0.33
yes|bd_21#prev_2021|0-24|father|8528|6963|0.95
yes|bd_21#prev_2021|0-24|mother|8528|7571|0.95
yes|bd_21#prev_2021|0-24|no_relative|8528|410|
yes|bd_21#prev_2021|25-64|child|47279|5726|0.91
yes|bd_21#prev_2021|25-64|no_relative|47279|2865|
yes|bd_21#prev_2021|25-64|parent|47279|15814|0.89
yes|bd_21#prev_2021|25-64|partner|47279|11174|0.93
yes|bd_21#prev_2021|25-64|pooled|47279|44414|0.78
yes|bd_21#prev_2021|25-64|sibling|47279|11700|0.43
yes|bd_21#prev_2021|65+|child|9090|3488|0.94
yes|bd_21#prev_2021|65+|no_relative|9090|2793|
yes|bd_21#prev_2021|65+|partner|9090|1786|0.94
yes|bd_21#prev_2021|65+|pooled|9090|6297|0.87
yes|bd_21#prev_2021|65+|sibling|9090|1023|0.51
yes|bd_22#inc_2016_2021|0-24|father|54475|37378|0.96
yes|bd_22#inc_2016_2021|0-24|mother|54475|37852|0.96
yes|bd_22#inc_2016_2021|0-24|no_relative|54475|7097|
yes|bd_22#inc_2016_2021|25-64|child|160148|31363|0.95
yes|bd_22#inc_2016_2021|25-64|no_relative|160148|7256|
yes|bd_22#inc_2016_2021|25-64|parent|160148|23300|0.88
yes|bd_22#inc_2016_2021|25-64|partner|160148|78000|0.95
yes|bd_22#inc_2016_2021|25-64|pooled|160148|152892|0.89
yes|bd_22#inc_2016_2021|25-64|sibling|160148|20229|0.6
yes|bd_22#inc_2016_2021|65+|child|87813|39997|0.95
yes|bd_22#inc_2016_2021|65+|no_relative|87813|12653|
yes|bd_22#inc_2016_2021|65+|partner|87813|33685|0.95
yes|bd_22#inc_2016_2021|65+|pooled|87813|75160|0.94
yes|bd_22#inc_2016_2021|65+|sibling|87813|1478|0.36
yes|bd_22#prev_2021|0-24|father|55115|36998|0.96
