__label|__var|additional_relative_req|var_pop|agegroup|closest_relative_group|case_relative|__stat_char|__stat_num2|__stat_num3|__stat_num1
education_level: no_education|education_level|no|bd_12#inc_2016_2021|25-64|parent|0|476 (4.6)|4.59415114371199||476
education_level: short_education|education_level|no|bd_12#inc_2016_2021|25-64|parent|0|2,763 (26.7)|26.6673101052022||2763
closest_relative_type: title|closest_relative_type|no|bd_12#inc_2016_2021|25-64|parent|0||||
closest_relative_type: father|closest_relative_type|no|bd_12#inc_2016_2021|25-64|parent|0|3,422 (33.0)|33.0277000289547||3422
closest_relative_type: mother|closest_relative_type|no|bd_12#inc_2016_2021|25-64|parent|0|6,939 (67.0)|66.9722999710452||6939
__n|__n|no|bd_12#inc_2016_2021|25-64|parent|1|10,361 (100.0)|100||10361
male|male|no|bd_12#inc_2016_2021|25-64|parent|1|3,422 (33.0)|33.0277000289547||3422
cci_g: title|cci_g|no|bd_12#inc_2016_2021|25-64|parent|1||||
cci_g: +3|cci_g|no|bd_12#inc_2016_2021|25-64|parent|1|688 (6.6)|6.64028568670977||688
cci_g: 0|cci_g|no|bd_12#inc_2016_2021|25-64|parent|1|7,141 (68.9)|68.9219187337129||7141
cci_g: 1-2|cci_g|no|bd_12#inc_2016_2021|25-64|parent|1|2,532 (24.4)|24.4377955795772||2532
age_index|age_index|no|bd_12#inc_2016_2021|25-64|parent|1|64.0 (57.4;72.0)|57.3753424657534|71.9754098360655|64.002739726
education_level: title|education_level|no|bd_12#inc_2016_2021|25-64|parent|1||||
education_level: long_education|education_level|no|bd_12#inc_2016_2021|25-64|parent|1|2,156 (20.8)|20.8088022391661||2156
education_level: medium_education|education_level|no|bd_12#inc_2016_2021|25-64|parent|1|4,892 (47.2)|47.215519737477||4892
education_level: no_education|education_level|no|bd_12#inc_2016_2021|25-64|parent|1|410 (4.0)|3.95714699353344||410
education_level: short_education|education_level|no|bd_12#inc_2016_2021|25-64|parent|1|2,903 (28.0)|28.0185310298233||2903
closest_relative_type: title|closest_relative_type|no|bd_12#inc_2016_2021|25-64|parent|1||||
closest_relative_type: father|closest_relative_type|no|bd_12#inc_2016_2021|25-64|parent|1|3,422 (33.0)|33.0277000289547||3422
closest_relative_type: mother|closest_relative_type|no|bd_12#inc_2016_2021|25-64|parent|1|6,939 (67.0)|66.9722999710452||6939
__n|__n|no|bd_12#prev_2021|25-64|parent|0|38,538 (100.0)|100||38538
male|male|no|bd_12#prev_2021|25-64|parent|0|12,500 (32.4)|32.4355181898386||12500
cci_g: title|cci_g|no|bd_12#prev_2021|25-64|parent|0||||
cci_g: +3|cci_g|no|bd_12#prev_2021|25-64|parent|0|3,155 (8.2)|8.18672479111526||3155
cci_g: 0|cci_g|no|bd_12#prev_2021|25-64|parent|0|25,322 (65.7)|65.7065753282474||25322
cci_g: 1-2|cci_g|no|bd_12#prev_2021|25-64|parent|0|10,061 (26.1)|26.1066998806372||10061
age_index|age_index|no|bd_12#prev_2021|25-64|parent|0|70.2 (61.5;77.7)|61.5041095890411|77.7041095890411|70.197260274
education_level: title|education_level|no|bd_12#prev_2021|25-64|parent|0||||
education_level: long_education|education_level|no|bd_12#prev_2021|25-64|parent|0|7,784 (20.2)|20.1982458871762||7784
education_level: medium_education|education_level|no|bd_12#prev_2021|25-64|parent|0|17,673 (45.9)|45.8586330375214||17673
education_level: no_education|education_level|no|bd_12#prev_2021|25-64|parent|0|1,626 (4.2)|4.2192122061342||1626
education_level: short_education|education_level|no|bd_12#prev_2021|25-64|parent|0|11,455 (29.7)|29.723908869168||11455
closest_relative_type: title|closest_relative_type|no|bd_12#prev_2021|25-64|parent|0||||
closest_relative_type: father|closest_relative_type|no|bd_12#prev_2021|25-64|parent|0|12,500 (32.4)|32.4355181898386||12500
closest_relative_type: mother|closest_relative_type|no|bd_12#prev_2021|25-64|parent|0|26,038 (67.6)|67.5644818101614||26038
__n|__n|no|bd_12#prev_2021|25-64|parent|1|38,538 (100.0)|100||38538
male|male|no|bd_12#prev_2021|25-64|parent|1|12,500 (32.4)|32.4355181898386||12500
cci_g: title|cci_g|no|bd_12#prev_2021|25-64|parent|1||||
cci_g: +3|cci_g|no|bd_12#prev_2021|25-64|parent|1|3,300 (8.6)|8.56297680211739||3300
cci_g: 0|cci_g|no|bd_12#prev_2021|25-64|parent|1|24,550 (63.7)|63.703357724843||24550
cci_g: 1-2|cci_g|no|bd_12#prev_2021|25-64|parent|1|10,688 (27.7)|27.7336654730396||10688
age_index|age_index|no|bd_12#prev_2021|25-64|parent|1|69.4 (60.8;77.1)|60.7704918032787|77.0630136986301|69.383561644
education_level: title|education_level|no|bd_12#prev_2021|25-64|parent|1||||
education_level: long_education|education_level|no|bd_12#prev_2021|25-64|parent|1|7,363 (19.1)|19.1058176345425||7363
education_level: medium_education|education_level|no|bd_12#prev_2021|25-64|parent|1|18,039 (46.8)|46.8083450101198||18039
education_level: no_education|education_level|no|bd_12#prev_2021|25-64|parent|1|1,539 (4.0)|3.99346099953292||1539
education_level: short_education|education_level|no|bd_12#prev_2021|25-64|parent|1|11,597 (30.1)|30.0923763558046||11597
closest_relative_type: title|closest_relative_type|no|bd_12#prev_2021|25-64|parent|1||||
closest_relative_type: father|closest_relative_type|no|bd_12#prev_2021|25-64|parent|1|12,500 (32.4)|32.4355181898386||12500
closest_relative_type: mother|closest_relative_type|no|bd_12#prev_2021|25-64|parent|1|26,038 (67.6)|67.5644818101614||26038
__n|__n|no|bd_13#inc_2016_2021|25-64|parent|0|450 (100.0)|100||450
male|male|no|bd_13#inc_2016_2021|25-64|parent|0|94 (20.9)|20.8888888888888||94
cci_g: title|cci_g|no|bd_13#inc_2016_2021|25-64|parent|0||||
cci_g: +3|cci_g|no|bd_13#inc_2016_2021|25-64|parent|0|34 (7.6)|7.55555555555555||34
cci_g: 0|cci_g|no|bd_13#inc_2016_2021|25-64|parent|0|307 (68.2)|68.2222222222222||307
cci_g: 1-2|cci_g|no|bd_13#inc_2016_2021|25-64|parent|0|109 (24.2)|24.2222222222222||109
age_index|age_index|no|bd_13#inc_2016_2021|25-64|parent|0|64.9 (58.3;72.8)|58.3342465753424|72.8293210569653|64.859843551
education_level: title|education_level|no|bd_13#inc_2016_2021|25-64|parent|0||||
education_level: long_education|education_level|no|bd_13#inc_2016_2021|25-64|parent|0|81 (18.0)|18||81
education_level: medium_education|education_level|no|bd_13#inc_2016_2021|25-64|parent|0|198 (44.0)|44||198
education_level: no_education|education_level|no|bd_13#inc_2016_2021|25-64|parent|0|19 (4.2)|4.22222222222222||19
education_level: short_education|education_level|no|bd_13#inc_2016_2021|25-64|parent|0|152 (33.8)|33.7777777777777||152
closest_relative_type: title|closest_relative_type|no|bd_13#inc_2016_2021|25-64|parent|0||||
closest_relative_type: father|closest_relative_type|no|bd_13#inc_2016_2021|25-64|parent|0|94 (20.9)|20.8888888888888||94
closest_relative_type: mother|closest_relative_type|no|bd_13#inc_2016_2021|25-64|parent|0|356 (79.1)|79.1111111111111||356
__n|__n|no|bd_13#inc_2016_2021|25-64|parent|1|450 (100.0)|100||450
male|male|no|bd_13#inc_2016_2021|25-64|parent|1|94 (20.9)|20.8888888888888||94
cci_g: title|cci_g|no|bd_13#inc_2016_2021|25-64|parent|1||||
cci_g: +3|cci_g|no|bd_13#inc_2016_2021|25-64|parent|1|38 (8.4)|8.44444444444444||38
cci_g: 0|cci_g|no|bd_13#inc_2016_2021|25-64|parent|1|301 (66.9)|66.8888888888888||301
cci_g: 1-2|cci_g|no|bd_13#inc_2016_2021|25-64|parent|1|111 (24.7)|24.6666666666666||111
age_index|age_index|no|bd_13#inc_2016_2021|25-64|parent|1|64.1 (56.4;73.5)|56.372602739726|73.4617710906505|64.076588817
education_level: title|education_level|no|bd_13#inc_2016_2021|25-64|parent|1||||
education_level: long_education|education_level|no|bd_13#inc_2016_2021|25-64|parent|1|93 (20.7)|20.6666666666666||93
education_level: medium_education|education_level|no|bd_13#inc_2016_2021|25-64|parent|1|213 (47.3)|47.3333333333333||213
education_level: no_education|education_level|no|bd_13#inc_2016_2021|25-64|parent|1|13 (2.9)|2.88888888888888||13
education_level: short_education|education_level|no|bd_13#inc_2016_2021|25-64|parent|1|131 (29.1)|29.1111111111111||131
closest_relative_type: title|closest_relative_type|no|bd_13#inc_2016_2021|25-64|parent|1||||
closest_relative_type: father|closest_relative_type|no|bd_13#inc_2016_2021|25-64|parent|1|94 (20.9)|20.8888888888888||94
closest_relative_type: mother|closest_relative_type|no|bd_13#inc_2016_2021|25-64|parent|1|356 (79.1)|79.1111111111111||356
__n|__n|no|bd_13#prev_2021|25-64|parent|0|1,398 (100.0)|100||1398
male|male|no|bd_13#prev_2021|25-64|parent|0|326 (23.3)|23.3190271816881||326
cci_g: title|cci_g|no|bd_13#prev_2021|25-64|parent|0||||
cci_g: +3|cci_g|no|bd_13#prev_2021|25-64|parent|0|81 (5.8)|5.79399141630901||81
cci_g: 0|cci_g|no|bd_13#prev_2021|25-64|parent|0|963 (68.9)|68.8841201716738||963
cci_g: 1-2|cci_g|no|bd_13#prev_2021|25-64|parent|0|354 (25.3)|25.3218884120171||354
age_index|age_index|no|bd_13#prev_2021|25-64|parent|0|65.8 (58.8;74.6)|58.8328767123287|74.5890410958904|65.821917808
education_level: title|education_level|no|bd_13#prev_2021|25-64|parent|0||||
education_level: long_education|education_level|no|bd_13#prev_2021|25-64|parent|0|307 (22.0)|21.9599427753934||307
education_level: medium_education|education_level|no|bd_13#prev_2021|25-64|parent|0|666 (47.6)|47.6394849785407||666
education_level: no_education|education_level|no|bd_13#prev_2021|25-64|parent|0|58 (4.1)|4.14878397711015||58
education_level: short_education|education_level|no|bd_13#prev_2021|25-64|parent|0|367 (26.3)|26.2517882689556||367
closest_relative_type: title|closest_relative_type|no|bd_13#prev_2021|25-64|parent|0||||
closest_relative_type: father|closest_relative_type|no|bd_13#prev_2021|25-64|parent|0|326 (23.3)|23.3190271816881||326
closest_relative_type: mother|closest_relative_type|no|bd_13#prev_2021|25-64|parent|0|1,072 (76.7)|76.6809728183118||1072
__n|__n|no|bd_13#prev_2021|25-64|parent|1|1,398 (100.0)|100||1398
male|male|no|bd_13#prev_2021|25-64|parent|1|326 (23.3)|23.3190271816881||326
cci_g: title|cci_g|no|bd_13#prev_2021|25-64|parent|1||||
cci_g: +3|cci_g|no|bd_13#prev_2021|25-64|parent|1|99 (7.1)|7.08154506437768||99
cci_g: 0|cci_g|no|bd_13#prev_2021|25-64|parent|1|921 (65.9)|65.8798283261802||921
cci_g: 1-2|cci_g|no|bd_13#prev_2021|25-64|parent|1|378 (27.0)|27.038626609442||378
age_index|age_index|no|bd_13#prev_2021|25-64|parent|1|65.3 (58.0;74.3)|58.0082191780822|74.3150684931506|65.305479452
education_level: title|education_level|no|bd_13#prev_2021|25-64|parent|1||||
education_level: long_education|education_level|no|bd_13#prev_2021|25-64|parent|1|320 (22.9)|22.8898426323319||320
education_level: medium_education|education_level|no|bd_13#prev_2021|25-64|parent|1|640 (45.8)|45.7796852646638||640
education_level: no_education|education_level|no|bd_13#prev_2021|25-64|parent|1|52 (3.7)|3.71959942775393||52
education_level: short_education|education_level|no|bd_13#prev_2021|25-64|parent|1|386 (27.6)|27.6108726752503||386
closest_relative_type: title|closest_relative_type|no|bd_13#prev_2021|25-64|parent|1||||
closest_relative_type: father|closest_relative_type|no|bd_13#prev_2021|25-64|parent|1|326 (23.3)|23.3190271816881||326
closest_relative_type: mother|closest_relative_type|no|bd_13#prev_2021|25-64|parent|1|1,072 (76.7)|76.6809728183118||1072
__n|__n|no|bd_14#inc_2016_2021|25-64|parent|0|886 (100.0)|100||886
male|male|no|bd_14#inc_2016_2021|25-64|parent|0|201 (22.7)|22.686230248307||201
cci_g: title|cci_g|no|bd_14#inc_2016_2021|25-64|parent|0||||
cci_g: +3|cci_g|no|bd_14#inc_2016_2021|25-64|parent|0|62 (7.0)|6.99774266365688||62
cci_g: 0|cci_g|no|bd_14#inc_2016_2021|25-64|parent|0|613 (69.2)|69.1873589164785||613
cci_g: 1-2|cci_g|no|bd_14#inc_2016_2021|25-64|parent|0|211 (23.8)|23.8148984198645||211
age_index|age_index|no|bd_14#inc_2016_2021|25-64|parent|0|65.0 (58.3;72.9)|58.317808219178|72.8672804850662|64.987903286
education_level: title|education_level|no|bd_14#inc_2016_2021|25-64|parent|0||||
education_level: long_education|education_level|no|bd_14#inc_2016_2021|25-64|parent|0|188 (21.2)|21.2189616252821||188
education_level: medium_education|education_level|no|bd_14#inc_2016_2021|25-64|parent|0|400 (45.1)|45.1467268623024||400
education_level: no_education|education_level|no|bd_14#inc_2016_2021|25-64|parent|0|39 (4.4)|4.40180586907449||39
education_level: short_education|education_level|no|bd_14#inc_2016_2021|25-64|parent|0|259 (29.2)|29.2325056433408||259
closest_relative_type: title|closest_relative_type|no|bd_14#inc_2016_2021|25-64|parent|0||||
closest_relative_type: father|closest_relative_type|no|bd_14#inc_2016_2021|25-64|parent|0|201 (22.7)|22.686230248307||201
closest_relative_type: mother|closest_relative_type|no|bd_14#inc_2016_2021|25-64|parent|0|685 (77.3)|77.313769751693||685
__n|__n|no|bd_14#inc_2016_2021|25-64|parent|1|886 (100.0)|100||886
male|male|no|bd_14#inc_2016_2021|25-64|parent|1|201 (22.7)|22.686230248307||201
cci_g: title|cci_g|no|bd_14#inc_2016_2021|25-64|parent|1||||
cci_g: +3|cci_g|no|bd_14#inc_2016_2021|25-64|parent|1|69 (7.8)|7.78781038374717||69
cci_g: 0|cci_g|no|bd_14#inc_2016_2021|25-64|parent|1|602 (67.9)|67.9458239277652||602
cci_g: 1-2|cci_g|no|bd_14#inc_2016_2021|25-64|parent|1|215 (24.3)|24.2663656884875||215
age_index|age_index|no|bd_14#inc_2016_2021|25-64|parent|1|64.3 (57.3;72.2)|57.3402724754847|72.1698630136986|64.267759563
education_level: title|education_level|no|bd_14#inc_2016_2021|25-64|parent|1||||
education_level: long_education|education_level|no|bd_14#inc_2016_2021|25-64|parent|1|136 (15.3)|15.3498871331828||136
education_level: medium_education|education_level|no|bd_14#inc_2016_2021|25-64|parent|1|337 (38.0)|38.0361173814898||337
education_level: no_education|education_level|no|bd_14#inc_2016_2021|25-64|parent|1|23 (2.6)|2.59593679458239||23
education_level: short_education|education_level|no|bd_14#inc_2016_2021|25-64|parent|1|390 (44.0)|44.0180586907449||390
closest_relative_type: title|closest_relative_type|no|bd_14#inc_2016_2021|25-64|parent|1||||
closest_relative_type: father|closest_relative_type|no|bd_14#inc_2016_2021|25-64|parent|1|201 (22.7)|22.686230248307||201
closest_relative_type: mother|closest_relative_type|no|bd_14#inc_2016_2021|25-64|parent|1|685 (77.3)|77.313769751693||685
__n|__n|no|bd_14#prev_2021|25-64|parent|0|6,618 (100.0)|100||6618
male|male|no|bd_14#prev_2021|25-64|parent|0|1,518 (22.9)|22.9374433363554||1518
cci_g: title|cci_g|no|bd_14#prev_2021|25-64|parent|0||||
cci_g: +3|cci_g|no|bd_14#prev_2021|25-64|parent|0|392 (5.9)|5.92323964944091||392
cci_g: 0|cci_g|no|bd_14#prev_2021|25-64|parent|0|4,620 (69.8)|69.8096101541251||4620
cci_g: 1-2|cci_g|no|bd_14#prev_2021|25-64|parent|0|1,606 (24.3)|24.2671501964339||1606
age_index|age_index|no|bd_14#prev_2021|25-64|parent|0|63.5 (57.5;71.9)|57.4575342465753|71.9369863013698|63.476712329
education_level: title|education_level|no|bd_14#prev_2021|25-64|parent|0||||
education_level: long_education|education_level|no|bd_14#prev_2021|25-64|parent|0|1,568 (23.7)|23.6929585977636||1568
education_level: medium_education|education_level|no|bd_14#prev_2021|25-64|parent|0|3,137 (47.4)|47.4010275007555||3137
education_level: no_education|education_level|no|bd_14#prev_2021|25-64|parent|0|239 (3.6)|3.61136294953158||239
education_level: short_education|education_level|no|bd_14#prev_2021|25-64|parent|0|1,674 (25.3)|25.2946509519492||1674
closest_relative_type: title|closest_relative_type|no|bd_14#prev_2021|25-64|parent|0||||
closest_relative_type: father|closest_relative_type|no|bd_14#prev_2021|25-64|parent|0|1,518 (22.9)|22.9374433363554||1518
closest_relative_type: mother|closest_relative_type|no|bd_14#prev_2021|25-64|parent|0|5,100 (77.1)|77.0625566636446||5100
__n|__n|no|bd_14#prev_2021|25-64|parent|1|6,618 (100.0)|100||6618
male|male|no|bd_14#prev_2021|25-64|parent|1|1,518 (22.9)|22.9374433363554||1518
cci_g: title|cci_g|no|bd_14#prev_2021|25-64|parent|1||||
cci_g: +3|cci_g|no|bd_14#prev_2021|25-64|parent|1|438 (6.6)|6.61831368993653||438
cci_g: 0|cci_g|no|bd_14#prev_2021|25-64|parent|1|4,487 (67.8)|67.7999395587791||4487
cci_g: 1-2|cci_g|no|bd_14#prev_2021|25-64|parent|1|1,693 (25.6)|25.5817467512843||1693
age_index|age_index|no|bd_14#prev_2021|25-64|parent|1|62.8 (56.6;71.4)|56.639344262295|71.4383561643835|62.849315068
education_level: title|education_level|no|bd_14#prev_2021|25-64|parent|1||||
education_level: long_education|education_level|no|bd_14#prev_2021|25-64|parent|1|1,222 (18.5)|18.4647929888183||1222
education_level: medium_education|education_level|no|bd_14#prev_2021|25-64|parent|1|2,815 (42.5)|42.5355092172861||2815
education_level: no_education|education_level|no|bd_14#prev_2021|25-64|parent|1|244 (3.7)|3.6869144756724||244
education_level: short_education|education_level|no|bd_14#prev_2021|25-64|parent|1|2,337 (35.3)|35.312783318223||2337
closest_relative_type: title|closest_relative_type|no|bd_14#prev_2021|25-64|parent|1||||
closest_relative_type: father|closest_relative_type|no|bd_14#prev_2021|25-64|parent|1|1,518 (22.9)|22.9374433363554||1518
closest_relative_type: mother|closest_relative_type|no|bd_14#prev_2021|25-64|parent|1|5,100 (77.1)|77.0625566636446||5100
__n|__n|no|bd_15#inc_2016_2021|25-64|parent|0|508 (100.0)|100||508
male|male|no|bd_15#inc_2016_2021|25-64|parent|0|132 (26.0)|25.9842519685039||132
cci_g: title|cci_g|no|bd_15#inc_2016_2021|25-64|parent|0||||
cci_g: +3|cci_g|no|bd_15#inc_2016_2021|25-64|parent|0|34 (6.7)|6.69291338582677||34
cci_g: 0|cci_g|no|bd_15#inc_2016_2021|25-64|parent|0|351 (69.1)|69.0944881889763||351
cci_g: 1-2|cci_g|no|bd_15#inc_2016_2021|25-64|parent|0|123 (24.2)|24.2125984251968||123
age_index|age_index|no|bd_15#inc_2016_2021|25-64|parent|0|66.2 (59.6;73.4)|59.5931506849315|73.3665918107642|66.223695636
education_level: title|education_level|no|bd_15#inc_2016_2021|25-64|parent|0||||
education_level: long_education|education_level|no|bd_15#inc_2016_2021|25-64|parent|0|110 (21.7)|21.6535433070866||110
education_level: medium_education|education_level|no|bd_15#inc_2016_2021|25-64|parent|0|229 (45.1)|45.0787401574803||229
education_level: no_education|education_level|no|bd_15#inc_2016_2021|25-64|parent|0|23 (4.5)|4.52755905511811||23
education_level: short_education|education_level|no|bd_15#inc_2016_2021|25-64|parent|0|146 (28.7)|28.7401574803149||146
closest_relative_type: title|closest_relative_type|no|bd_15#inc_2016_2021|25-64|parent|0||||
closest_relative_type: father|closest_relative_type|no|bd_15#inc_2016_2021|25-64|parent|0|132 (26.0)|25.9842519685039||132
closest_relative_type: mother|closest_relative_type|no|bd_15#inc_2016_2021|25-64|parent|0|376 (74.0)|74.015748031496||376
__n|__n|no|bd_15#inc_2016_2021|25-64|parent|1|508 (100.0)|100||508
male|male|no|bd_15#inc_2016_2021|25-64|parent|1|132 (26.0)|25.9842519685039||132
cci_g: title|cci_g|no|bd_15#inc_2016_2021|25-64|parent|1||||
cci_g: +3|cci_g|no|bd_15#inc_2016_2021|25-64|parent|1|47 (9.3)|9.251968503937||47
cci_g: 0|cci_g|no|bd_15#inc_2016_2021|25-64|parent|1|331 (65.2)|65.1574803149606||331
cci_g: 1-2|cci_g|no|bd_15#inc_2016_2021|25-64|parent|1|130 (25.6)|25.5905511811023||130
age_index|age_index|no|bd_15#inc_2016_2021|25-64|parent|1|64.6 (58.0;72.8)|58.0424657534246|72.816239988023|64.626611273
education_level: title|education_level|no|bd_15#inc_2016_2021|25-64|parent|1||||
education_level: long_education|education_level|no|bd_15#inc_2016_2021|25-64|parent|1|102 (20.1)|20.0787401574803||102
education_level: medium_education|education_level|no|bd_15#inc_2016_2021|25-64|parent|1|248 (48.8)|48.8188976377952||248
education_level: no_education|education_level|no|bd_15#inc_2016_2021|25-64|parent|1|18 (3.5)|3.54330708661417||18
education_level: short_education|education_level|no|bd_15#inc_2016_2021|25-64|parent|1|140 (27.6)|27.5590551181102||140
closest_relative_type: title|closest_relative_type|no|bd_15#inc_2016_2021|25-64|parent|1||||
closest_relative_type: father|closest_relative_type|no|bd_15#inc_2016_2021|25-64|parent|1|132 (26.0)|25.9842519685039||132
closest_relative_type: mother|closest_relative_type|no|bd_15#inc_2016_2021|25-64|parent|1|376 (74.0)|74.015748031496||376
__n|__n|no|bd_15#prev_2021|25-64|parent|0|1,666 (100.0)|100||1666
male|male|no|bd_15#prev_2021|25-64|parent|0|375 (22.5)|22.5090036014405||375
cci_g: title|cci_g|no|bd_15#prev_2021|25-64|parent|0||||
cci_g: +3|cci_g|no|bd_15#prev_2021|25-64|parent|0|158 (9.5)|9.48379351740696||158
cci_g: 0|cci_g|no|bd_15#prev_2021|25-64|parent|0|1,010 (60.6)|60.6242496998799||1010
cci_g: 1-2|cci_g|no|bd_15#prev_2021|25-64|parent|0|498 (29.9)|29.891956782713||498
age_index|age_index|no|bd_15#prev_2021|25-64|parent|0|72.6 (65.1;78.6)|65.0575342465753|78.6027397260274|72.607923497
education_level: title|education_level|no|bd_15#prev_2021|25-64|parent|0||||
education_level: long_education|education_level|no|bd_15#prev_2021|25-64|parent|0|327 (19.6)|19.6278511404561||327
education_level: medium_education|education_level|no|bd_15#prev_2021|25-64|parent|0|747 (44.8)|44.8379351740696||747
education_level: no_education|education_level|no|bd_15#prev_2021|25-64|parent|0|74 (4.4)|4.44177671068427||74
education_level: short_education|education_level|no|bd_15#prev_2021|25-64|parent|0|518 (31.1)|31.0924369747899||518
closest_relative_type: title|closest_relative_type|no|bd_15#prev_2021|25-64|parent|0||||
closest_relative_type: father|closest_relative_type|no|bd_15#prev_2021|25-64|parent|0|375 (22.5)|22.5090036014405||375
closest_relative_type: mother|closest_relative_type|no|bd_15#prev_2021|25-64|parent|0|1,291 (77.5)|77.4909963985594||1291
__n|__n|no|bd_15#prev_2021|25-64|parent|1|1,666 (100.0)|100||1666
male|male|no|bd_15#prev_2021|25-64|parent|1|375 (22.5)|22.5090036014405||375
cci_g: title|cci_g|no|bd_15#prev_2021|25-64|parent|1||||
cci_g: +3|cci_g|no|bd_15#prev_2021|25-64|parent|1|153 (9.2)|9.18367346938775||153
cci_g: 0|cci_g|no|bd_15#prev_2021|25-64|parent|1|1,034 (62.1)|62.0648259303721||1034
cci_g: 1-2|cci_g|no|bd_15#prev_2021|25-64|parent|1|479 (28.8)|28.7515006002401||479
age_index|age_index|no|bd_15#prev_2021|25-64|parent|1|72.5 (64.2;78.8)|64.1584699453552|78.7972602739726|72.474043716
education_level: title|education_level|no|bd_15#prev_2021|25-64|parent|1||||
education_level: long_education|education_level|no|bd_15#prev_2021|25-64|parent|1|307 (18.4)|18.4273709483793||307
education_level: medium_education|education_level|no|bd_15#prev_2021|25-64|parent|1|766 (46.0)|45.9783913565426||766
education_level: no_education|education_level|no|bd_15#prev_2021|25-64|parent|1|78 (4.7)|4.68187274909964||78
education_level: short_education|education_level|no|bd_15#prev_2021|25-64|parent|1|515 (30.9)|30.9123649459783||515
closest_relative_type: title|closest_relative_type|no|bd_15#prev_2021|25-64|parent|1||||
closest_relative_type: father|closest_relative_type|no|bd_15#prev_2021|25-64|parent|1|375 (22.5)|22.5090036014405||375
closest_relative_type: mother|closest_relative_type|no|bd_15#prev_2021|25-64|parent|1|1,291 (77.5)|77.4909963985594||1291
__n|__n|no|bd_16#inc_2016_2021|25-64|parent|0|203 (100.0)|100||203
male|male|no|bd_16#inc_2016_2021|25-64|parent|0|45 (22.2)|22.167487684729||45
cci_g: title|cci_g|no|bd_16#inc_2016_2021|25-64|parent|0||||
cci_g: +3|cci_g|no|bd_16#inc_2016_2021|25-64|parent|0|14 (6.9)|6.89655172413793||14
cci_g: 0|cci_g|no|bd_16#inc_2016_2021|25-64|parent|0|141 (69.5)|69.4581280788177||141
cci_g: 1-2|cci_g|no|bd_16#inc_2016_2021|25-64|parent|0|48 (23.6)|23.6453201970443||48
age_index|age_index|no|bd_16#inc_2016_2021|25-64|parent|0|66.6 (59.2;75.2)|59.182476233251|75.2448012575791|66.619178082
education_level: title|education_level|no|bd_16#inc_2016_2021|25-64|parent|0||||
education_level: long_education|education_level|no|bd_16#inc_2016_2021|25-64|parent|0|49 (24.1)|24.1379310344827||49
education_level: medium_education|education_level|no|bd_16#inc_2016_2021|25-64|parent|0|86 (42.4)|42.3645320197044||86
education_level: no_education|education_level|no|bd_16#inc_2016_2021|25-64|parent|0|12 (5.9)|5.91133004926108||12
education_level: short_education|education_level|no|bd_16#inc_2016_2021|25-64|parent|0|56 (27.6)|27.5862068965517||56
closest_relative_type: title|closest_relative_type|no|bd_16#inc_2016_2021|25-64|parent|0||||
closest_relative_type: father|closest_relative_type|no|bd_16#inc_2016_2021|25-64|parent|0|45 (22.2)|22.167487684729||45
closest_relative_type: mother|closest_relative_type|no|bd_16#inc_2016_2021|25-64|parent|0|158 (77.8)|77.8325123152709||158
__n|__n|no|bd_16#inc_2016_2021|25-64|parent|1|203 (100.0)|100||203
male|male|no|bd_16#inc_2016_2021|25-64|parent|1|45 (22.2)|22.167487684729||45
cci_g: title|cci_g|no|bd_16#inc_2016_2021|25-64|parent|1||||
cci_g: +3|cci_g|no|bd_16#inc_2016_2021|25-64|parent|1|14 (6.9)|6.89655172413793||14
cci_g: 0|cci_g|no|bd_16#inc_2016_2021|25-64|parent|1|144 (70.9)|70.935960591133||144
cci_g: 1-2|cci_g|no|bd_16#inc_2016_2021|25-64|parent|1|45 (22.2)|22.167487684729||45
age_index|age_index|no|bd_16#inc_2016_2021|25-64|parent|1|65.6 (58.2;75.1)|58.2191780821917|75.0931506849315|65.643835616
education_level: title|education_level|no|bd_16#inc_2016_2021|25-64|parent|1||||
education_level: long_education|education_level|no|bd_16#inc_2016_2021|25-64|parent|1|42 (20.7)|20.6896551724137||42
education_level: medium_education|education_level|no|bd_16#inc_2016_2021|25-64|parent|1|86 (42.4)|42.3645320197044||86
education_level: no_education|education_level|no|bd_16#inc_2016_2021|25-64|parent|1|5 (2.5)|2.46305418719211||5
education_level: short_education|education_level|no|bd_16#inc_2016_2021|25-64|parent|1|70 (34.5)|34.4827586206896||70
closest_relative_type: title|closest_relative_type|no|bd_16#inc_2016_2021|25-64|parent|1||||
closest_relative_type: father|closest_relative_type|no|bd_16#inc_2016_2021|25-64|parent|1|45 (22.2)|22.167487684729||45
closest_relative_type: mother|closest_relative_type|no|bd_16#inc_2016_2021|25-64|parent|1|158 (77.8)|77.8325123152709||158
__n|__n|no|bd_16#prev_2021|25-64|parent|0|777 (100.0)|100||777
male|male|no|bd_16#prev_2021|25-64|parent|0|218 (28.1)|28.056628056628||218
cci_g: title|cci_g|no|bd_16#prev_2021|25-64|parent|0||||
cci_g: +3|cci_g|no|bd_16#prev_2021|25-64|parent|0|55 (7.1)|7.07850707850708||55
cci_g: 0|cci_g|no|bd_16#prev_2021|25-64|parent|0|521 (67.1)|67.052767052767||521
cci_g: 1-2|cci_g|no|bd_16#prev_2021|25-64|parent|0|201 (25.9)|25.8687258687258||201
age_index|age_index|no|bd_16#prev_2021|25-64|parent|0|67.7 (60.3;75.0)|60.2568306010929|75.0356164383561|67.734246575
