additional_relative_req|var_pop|agegroup|closest_relative_group|n_agegroup|closest_relative_group_n|has_control_closest_rel_prop
no|bd_17#prev_2021|65+|partner|1802|972|0.99
no|bd_17#prev_2021|65+|pooled|1802|1591|0.99
no|bd_18#inc_2016_2021|0-24|father|113||
no|bd_18#inc_2016_2021|0-24|mother|113||
no|bd_18#inc_2016_2021|0-24|no_relative|113||
no|bd_18#inc_2016_2021|25-64|child|3071|363|1
no|bd_18#inc_2016_2021|25-64|no_relative|3071|80|
no|bd_18#inc_2016_2021|25-64|parent|3071|300|0.99
no|bd_18#inc_2016_2021|25-64|partner|3071|2044|0.99
no|bd_18#inc_2016_2021|25-64|pooled|3071|2991|0.99
no|bd_18#inc_2016_2021|25-64|sibling|3071|284|0.98
no|bd_18#inc_2016_2021|65+|child|10502|3027|1
no|bd_18#inc_2016_2021|65+|no_relative|10502|863|
no|bd_18#inc_2016_2021|65+|partner|10502|6612|0.99
no|bd_18#inc_2016_2021|65+|pooled|10502|9639|0.99
no|bd_18#prev_2021|0-24|father|201|174|1
no|bd_18#prev_2021|0-24|mother|201|180|1
no|bd_18#prev_2021|0-24|no_relative|201|8|
no|bd_18#prev_2021|25-64|child|5356|798|1
no|bd_18#prev_2021|25-64|no_relative|5356|96|
no|bd_18#prev_2021|25-64|parent|5356|580|0.99
no|bd_18#prev_2021|25-64|partner|5356|3314|0.99
no|bd_18#prev_2021|25-64|pooled|5356|5260|0.99
no|bd_18#prev_2021|25-64|sibling|5356|568|0.97
no|bd_18#prev_2021|65+|child|16472|6018|1
no|bd_18#prev_2021|65+|no_relative|16472|1504|
no|bd_18#prev_2021|65+|partner|16472|8950|0.99
no|bd_18#prev_2021|65+|pooled|16472|14968|0.99
no|bd_19#inc_2016_2021|0-24|father|8094|6631|1
no|bd_19#inc_2016_2021|0-24|mother|8094|7010|1
no|bd_19#inc_2016_2021|0-24|no_relative|8094|399|
no|bd_19#inc_2016_2021|25-64|child|9712|1438|0.99
no|bd_19#inc_2016_2021|25-64|no_relative|9712|246|
no|bd_19#inc_2016_2021|25-64|parent|9712|2956|0.99
no|bd_19#inc_2016_2021|25-64|partner|9712|3369|0.99
no|bd_19#inc_2016_2021|25-64|pooled|9712|9466|0.98
no|bd_19#inc_2016_2021|25-64|sibling|9712|1703|0.92
no|bd_19#inc_2016_2021|65+|child|282|137|1
no|bd_19#inc_2016_2021|65+|no_relative|282|59|
no|bd_19#inc_2016_2021|65+|partner|282|86|0.98
no|bd_19#inc_2016_2021|65+|pooled|282|223|0.99
no|bd_19#prev_2021|0-24|father|6574|5350|1
no|bd_19#prev_2021|0-24|mother|6574|5583|1
no|bd_19#prev_2021|0-24|no_relative|6574|338|
no|bd_19#prev_2021|25-64|child|58363|9511|0.99
no|bd_19#prev_2021|25-64|no_relative|58363|1196|
no|bd_19#prev_2021|25-64|parent|58363|16181|0.99
no|bd_19#prev_2021|25-64|partner|58363|20971|0.99
no|bd_19#prev_2021|25-64|pooled|58363|57167|0.98
no|bd_19#prev_2021|25-64|sibling|58363|10504|0.93
no|bd_19#prev_2021|65+|child|4456|2066|1
no|bd_19#prev_2021|65+|no_relative|4456|1081|
no|bd_19#prev_2021|65+|partner|4456|1309|0.99
no|bd_19#prev_2021|65+|pooled|4456|3375|0.99
no|bd_20#inc_2016_2021|0-24|father|514|408|1
no|bd_20#inc_2016_2021|0-24|mother|514|422|1
no|bd_20#inc_2016_2021|0-24|no_relative|514|42|
no|bd_20#inc_2016_2021|25-64|child|9549|1455|1
no|bd_20#inc_2016_2021|25-64|no_relative|9549|278|
no|bd_20#inc_2016_2021|25-64|parent|9549|1031|0.99
no|bd_20#inc_2016_2021|25-64|partner|9549|5674|0.99
no|bd_20#inc_2016_2021|25-64|pooled|9549|9271|0.99
no|bd_20#inc_2016_2021|25-64|sibling|9549|1111|0.98
no|bd_20#inc_2016_2021|65+|child|13721|4506|1
no|bd_20#inc_2016_2021|65+|no_relative|13721|1303|
no|bd_20#inc_2016_2021|65+|partner|13721|7912|0.99
no|bd_20#inc_2016_2021|65+|pooled|13721|12418|0.99
no|bd_20#prev_2021|0-24|father|746|609|1
no|bd_20#prev_2021|0-24|mother|746|612|1
no|bd_20#prev_2021|0-24|no_relative|746|38|
no|bd_20#prev_2021|25-64|child|16232|2557|0.99
no|bd_20#prev_2021|25-64|no_relative|16232|397|
no|bd_20#prev_2021|25-64|parent|16232|1879|0.99
no|bd_20#prev_2021|25-64|partner|16232|9346|0.99
no|bd_20#prev_2021|25-64|pooled|16232|15835|0.99
no|bd_20#prev_2021|25-64|sibling|16232|2053|0.97
no|bd_20#prev_2021|65+|child|26094|9504|1
no|bd_20#prev_2021|65+|no_relative|26094|2743|
no|bd_20#prev_2021|65+|partner|26094|13847|0.99
no|bd_20#prev_2021|65+|pooled|26094|23351|0.99
no|bd_21#inc_2016_2021|0-24|father|9758|7945|1
no|bd_21#inc_2016_2021|0-24|mother|9758|8627|1
no|bd_21#inc_2016_2021|0-24|no_relative|9758|579|
no|bd_21#inc_2016_2021|25-64|child|9792|1333|0.99
no|bd_21#inc_2016_2021|25-64|no_relative|9792|787|
no|bd_21#inc_2016_2021|25-64|parent|9792|3053|0.99
no|bd_21#inc_2016_2021|25-64|partner|9792|2467|0.99
no|bd_21#inc_2016_2021|25-64|pooled|9792|9005|0.98
no|bd_21#inc_2016_2021|25-64|sibling|9792|2152|0.93
no|bd_21#inc_2016_2021|65+|child|2162|1008|1
no|bd_21#inc_2016_2021|65+|no_relative|2162|641|
no|bd_21#inc_2016_2021|65+|partner|2162|513|0.99
no|bd_21#inc_2016_2021|65+|pooled|2162|1521|0.99
no|bd_21#prev_2021|0-24|father|8528|6963|1
no|bd_21#prev_2021|0-24|mother|8528|7571|1
no|bd_21#prev_2021|0-24|no_relative|8528|410|
no|bd_21#prev_2021|25-64|child|47279|5774|0.99
no|bd_21#prev_2021|25-64|no_relative|47279|2865|
no|bd_21#prev_2021|25-64|parent|47279|15801|0.99
no|bd_21#prev_2021|25-64|partner|47279|11174|0.99
no|bd_21#prev_2021|25-64|pooled|47279|44414|0.98
no|bd_21#prev_2021|25-64|sibling|47279|11665|0.94
no|bd_21#prev_2021|65+|child|9090|3657|1
no|bd_21#prev_2021|65+|no_relative|9090|3647|
no|bd_21#prev_2021|65+|partner|9090|1786|0.99
no|bd_21#prev_2021|65+|pooled|9090|5443|0.99
no|bd_22#inc_2016_2021|0-24|father|54475|37378|1
no|bd_22#inc_2016_2021|0-24|mother|54475|37852|1
no|bd_22#inc_2016_2021|0-24|no_relative|54475|7097|
no|bd_22#inc_2016_2021|25-64|child|160148|31290|0.99
no|bd_22#inc_2016_2021|25-64|no_relative|160148|7256|
no|bd_22#inc_2016_2021|25-64|parent|160148|23344|0.99
no|bd_22#inc_2016_2021|25-64|partner|160148|78000|0.99
no|bd_22#inc_2016_2021|25-64|pooled|160148|152892|0.99
no|bd_22#inc_2016_2021|25-64|sibling|160148|20258|0.99
no|bd_22#inc_2016_2021|65+|child|87813|40618|0.99
no|bd_22#inc_2016_2021|65+|no_relative|87813|13510|
no|bd_22#inc_2016_2021|65+|partner|87813|33685|0.99
no|bd_22#inc_2016_2021|65+|pooled|87813|74303|0.99
no|bd_22#prev_2021|0-24|father|55115|36998|1
no|bd_22#prev_2021|0-24|mother|55115|36566|1
no|bd_22#prev_2021|0-24|no_relative|55115|7644|
no|bd_22#prev_2021|25-64|child|402783|94378|0.99
no|bd_22#prev_2021|25-64|no_relative|402783|16541|
no|bd_22#prev_2021|25-64|parent|402783|58145|0.99
no|bd_22#prev_2021|25-64|partner|402783|177542|0.99
no|bd_22#prev_2021|25-64|pooled|402783|386242|0.99
no|bd_22#prev_2021|25-64|sibling|402783|56177|0.99
no|bd_22#prev_2021|65+|child|285693|136428|0.99
no|bd_22#prev_2021|65+|no_relative|285693|49076|
no|bd_22#prev_2021|65+|partner|285693|100189|0.99
no|bd_22#prev_2021|65+|pooled|285693|236617|0.99
no|bd_23#inc_2016_2021|0-24|father|34694|26418|1
no|bd_23#inc_2016_2021|0-24|mother|34694|27174|1
no|bd_23#inc_2016_2021|0-24|no_relative|34694|3198|
no|bd_23#inc_2016_2021|25-64|child|48869|8980|0.99
no|bd_23#inc_2016_2021|25-64|no_relative|48869|2498|
no|bd_23#inc_2016_2021|25-64|parent|48869|8515|0.99
no|bd_23#inc_2016_2021|25-64|partner|48869|23392|0.99
no|bd_23#inc_2016_2021|25-64|pooled|48869|46371|0.99
no|bd_23#inc_2016_2021|25-64|sibling|48869|5484|0.96
no|bd_23#inc_2016_2021|65+|child|6100|2599|1
no|bd_23#inc_2016_2021|65+|no_relative|6100|873|
no|bd_23#inc_2016_2021|65+|partner|6100|2628|0.99
no|bd_23#inc_2016_2021|65+|pooled|6100|5227|0.99
no|bd_23#prev_2021|0-24|father|41901|31811|1
no|bd_23#prev_2021|0-24|mother|41901|31871|1
no|bd_23#prev_2021|0-24|no_relative|41901|3768|
no|bd_23#prev_2021|25-64|child|168671|34926|0.99
no|bd_23#prev_2021|25-64|no_relative|168671|5765|
no|bd_23#prev_2021|25-64|parent|168671|33619|0.99
no|bd_23#prev_2021|25-64|partner|168671|70863|0.99
no|bd_23#prev_2021|25-64|pooled|168671|162906|0.99
no|bd_23#prev_2021|25-64|sibling|168671|23498|0.96
no|bd_23#prev_2021|65+|child|25445|11591|1
no|bd_23#prev_2021|65+|no_relative|25445|4162|
no|bd_23#prev_2021|65+|partner|25445|9692|0.99
no|bd_23#prev_2021|65+|pooled|25445|21283|0.99
no|bd_24#inc_2016_2021|0-24|father|696|467|1
no|bd_24#inc_2016_2021|0-24|mother|696|500|1
no|bd_24#inc_2016_2021|0-24|no_relative|696|169|
no|bd_24#inc_2016_2021|25-64|child|23203|4452|1
no|bd_24#inc_2016_2021|25-64|no_relative|23203|854|
no|bd_24#inc_2016_2021|25-64|parent|23203|2055|0.99
no|bd_24#inc_2016_2021|25-64|partner|23203|12868|0.99
no|bd_24#inc_2016_2021|25-64|pooled|23203|22349|0.99
no|bd_24#inc_2016_2021|25-64|sibling|23203|2974|0.98
no|bd_24#inc_2016_2021|65+|child|58980|26794|1
no|bd_24#inc_2016_2021|65+|no_relative|58980|7793|
no|bd_24#inc_2016_2021|65+|partner|58980|24393|0.99
no|bd_24#inc_2016_2021|65+|pooled|58980|51187|0.99
no|bd_24#prev_2021|0-24|father|1084|937|1
no|bd_24#prev_2021|0-24|mother|1084|966|1
no|bd_24#prev_2021|0-24|no_relative|1084|48|
no|bd_24#prev_2021|25-64|child|36931|6907|0.99
no|bd_24#prev_2021|25-64|no_relative|36931|975|
no|bd_24#prev_2021|25-64|parent|36931|3610|0.99
no|bd_24#prev_2021|25-64|partner|36931|20708|0.99
no|bd_24#prev_2021|25-64|pooled|36931|35956|0.99
no|bd_24#prev_2021|25-64|sibling|36931|4731|0.98
no|bd_24#prev_2021|65+|child|89392|37920|1
no|bd_24#prev_2021|65+|no_relative|89392|10170|
no|bd_24#prev_2021|65+|partner|89392|41302|0.99
no|bd_24#prev_2021|65+|pooled|89392|79222|0.99
no|bd_25#inc_2016_2021|0-24|father|28031|21823|1
no|bd_25#inc_2016_2021|0-24|mother|28031|23152|1
no|bd_25#inc_2016_2021|0-24|no_relative|28031|2612|
no|bd_25#inc_2016_2021|25-64|child|24110|3476|0.99
no|bd_25#inc_2016_2021|25-64|no_relative|24110|1110|
no|bd_25#inc_2016_2021|25-64|parent|24110|4214|0.99
no|bd_25#inc_2016_2021|25-64|partner|24110|12072|0.99
no|bd_25#inc_2016_2021|25-64|pooled|24110|23000|0.99
no|bd_25#inc_2016_2021|25-64|sibling|24110|3238|0.96
no|bd_25#inc_2016_2021|65+|child|22986|10609|1
no|bd_25#inc_2016_2021|65+|no_relative|22986|3530|
no|bd_25#inc_2016_2021|65+|partner|22986|8847|0.99
no|bd_25#inc_2016_2021|65+|pooled|22986|19456|0.99
no|bd_25#prev_2021|0-24|father|63208|52188|1
no|bd_25#prev_2021|0-24|mother|63208|54908|1
no|bd_25#prev_2021|0-24|no_relative|63208|2926|
no|bd_25#prev_2021|25-64|child|115506|14792|0.99
no|bd_25#prev_2021|25-64|no_relative|115506|2119|
no|bd_25#prev_2021|25-64|parent|115506|23386|0.99
no|bd_25#prev_2021|25-64|partner|115506|59505|0.99
no|bd_25#prev_2021|25-64|pooled|115506|113387|0.99
no|bd_25#prev_2021|25-64|sibling|115506|15704|0.96
no|bd_25#prev_2021|65+|child|40446|16616|0.99
no|bd_25#prev_2021|65+|no_relative|40446|5749|
no|bd_25#prev_2021|65+|partner|40446|18081|0.99
no|bd_25#prev_2021|65+|pooled|40446|34697|0.99
yes|bd_00#inc_2016_2021|0-24|father|163160|83170|0.95
yes|bd_00#inc_2016_2021|0-24|mother|163160|67073|0.95
yes|bd_00#inc_2016_2021|0-24|no_relative|163160|53586|
yes|bd_00#inc_2016_2021|25-64|child|233847|55787|0.96
yes|bd_00#inc_2016_2021|25-64|no_relative|233847|24582|
yes|bd_00#inc_2016_2021|25-64|parent|233847|32686|0.86
yes|bd_00#inc_2016_2021|25-64|partner|233847|90209|0.94
yes|bd_00#inc_2016_2021|25-64|pooled|233847|209265|0.89
yes|bd_00#inc_2016_2021|25-64|sibling|233847|30583|0.67
yes|bd_00#inc_2016_2021|65+|child|146681|66397|0.95
yes|bd_00#inc_2016_2021|65+|no_relative|146681|38588|
yes|bd_00#inc_2016_2021|65+|partner|146681|41696|0.94
yes|bd_00#inc_2016_2021|65+|pooled|146681|108093|0.94
yes|bd_00#prev_2021|0-24|father|262984|131137|0.95
yes|bd_00#prev_2021|0-24|mother|262984|100582|0.95
yes|bd_00#prev_2021|0-24|no_relative|262984|89814|
yes|bd_00#prev_2021|25-64|child|1103632|290917|0.95
yes|bd_00#prev_2021|25-64|no_relative|1103632|107800|
yes|bd_00#prev_2021|25-64|parent|1103632|167219|0.84
yes|bd_00#prev_2021|25-64|partner|1103632|365434|0.95
yes|bd_00#prev_2021|25-64|pooled|1103632|995832|0.88
yes|bd_00#prev_2021|25-64|sibling|1103632|172262|0.65
yes|bd_00#prev_2021|65+|child|566845|246350|0.94
yes|bd_00#prev_2021|65+|no_relative|566845|171819|
yes|bd_00#prev_2021|65+|partner|566845|148676|0.94
yes|bd_00#prev_2021|65+|pooled|566845|395026|0.94
yes|bd_01#inc_2016_2021|0-24|father|3309|2264|0.95
yes|bd_01#inc_2016_2021|0-24|mother|3309|2767|0.96
yes|bd_01#inc_2016_2021|0-24|no_relative|3309|308|
yes|bd_01#inc_2016_2021|25-64|child|30453|5455|0.92
yes|bd_01#inc_2016_2021|25-64|no_relative|30453|1518|
yes|bd_01#inc_2016_2021|25-64|parent|30453|5178|0.89
yes|bd_01#inc_2016_2021|25-64|partner|30453|13934|0.95
yes|bd_01#inc_2016_2021|25-64|pooled|30453|28935|0.86
yes|bd_01#inc_2016_2021|25-64|sibling|30453|4368|0.48
yes|bd_01#inc_2016_2021|65+|child|12154|5050|0.92
yes|bd_01#inc_2016_2021|65+|no_relative|12154|1929|
yes|bd_01#inc_2016_2021|65+|partner|12154|5175|0.95
yes|bd_01#inc_2016_2021|65+|pooled|12154|10225|0.93
yes|bd_01#prev_2021|0-24|father|2319|1527|0.95
yes|bd_01#prev_2021|0-24|mother|2319|1807|0.96
yes|bd_01#prev_2021|0-24|no_relative|2319|297|
yes|bd_01#prev_2021|25-64|child|100970|21978|0.91
yes|bd_01#prev_2021|25-64|no_relative|100970|4044|
yes|bd_01#prev_2021|25-64|parent|100970|18870|0.87
yes|bd_01#prev_2021|25-64|partner|100970|36747|0.94
yes|bd_01#prev_2021|25-64|pooled|100970|96926|0.84
yes|bd_01#prev_2021|25-64|sibling|100970|19331|0.52
yes|bd_01#prev_2021|65+|child|48369|21213|0.91
yes|bd_01#prev_2021|65+|no_relative|48369|8628|
yes|bd_01#prev_2021|65+|partner|48369|18528|0.95
yes|bd_01#prev_2021|65+|pooled|48369|39741|0.93
yes|bd_02#inc_2016_2021|0-24|father|31219|24599|0.96
yes|bd_02#inc_2016_2021|0-24|mother|31219|23853|0.96
yes|bd_02#inc_2016_2021|0-24|no_relative|31219|2585|
yes|bd_02#inc_2016_2021|25-64|child|59259|9379|0.94
yes|bd_02#inc_2016_2021|25-64|no_relative|59259|2913|
yes|bd_02#inc_2016_2021|25-64|parent|59259|11190|0.91
yes|bd_02#inc_2016_2021|25-64|partner|59259|28223|0.95
yes|bd_02#inc_2016_2021|25-64|pooled|59259|56346|0.88
yes|bd_02#inc_2016_2021|25-64|sibling|59259|7554|0.47
yes|bd_02#inc_2016_2021|65+|child|22199|10514|0.95
yes|bd_02#inc_2016_2021|65+|no_relative|22199|3054|
yes|bd_02#inc_2016_2021|65+|partner|22199|8631|0.96
yes|bd_02#inc_2016_2021|65+|pooled|22199|19145|0.95
yes|bd_02#prev_2021|0-24|father|29299|23186|0.96
yes|bd_02#prev_2021|0-24|mother|29299|22222|0.96
yes|bd_02#prev_2021|0-24|no_relative|29299|2210|
yes|bd_02#prev_2021|25-64|child|209296|36427|0.93
yes|bd_02#prev_2021|25-64|no_relative|209296|6016|
yes|bd_02#prev_2021|25-64|parent|209296|41454|0.89
yes|bd_02#prev_2021|25-64|partner|209296|96630|0.95
yes|bd_02#prev_2021|25-64|pooled|209296|203280|0.87
yes|bd_02#prev_2021|25-64|sibling|209296|28769|0.48
yes|bd_02#prev_2021|65+|child|67137|28767|0.94
yes|bd_02#prev_2021|65+|no_relative|67137|10138|
yes|bd_02#prev_2021|65+|partner|67137|28232|0.96
yes|bd_02#prev_2021|65+|pooled|67137|56999|0.95
yes|bd_03#inc_2016_2021|0-24|father|2167|1713|0.95
yes|bd_03#inc_2016_2021|0-24|mother|2167|1823|0.95
yes|bd_03#inc_2016_2021|0-24|no_relative|2167|163|
yes|bd_03#inc_2016_2021|25-64|child|7144|1050|0.94
yes|bd_03#inc_2016_2021|25-64|no_relative|7144|304|
yes|bd_03#inc_2016_2021|25-64|parent|7144|1592|0.9
yes|bd_03#inc_2016_2021|25-64|partner|7144|3186|0.95
yes|bd_03#inc_2016_2021|25-64|pooled|7144|6840|0.86
yes|bd_03#inc_2016_2021|25-64|sibling|7144|1012|0.39
yes|bd_03#inc_2016_2021|65+|child|1281|470|0.92
yes|bd_03#inc_2016_2021|65+|no_relative|1281|201|
yes|bd_03#inc_2016_2021|65+|partner|1281|610|0.96
yes|bd_03#inc_2016_2021|65+|pooled|1281|1080|0.94
yes|bd_03#prev_2021|0-24|father|1434|1140|0.95
yes|bd_03#prev_2021|0-24|mother|1434|1188|0.95
yes|bd_03#prev_2021|0-24|no_relative|1434|78|
yes|bd_03#prev_2021|25-64|child|24123|4205|0.94
yes|bd_03#prev_2021|25-64|no_relative|24123|718|
yes|bd_03#prev_2021|25-64|parent|24123|5407|0.89
yes|bd_03#prev_2021|25-64|partner|24123|9904|0.95
yes|bd_03#prev_2021|25-64|pooled|24123|23405|0.85
yes|bd_03#prev_2021|25-64|sibling|24123|3889|0.47
yes|bd_03#prev_2021|65+|child|9241|3968|0.94
yes|bd_03#prev_2021|65+|no_relative|9241|1515|
yes|bd_03#prev_2021|65+|partner|9241|3758|0.95
yes|bd_03#prev_2021|65+|pooled|9241|7726|0.95
yes|bd_04#inc_2016_2021|0-24|father|591|471|0.96
yes|bd_04#inc_2016_2021|0-24|mother|591|501|0.96
yes|bd_04#inc_2016_2021|0-24|no_relative|591|64|
yes|bd_04#inc_2016_2021|25-64|child|5582|854|0.93
yes|bd_04#inc_2016_2021|25-64|no_relative|5582|161|
yes|bd_04#inc_2016_2021|25-64|parent|5582|526|0.87
yes|bd_04#inc_2016_2021|25-64|partner|5582|3552|0.95
yes|bd_04#inc_2016_2021|25-64|pooled|5582|5421|0.9
yes|bd_04#inc_2016_2021|25-64|sibling|5582|489|0.54
yes|bd_04#inc_2016_2021|65+|child|6532|2679|0.94
yes|bd_04#inc_2016_2021|65+|no_relative|6532|723|
yes|bd_04#inc_2016_2021|65+|partner|6532|3130|0.96
yes|bd_04#inc_2016_2021|65+|pooled|6532|5809|0.95
yes|bd_04#prev_2021|0-24|father|877|739|0.95
yes|bd_04#prev_2021|0-24|mother|877|780|0.96
yes|bd_04#prev_2021|0-24|no_relative|877|54|
yes|bd_04#prev_2021|25-64|child|8370|1182|0.94
yes|bd_04#prev_2021|25-64|no_relative|8370|165|
yes|bd_04#prev_2021|25-64|parent|8370|1029|0.89
yes|bd_04#prev_2021|25-64|partner|8370|5198|0.96
yes|bd_04#prev_2021|25-64|pooled|8370|8205|0.91
yes|bd_04#prev_2021|25-64|sibling|8370|796|0.5
yes|bd_04#prev_2021|65+|child|9492|3341|0.94
yes|bd_04#prev_2021|65+|no_relative|9492|836|
yes|bd_04#prev_2021|65+|partner|9492|5315|0.96
yes|bd_04#prev_2021|65+|pooled|9492|8656|0.95
yes|bd_05#inc_2016_2021|0-24|father|1214|873|0.96
yes|bd_05#inc_2016_2021|0-24|mother|1214|923|0.96
yes|bd_05#inc_2016_2021|0-24|no_relative|1214|224|
yes|bd_05#inc_2016_2021|25-64|child|572|58|0.91
yes|bd_05#inc_2016_2021|25-64|no_relative|572|35|
yes|bd_05#inc_2016_2021|25-64|parent|572|155|0.83
yes|bd_05#inc_2016_2021|25-64|partner|572|182|0.93
yes|bd_05#inc_2016_2021|25-64|pooled|572|537|0.78
yes|bd_05#inc_2016_2021|25-64|sibling|572|142|0.46
yes|bd_05#inc_2016_2021|65+|child|339|124|0.95
yes|bd_05#inc_2016_2021|65+|no_relative|339|95|
yes|bd_05#inc_2016_2021|65+|partner|339|120|0.96
yes|bd_05#inc_2016_2021|65+|pooled|339|244|0.95
yes|bd_05#prev_2021|0-24|father|4702|4061|0.95
yes|bd_05#prev_2021|0-24|mother|4702|4249|0.96
yes|bd_05#prev_2021|0-24|no_relative|4702|194|
yes|bd_05#prev_2021|25-64|child|3707|162|0.96
yes|bd_05#prev_2021|25-64|no_relative|3707|126|
yes|bd_05#prev_2021|25-64|parent|3707|1661|0.91
yes|bd_05#prev_2021|25-64|partner|3707|674|0.95
yes|bd_05#prev_2021|25-64|pooled|3707|3581|0.76
yes|bd_05#prev_2021|25-64|sibling|3707|1084|0.39
yes|bd_05#prev_2021|65+|child|718|192|0.91
yes|bd_05#prev_2021|65+|no_relative|718|314|
yes|bd_05#prev_2021|65+|partner|718|212|0.96
yes|bd_05#prev_2021|65+|pooled|718|404|0.94
yes|bd_06#inc_2016_2021|0-24|father|33||
yes|bd_06#inc_2016_2021|0-24|mother|33||
yes|bd_06#inc_2016_2021|0-24|no_relative|33||
yes|bd_06#inc_2016_2021|25-64|child|3055|564|0.89
yes|bd_06#inc_2016_2021|25-64|no_relative|3055|174|
yes|bd_06#inc_2016_2021|25-64|parent|3055|263|0.82
yes|bd_06#inc_2016_2021|25-64|partner|3055|1498|0.96
yes|bd_06#inc_2016_2021|25-64|pooled|3055|2881|0.87
yes|bd_06#inc_2016_2021|25-64|sibling|3055|556|0.62
yes|bd_06#inc_2016_2021|65+|child|49243|22503|0.96
yes|bd_06#inc_2016_2021|65+|no_relative|49243|6204|
yes|bd_06#inc_2016_2021|65+|partner|49243|20536|0.95
yes|bd_06#inc_2016_2021|65+|pooled|49243|43039|0.96
yes|bd_06#prev_2021|0-24|father|69||
yes|bd_06#prev_2021|0-24|mother|69||
yes|bd_06#prev_2021|0-24|no_relative|69||
yes|bd_06#prev_2021|25-64|child|3525|691|0.91
yes|bd_06#prev_2021|25-64|no_relative|3525|221|
yes|bd_06#prev_2021|25-64|parent|3525|405|0.86
yes|bd_06#prev_2021|25-64|partner|3525|1423|0.96
yes|bd_06#prev_2021|25-64|pooled|3525|3304|0.86
yes|bd_06#prev_2021|25-64|sibling|3525|785|0.62
yes|bd_06#prev_2021|65+|child|39540|20719|0.96
yes|bd_06#prev_2021|65+|no_relative|39540|5248|
yes|bd_06#prev_2021|65+|partner|39540|13573|0.95
yes|bd_06#prev_2021|65+|pooled|39540|34292|0.96
yes|bd_07#inc_2016_2021|0-24|father|35182|23140|0.96
yes|bd_07#inc_2016_2021|0-24|mother|35182|20475|0.96
yes|bd_07#inc_2016_2021|0-24|no_relative|35182|6558|
yes|bd_07#inc_2016_2021|25-64|child|94037|19024|0.95
yes|bd_07#inc_2016_2021|25-64|no_relative|94037|6353|
yes|bd_07#inc_2016_2021|25-64|parent|94037|15310|0.89
yes|bd_07#inc_2016_2021|25-64|partner|94037|41183|0.95
yes|bd_07#inc_2016_2021|25-64|pooled|94037|87684|0.89
yes|bd_07#inc_2016_2021|25-64|sibling|94037|12167|0.58
yes|bd_07#inc_2016_2021|65+|child|62987|30596|0.95
yes|bd_07#inc_2016_2021|65+|no_relative|62987|10804|
yes|bd_07#inc_2016_2021|65+|partner|62987|21587|0.95
yes|bd_07#inc_2016_2021|65+|pooled|62987|52183|0.95
yes|bd_07#prev_2021|0-24|father|29108|18831|0.96
yes|bd_07#prev_2021|0-24|mother|29108|16253|0.96
yes|bd_07#prev_2021|0-24|no_relative|29108|5519|
yes|bd_07#prev_2021|25-64|child|491154|119717|0.94
yes|bd_07#prev_2021|25-64|no_relative|491154|21252|
yes|bd_07#prev_2021|25-64|parent|491154|82003|0.87
yes|bd_07#prev_2021|25-64|partner|491154|199086|0.95
yes|bd_07#prev_2021|25-64|pooled|491154|469902|0.88
yes|bd_07#prev_2021|25-64|sibling|491154|69096|0.56
yes|bd_07#prev_2021|65+|child|223742|102856|0.94
yes|bd_07#prev_2021|65+|no_relative|223742|42777|
yes|bd_07#prev_2021|65+|partner|223742|78109|0.95
yes|bd_07#prev_2021|65+|pooled|223742|180965|0.95
yes|bd_08#inc_2016_2021|0-24|father|60667|49390|0.96
yes|bd_08#inc_2016_2021|0-24|mother|60667|51687|0.96
yes|bd_08#inc_2016_2021|0-24|no_relative|60667|3599|
yes|bd_08#inc_2016_2021|25-64|child|24563|2819|0.95
yes|bd_08#inc_2016_2021|25-64|no_relative|24563|847|
yes|bd_08#inc_2016_2021|25-64|parent|24563|7432|0.93
yes|bd_08#inc_2016_2021|25-64|partner|24563|9691|0.95
yes|bd_08#inc_2016_2021|25-64|pooled|24563|23716|0.85
yes|bd_08#inc_2016_2021|25-64|sibling|24563|3774|0.36
yes|bd_08#inc_2016_2021|65+|child|924|385|0.92
yes|bd_08#inc_2016_2021|65+|no_relative|924|174|
yes|bd_08#inc_2016_2021|65+|partner|924|365|0.95
yes|bd_08#inc_2016_2021|65+|pooled|924|750|0.94
yes|bd_08#prev_2021|0-24|father|103684|83499|0.96
yes|bd_08#prev_2021|0-24|mother|103684|87349|0.96
yes|bd_08#prev_2021|0-24|no_relative|103684|5636|
yes|bd_08#prev_2021|25-64|child|82932|8286|0.94
yes|bd_08#prev_2021|25-64|no_relative|82932|1528|
yes|bd_08#prev_2021|25-64|parent|82932|30175|0.93
yes|bd_08#prev_2021|25-64|partner|82932|27512|0.95
yes|bd_08#prev_2021|25-64|pooled|82932|81404|0.83
yes|bd_08#prev_2021|25-64|sibling|82932|15431|0.35
yes|bd_08#prev_2021|65+|child|2222|760|0.9
yes|bd_08#prev_2021|65+|no_relative|2222|624|
yes|bd_08#prev_2021|65+|partner|2222|838|0.94
yes|bd_08#prev_2021|65+|pooled|2222|1598|0.92
yes|bd_09#inc_2016_2021|0-24|father|8283|6372|0.95
yes|bd_09#inc_2016_2021|0-24|mother|8283|7294|0.95
yes|bd_09#inc_2016_2021|0-24|no_relative|8283|530|
yes|bd_09#inc_2016_2021|25-64|child|9611|1323|0.92
yes|bd_09#inc_2016_2021|25-64|no_relative|9611|569|
yes|bd_09#inc_2016_2021|25-64|parent|9611|3264|0.92
yes|bd_09#inc_2016_2021|25-64|partner|9611|2233|0.93
