__label|__var|same_education_req|var_pop|agegroup|closest_relative_type|case_relative|__stat_char|__stat_num2|__stat_num3|__stat_num1
__n|__n|no|bd_03#inc_2016_2021|0-24|mother|0|1,823 (100.0)|100||1823
male|male|no|bd_03#inc_2016_2021|0-24|mother|0|0 (0.0)|0||0
cci_g: title|cci_g|no|bd_03#inc_2016_2021|0-24|mother|0||||
cci_g: +3|cci_g|no|bd_03#inc_2016_2021|0-24|mother|0|21 (1.2)|1.15194733955019||21
cci_g: 0|cci_g|no|bd_03#inc_2016_2021|0-24|mother|0|1,547 (84.9)|84.8601206801974||1547
cci_g: 1-2|cci_g|no|bd_03#inc_2016_2021|0-24|mother|0|255 (14.0)|13.9879319802523||255
age_index|age_index|no|bd_03#inc_2016_2021|0-24|mother|0|50.7 (47.0;54.3)|47.0077700426678|54.2767871846695|50.660273973
education_level: title|education_level|no|bd_03#inc_2016_2021|0-24|mother|0||||
education_level: long_education|education_level|no|bd_03#inc_2016_2021|0-24|mother|0|630 (34.6)|34.5584201865057||630
education_level: medium_education|education_level|no|bd_03#inc_2016_2021|0-24|mother|0|851 (46.7)|46.6812945693911||851
education_level: no_education|education_level|no|bd_03#inc_2016_2021|0-24|mother|0|36 (2.0)|1.97476686780032||36
education_level: short_education|education_level|no|bd_03#inc_2016_2021|0-24|mother|0|306 (16.8)|16.7855183763028||306
__n|__n|no|bd_03#inc_2016_2021|0-24|mother|1|1,823 (100.0)|100||1823
male|male|no|bd_03#inc_2016_2021|0-24|mother|1|0 (0.0)|0||0
cci_g: title|cci_g|no|bd_03#inc_2016_2021|0-24|mother|1||||
cci_g: +3|cci_g|no|bd_03#inc_2016_2021|0-24|mother|1|27 (1.5)|1.48107515085024||27
cci_g: 0|cci_g|no|bd_03#inc_2016_2021|0-24|mother|1|1,542 (84.6)|84.5858475041141||1542
cci_g: 1-2|cci_g|no|bd_03#inc_2016_2021|0-24|mother|1|254 (13.9)|13.9330773450356||254
age_index|age_index|no|bd_03#inc_2016_2021|0-24|mother|1|50.7 (47.0;54.5)|47.0303615540085|54.5260273972602|50.723287671
education_level: title|education_level|no|bd_03#inc_2016_2021|0-24|mother|1||||
education_level: long_education|education_level|no|bd_03#inc_2016_2021|0-24|mother|1|702 (38.5)|38.5079539221064||702
education_level: medium_education|education_level|no|bd_03#inc_2016_2021|0-24|mother|1|791 (43.4)|43.3900164563905||791
education_level: no_education|education_level|no|bd_03#inc_2016_2021|0-24|mother|1|38 (2.1)|2.08447613823368||38
education_level: short_education|education_level|no|bd_03#inc_2016_2021|0-24|mother|1|292 (16.0)|16.0175534832693||292
__n|__n|no|bd_03#prev_2021|0-24|mother|0|1,188 (100.0)|100||1188
male|male|no|bd_03#prev_2021|0-24|mother|0|0 (0.0)|0||0
cci_g: title|cci_g|no|bd_03#prev_2021|0-24|mother|0||||
cci_g: +3|cci_g|no|bd_03#prev_2021|0-24|mother|0|14 (1.2)|1.17845117845117||14
cci_g: 0|cci_g|no|bd_03#prev_2021|0-24|mother|0|1,030 (86.7)|86.7003367003367||1030
cci_g: 1-2|cci_g|no|bd_03#prev_2021|0-24|mother|0|144 (12.1)|12.1212121212121||144
age_index|age_index|no|bd_03#prev_2021|0-24|mother|0|52.0 (48.4;55.7)|48.4002732240437|55.6780821917808|51.976712329
education_level: title|education_level|no|bd_03#prev_2021|0-24|mother|0||||
education_level: long_education|education_level|no|bd_03#prev_2021|0-24|mother|0|431 (36.3)|36.2794612794612||431
education_level: medium_education|education_level|no|bd_03#prev_2021|0-24|mother|0|539 (45.4)|45.3703703703703||539
education_level: no_education|education_level|no|bd_03#prev_2021|0-24|mother|0|25 (2.1)|2.1043771043771||25
education_level: short_education|education_level|no|bd_03#prev_2021|0-24|mother|0|193 (16.2)|16.2457912457912||193
__n|__n|no|bd_03#prev_2021|0-24|mother|1|1,188 (100.0)|100||1188
male|male|no|bd_03#prev_2021|0-24|mother|1|0 (0.0)|0||0
cci_g: title|cci_g|no|bd_03#prev_2021|0-24|mother|1||||
cci_g: +3|cci_g|no|bd_03#prev_2021|0-24|mother|1|23 (1.9)|1.93602693602693||23
cci_g: 0|cci_g|no|bd_03#prev_2021|0-24|mother|1|989 (83.2)|83.2491582491582||989
cci_g: 1-2|cci_g|no|bd_03#prev_2021|0-24|mother|1|176 (14.8)|14.8148148148148||176
age_index|age_index|no|bd_03#prev_2021|0-24|mother|1|51.9 (47.9;55.5)|47.9150684931506|55.4958904109589|51.9
education_level: title|education_level|no|bd_03#prev_2021|0-24|mother|1||||
education_level: long_education|education_level|no|bd_03#prev_2021|0-24|mother|1|458 (38.6)|38.5521885521885||458
education_level: medium_education|education_level|no|bd_03#prev_2021|0-24|mother|1|517 (43.5)|43.5185185185185||517
education_level: no_education|education_level|no|bd_03#prev_2021|0-24|mother|1|22 (1.9)|1.85185185185185||22
education_level: short_education|education_level|no|bd_03#prev_2021|0-24|mother|1|191 (16.1)|16.077441077441||191
__n|__n|no|bd_04#inc_2016_2021|0-24|mother|0|501 (100.0)|100||501
male|male|no|bd_04#inc_2016_2021|0-24|mother|0|0 (0.0)|0||0
cci_g: title|cci_g|no|bd_04#inc_2016_2021|0-24|mother|0||||
cci_g: +3|cci_g|no|bd_04#inc_2016_2021|0-24|mother|0|*|M|M|M
cci_g: 0|cci_g|no|bd_04#inc_2016_2021|0-24|mother|0|446 (89.0)|89.0219560878243||446
cci_g: 1-2|cci_g|no|bd_04#inc_2016_2021|0-24|mother|0|*|M|M|M
age_index|age_index|no|bd_04#inc_2016_2021|0-24|mother|0|45.2 (39.1;50.4)|39.0507298450482|50.4001197694438|45.238356164
education_level: title|education_level|no|bd_04#inc_2016_2021|0-24|mother|0||||
education_level: long_education|education_level|no|bd_04#inc_2016_2021|0-24|mother|0|191 (38.1)|38.1237524950099||191
education_level: medium_education|education_level|no|bd_04#inc_2016_2021|0-24|mother|0|222 (44.3)|44.3113772455089||222
education_level: no_education|education_level|no|bd_04#inc_2016_2021|0-24|mother|0|11 (2.2)|2.19560878243513||11
education_level: short_education|education_level|no|bd_04#inc_2016_2021|0-24|mother|0|77 (15.4)|15.3692614770459||77
__n|__n|no|bd_04#inc_2016_2021|0-24|mother|1|501 (100.0)|100||501
male|male|no|bd_04#inc_2016_2021|0-24|mother|1|0 (0.0)|0||0
cci_g: title|cci_g|no|bd_04#inc_2016_2021|0-24|mother|1||||
cci_g: +3|cci_g|no|bd_04#inc_2016_2021|0-24|mother|1|9 (1.8)|1.79640718562874||9
cci_g: 0|cci_g|no|bd_04#inc_2016_2021|0-24|mother|1|442 (88.2)|88.2235528942115||442
cci_g: 1-2|cci_g|no|bd_04#inc_2016_2021|0-24|mother|1|50 (10.0)|9.98003992015968||50
age_index|age_index|no|bd_04#inc_2016_2021|0-24|mother|1|45.2 (38.2;50.3)|38.1554457668987|50.3369863013698|45.183561644
education_level: title|education_level|no|bd_04#inc_2016_2021|0-24|mother|1||||
education_level: long_education|education_level|no|bd_04#inc_2016_2021|0-24|mother|1|183 (36.5)|36.5269461077844||183
education_level: medium_education|education_level|no|bd_04#inc_2016_2021|0-24|mother|1|223 (44.5)|44.5109780439121||223
education_level: no_education|education_level|no|bd_04#inc_2016_2021|0-24|mother|1|13 (2.6)|2.59481037924151||13
education_level: short_education|education_level|no|bd_04#inc_2016_2021|0-24|mother|1|82 (16.4)|16.3672654690618||82
__n|__n|no|bd_04#prev_2021|0-24|mother|0|780 (100.0)|100||780
male|male|no|bd_04#prev_2021|0-24|mother|0|0 (0.0)|0||0
cci_g: title|cci_g|no|bd_04#prev_2021|0-24|mother|0||||
cci_g: +3|cci_g|no|bd_04#prev_2021|0-24|mother|0|12 (1.5)|1.53846153846153||12
cci_g: 0|cci_g|no|bd_04#prev_2021|0-24|mother|0|685 (87.8)|87.8205128205128||685
cci_g: 1-2|cci_g|no|bd_04#prev_2021|0-24|mother|0|83 (10.6)|10.6410256410256||83
age_index|age_index|no|bd_04#prev_2021|0-24|mother|0|47.5 (41.7;52.0)|41.7479452054794|51.9999775432292|47.467123288
education_level: title|education_level|no|bd_04#prev_2021|0-24|mother|0||||
education_level: long_education|education_level|no|bd_04#prev_2021|0-24|mother|0|295 (37.8)|37.8205128205128||295
education_level: medium_education|education_level|no|bd_04#prev_2021|0-24|mother|0|336 (43.1)|43.076923076923||336
education_level: no_education|education_level|no|bd_04#prev_2021|0-24|mother|0|25 (3.2)|3.2051282051282||25
education_level: short_education|education_level|no|bd_04#prev_2021|0-24|mother|0|124 (15.9)|15.8974358974358||124
__n|__n|no|bd_04#prev_2021|0-24|mother|1|780 (100.0)|100||780
male|male|no|bd_04#prev_2021|0-24|mother|1|0 (0.0)|0||0
cci_g: title|cci_g|no|bd_04#prev_2021|0-24|mother|1||||
cci_g: +3|cci_g|no|bd_04#prev_2021|0-24|mother|1|14 (1.8)|1.79487179487179||14
cci_g: 0|cci_g|no|bd_04#prev_2021|0-24|mother|1|667 (85.5)|85.5128205128205||667
cci_g: 1-2|cci_g|no|bd_04#prev_2021|0-24|mother|1|99 (12.7)|12.6923076923076||99
age_index|age_index|no|bd_04#prev_2021|0-24|mother|1|47.4 (41.9;51.9)|41.9246575342465|51.9383561643835|47.409589041
education_level: title|education_level|no|bd_04#prev_2021|0-24|mother|1||||
education_level: long_education|education_level|no|bd_04#prev_2021|0-24|mother|1|295 (37.8)|37.8205128205128||295
education_level: medium_education|education_level|no|bd_04#prev_2021|0-24|mother|1|349 (44.7)|44.7435897435897||349
education_level: no_education|education_level|no|bd_04#prev_2021|0-24|mother|1|21 (2.7)|2.69230769230769||21
education_level: short_education|education_level|no|bd_04#prev_2021|0-24|mother|1|115 (14.7)|14.7435897435897||115
__n|__n|no|bd_05#inc_2016_2021|0-24|mother|0|923 (100.0)|100||923
male|male|no|bd_05#inc_2016_2021|0-24|mother|0|0 (0.0)|0||0
cci_g: title|cci_g|no|bd_05#inc_2016_2021|0-24|mother|0||||
cci_g: +3|cci_g|no|bd_05#inc_2016_2021|0-24|mother|0|5 (0.5)|0.54171180931744||5
cci_g: 0|cci_g|no|bd_05#inc_2016_2021|0-24|mother|0|856 (92.7)|92.7410617551462||856
cci_g: 1-2|cci_g|no|bd_05#inc_2016_2021|0-24|mother|0|62 (6.7)|6.71722643553629||62
age_index|age_index|no|bd_05#inc_2016_2021|0-24|mother|0|35.3 (30.7;41.3)|30.7069765701025|41.3353095291563|35.25389625
education_level: title|education_level|no|bd_05#inc_2016_2021|0-24|mother|0||||
education_level: long_education|education_level|no|bd_05#inc_2016_2021|0-24|mother|0|436 (47.2)|47.237269772481||436
education_level: medium_education|education_level|no|bd_05#inc_2016_2021|0-24|mother|0|304 (32.9)|32.9360780065005||304
education_level: no_education|education_level|no|bd_05#inc_2016_2021|0-24|mother|0|45 (4.9)|4.87540628385698||45
education_level: short_education|education_level|no|bd_05#inc_2016_2021|0-24|mother|0|138 (15.0)|14.9512459371614||138
__n|__n|no|bd_05#inc_2016_2021|0-24|mother|1|923 (100.0)|100||923
male|male|no|bd_05#inc_2016_2021|0-24|mother|1|0 (0.0)|0||0
cci_g: title|cci_g|no|bd_05#inc_2016_2021|0-24|mother|1||||
cci_g: +3|cci_g|no|bd_05#inc_2016_2021|0-24|mother|1|7 (0.8)|0.75839653304442||7
cci_g: 0|cci_g|no|bd_05#inc_2016_2021|0-24|mother|1|830 (89.9)|89.9241603466955||830
cci_g: 1-2|cci_g|no|bd_05#inc_2016_2021|0-24|mother|1|86 (9.3)|9.31744312026002||86
age_index|age_index|no|bd_05#inc_2016_2021|0-24|mother|1|35.0 (30.3;40.7)|30.3095890410958|40.7113780971629|34.989041096
education_level: title|education_level|no|bd_05#inc_2016_2021|0-24|mother|1||||
education_level: long_education|education_level|no|bd_05#inc_2016_2021|0-24|mother|1|355 (38.5)|38.4615384615384||355
education_level: medium_education|education_level|no|bd_05#inc_2016_2021|0-24|mother|1|318 (34.5)|34.4528710725893||318
education_level: no_education|education_level|no|bd_05#inc_2016_2021|0-24|mother|1|54 (5.9)|5.85048754062838||54
education_level: short_education|education_level|no|bd_05#inc_2016_2021|0-24|mother|1|196 (21.2)|21.2351029252437||196
__n|__n|no|bd_05#prev_2021|0-24|mother|0|4,249 (100.0)|100||4249
male|male|no|bd_05#prev_2021|0-24|mother|0|0 (0.0)|0||0
cci_g: title|cci_g|no|bd_05#prev_2021|0-24|mother|0||||
cci_g: +3|cci_g|no|bd_05#prev_2021|0-24|mother|0|46 (1.1)|1.0826076723935||46
cci_g: 0|cci_g|no|bd_05#prev_2021|0-24|mother|0|3,789 (89.2)|89.1739232760649||3789
cci_g: 1-2|cci_g|no|bd_05#prev_2021|0-24|mother|0|414 (9.7)|9.74346905154154||414
age_index|age_index|no|bd_05#prev_2021|0-24|mother|0|45.7 (40.0;50.6)|39.9917808219178|50.6219178082191|45.736986301
education_level: title|education_level|no|bd_05#prev_2021|0-24|mother|0||||
education_level: long_education|education_level|no|bd_05#prev_2021|0-24|mother|0|1,758 (41.4)|41.3744410449517||1758
education_level: medium_education|education_level|no|bd_05#prev_2021|0-24|mother|0|1,730 (40.7)|40.7154624617557||1730
education_level: no_education|education_level|no|bd_05#prev_2021|0-24|mother|0|144 (3.4)|3.38903271357966||144
education_level: short_education|education_level|no|bd_05#prev_2021|0-24|mother|0|617 (14.5)|14.5210637797128||617
__n|__n|no|bd_05#prev_2021|0-24|mother|1|4,249 (100.0)|100||4249
male|male|no|bd_05#prev_2021|0-24|mother|1|0 (0.0)|0||0
cci_g: title|cci_g|no|bd_05#prev_2021|0-24|mother|1||||
cci_g: +3|cci_g|no|bd_05#prev_2021|0-24|mother|1|75 (1.8)|1.7651212049894||75
cci_g: 0|cci_g|no|bd_05#prev_2021|0-24|mother|1|3,612 (85.0)|85.0082372322899||3612
cci_g: 1-2|cci_g|no|bd_05#prev_2021|0-24|mother|1|562 (13.2)|13.2266415627206||562
age_index|age_index|no|bd_05#prev_2021|0-24|mother|1|46.1 (40.2;51.5)|40.224043715847|51.517808219178|46.068493151
education_level: title|education_level|no|bd_05#prev_2021|0-24|mother|1||||
education_level: long_education|education_level|no|bd_05#prev_2021|0-24|mother|1|1,551 (36.5)|36.5027065191809||1551
education_level: medium_education|education_level|no|bd_05#prev_2021|0-24|mother|1|1,693 (39.8)|39.8446693339609||1693
education_level: no_education|education_level|no|bd_05#prev_2021|0-24|mother|1|110 (2.6)|2.58884443398446||110
education_level: short_education|education_level|no|bd_05#prev_2021|0-24|mother|1|895 (21.1)|21.0637797128736||895
__n|__n|no|bd_06#inc_2016_2021|0-24|mother|0|28 (100.0)|100||28
male|male|no|bd_06#inc_2016_2021|0-24|mother|0|0 (0.0)|0||0
cci_g: title|cci_g|no|bd_06#inc_2016_2021|0-24|mother|0||||
cci_g: +3|cci_g|no|bd_06#inc_2016_2021|0-24|mother|0|*|M|M|M
cci_g: 0|cci_g|no|bd_06#inc_2016_2021|0-24|mother|0|*|M|M|M
cci_g: 1-2|cci_g|no|bd_06#inc_2016_2021|0-24|mother|0|*|M|M|M
age_index|age_index|no|bd_06#inc_2016_2021|0-24|mother|0|46.4 (40.3;52.8)|40.2698630136986|52.7835616438356|46.358252863
education_level: title|education_level|no|bd_06#inc_2016_2021|0-24|mother|0||||
education_level: long_education|education_level|no|bd_06#inc_2016_2021|0-24|mother|0|*|M|M|M
education_level: medium_education|education_level|no|bd_06#inc_2016_2021|0-24|mother|0|12 (42.9)|42.8571428571428||12
education_level: no_education|education_level|no|bd_06#inc_2016_2021|0-24|mother|0|0 (0.0)|0||0
education_level: short_education|education_level|no|bd_06#inc_2016_2021|0-24|mother|0|*|M|M|M
__n|__n|no|bd_06#inc_2016_2021|0-24|mother|1|28 (100.0)|100||28
male|male|no|bd_06#inc_2016_2021|0-24|mother|1|0 (0.0)|0||0
cci_g: title|cci_g|no|bd_06#inc_2016_2021|0-24|mother|1||||
cci_g: +3|cci_g|no|bd_06#inc_2016_2021|0-24|mother|1|0 (0.0)|0||0
cci_g: 0|cci_g|no|bd_06#inc_2016_2021|0-24|mother|1|23 (82.1)|82.1428571428571||23
cci_g: 1-2|cci_g|no|bd_06#inc_2016_2021|0-24|mother|1|5 (17.9)|17.8571428571428||5
age_index|age_index|no|bd_06#inc_2016_2021|0-24|mother|1|46.8 (37.3;51.8)|37.2734785537839|51.7549779175088|46.804483869
education_level: title|education_level|no|bd_06#inc_2016_2021|0-24|mother|1||||
education_level: long_education|education_level|no|bd_06#inc_2016_2021|0-24|mother|1|14 (50.0)|50||14
education_level: medium_education|education_level|no|bd_06#inc_2016_2021|0-24|mother|1|8 (28.6)|28.5714285714285||8
education_level: no_education|education_level|no|bd_06#inc_2016_2021|0-24|mother|1|0 (0.0)|0||0
education_level: short_education|education_level|no|bd_06#inc_2016_2021|0-24|mother|1|6 (21.4)|21.4285714285714||6
__n|__n|no|bd_06#prev_2021|0-24|mother|0|59 (100.0)|100||59
male|male|no|bd_06#prev_2021|0-24|mother|0|0 (0.0)|0||0
cci_g: title|cci_g|no|bd_06#prev_2021|0-24|mother|0||||
cci_g: +3|cci_g|no|bd_06#prev_2021|0-24|mother|0|*|M|M|M
cci_g: 0|cci_g|no|bd_06#prev_2021|0-24|mother|0|*|M|M|M
cci_g: 1-2|cci_g|no|bd_06#prev_2021|0-24|mother|0|*|M|M|M
age_index|age_index|no|bd_06#prev_2021|0-24|mother|0|47.5 (41.1;52.0)|41.1232876712328|52.0327868852459|47.545205479
education_level: title|education_level|no|bd_06#prev_2021|0-24|mother|0||||
education_level: long_education|education_level|no|bd_06#prev_2021|0-24|mother|0|22 (37.3)|37.2881355932203||22
education_level: medium_education|education_level|no|bd_06#prev_2021|0-24|mother|0|24 (40.7)|40.6779661016949||24
education_level: no_education|education_level|no|bd_06#prev_2021|0-24|mother|0|*|M|M|M
education_level: short_education|education_level|no|bd_06#prev_2021|0-24|mother|0|*|M|M|M
__n|__n|no|bd_06#prev_2021|0-24|mother|1|59 (100.0)|100||59
male|male|no|bd_06#prev_2021|0-24|mother|1|0 (0.0)|0||0
cci_g: title|cci_g|no|bd_06#prev_2021|0-24|mother|1||||
cci_g: +3|cci_g|no|bd_06#prev_2021|0-24|mother|1|0 (0.0)|0||0
cci_g: 0|cci_g|no|bd_06#prev_2021|0-24|mother|1|49 (83.1)|83.0508474576271||49
cci_g: 1-2|cci_g|no|bd_06#prev_2021|0-24|mother|1|10 (16.9)|16.9491525423728||10
age_index|age_index|no|bd_06#prev_2021|0-24|mother|1|48.7 (43.3;52.9)|43.2986301369863|52.8606557377049|48.726775956
education_level: title|education_level|no|bd_06#prev_2021|0-24|mother|1||||
education_level: long_education|education_level|no|bd_06#prev_2021|0-24|mother|1|25 (42.4)|42.3728813559322||25
education_level: medium_education|education_level|no|bd_06#prev_2021|0-24|mother|1|22 (37.3)|37.2881355932203||22
education_level: no_education|education_level|no|bd_06#prev_2021|0-24|mother|1|5 (8.5)|8.47457627118644||5
education_level: short_education|education_level|no|bd_06#prev_2021|0-24|mother|1|7 (11.9)|11.864406779661||7
__n|__n|no|bd_07#inc_2016_2021|0-24|mother|0|20,475 (100.0)|100||20475
male|male|no|bd_07#inc_2016_2021|0-24|mother|0|0 (0.0)|0||0
cci_g: title|cci_g|no|bd_07#inc_2016_2021|0-24|mother|0||||
cci_g: +3|cci_g|no|bd_07#inc_2016_2021|0-24|mother|0|207 (1.0)|1.01098901098901||207
cci_g: 0|cci_g|no|bd_07#inc_2016_2021|0-24|mother|0|18,136 (88.6)|88.5763125763125||18136
cci_g: 1-2|cci_g|no|bd_07#inc_2016_2021|0-24|mother|0|2,132 (10.4)|10.4126984126984||2132
age_index|age_index|no|bd_07#inc_2016_2021|0-24|mother|0|50.1 (46.4;53.7)|46.3857848641365|53.7150684931506|50.127591886
education_level: title|education_level|no|bd_07#inc_2016_2021|0-24|mother|0||||
education_level: long_education|education_level|no|bd_07#inc_2016_2021|0-24|mother|0|7,707 (37.6)|37.6410256410256||7707
education_level: medium_education|education_level|no|bd_07#inc_2016_2021|0-24|mother|0|9,376 (45.8)|45.7924297924298||9376
education_level: no_education|education_level|no|bd_07#inc_2016_2021|0-24|mother|0|363 (1.8)|1.77289377289377||363
education_level: short_education|education_level|no|bd_07#inc_2016_2021|0-24|mother|0|3,029 (14.8)|14.7936507936507||3029
__n|__n|no|bd_07#inc_2016_2021|0-24|mother|1|20,475 (100.0)|100||20475
male|male|no|bd_07#inc_2016_2021|0-24|mother|1|0 (0.0)|0||0
cci_g: title|cci_g|no|bd_07#inc_2016_2021|0-24|mother|1||||
cci_g: +3|cci_g|no|bd_07#inc_2016_2021|0-24|mother|1|260 (1.3)|1.26984126984126||260
cci_g: 0|cci_g|no|bd_07#inc_2016_2021|0-24|mother|1|17,749 (86.7)|86.6862026862027||17749
cci_g: 1-2|cci_g|no|bd_07#inc_2016_2021|0-24|mother|1|2,466 (12.0)|12.043956043956||2466
age_index|age_index|no|bd_07#inc_2016_2021|0-24|mother|1|50.1 (46.3;53.8)|46.2958904109589|53.8039673628265|50.09758964
education_level: title|education_level|no|bd_07#inc_2016_2021|0-24|mother|1||||
education_level: long_education|education_level|no|bd_07#inc_2016_2021|0-24|mother|1|7,739 (37.8)|37.7973137973138||7739
education_level: medium_education|education_level|no|bd_07#inc_2016_2021|0-24|mother|1|9,298 (45.4)|45.4114774114774||9298
education_level: no_education|education_level|no|bd_07#inc_2016_2021|0-24|mother|1|341 (1.7)|1.66544566544566||341
education_level: short_education|education_level|no|bd_07#inc_2016_2021|0-24|mother|1|3,097 (15.1)|15.1257631257631||3097
__n|__n|no|bd_07#prev_2021|0-24|mother|0|16,253 (100.0)|100||16253
male|male|no|bd_07#prev_2021|0-24|mother|0|0 (0.0)|0||0
cci_g: title|cci_g|no|bd_07#prev_2021|0-24|mother|0||||
cci_g: +3|cci_g|no|bd_07#prev_2021|0-24|mother|0|199 (1.2)|1.22438934350581||199
cci_g: 0|cci_g|no|bd_07#prev_2021|0-24|mother|0|14,246 (87.7)|87.651510490371||14246
cci_g: 1-2|cci_g|no|bd_07#prev_2021|0-24|mother|0|1,808 (11.1)|11.1241001661231||1808
age_index|age_index|no|bd_07#prev_2021|0-24|mother|0|51.6 (48.0;55.1)|48.0437158469945|55.0849315068493|51.635616438
education_level: title|education_level|no|bd_07#prev_2021|0-24|mother|0||||
education_level: long_education|education_level|no|bd_07#prev_2021|0-24|mother|0|6,176 (38.0)|37.9991386205623||6176
education_level: medium_education|education_level|no|bd_07#prev_2021|0-24|mother|0|7,504 (46.2)|46.1699378576262||7504
education_level: no_education|education_level|no|bd_07#prev_2021|0-24|mother|0|297 (1.8)|1.82735494985541||297
education_level: short_education|education_level|no|bd_07#prev_2021|0-24|mother|0|2,276 (14.0)|14.0035685719559||2276
__n|__n|no|bd_07#prev_2021|0-24|mother|1|16,253 (100.0)|100||16253
male|male|no|bd_07#prev_2021|0-24|mother|1|0 (0.0)|0||0
cci_g: title|cci_g|no|bd_07#prev_2021|0-24|mother|1||||
cci_g: +3|cci_g|no|bd_07#prev_2021|0-24|mother|1|228 (1.4)|1.40281794130314||228
cci_g: 0|cci_g|no|bd_07#prev_2021|0-24|mother|1|13,878 (85.4)|85.3873131114255||13878
cci_g: 1-2|cci_g|no|bd_07#prev_2021|0-24|mother|1|2,147 (13.2)|13.2098689472712||2147
age_index|age_index|no|bd_07#prev_2021|0-24|mother|1|51.8 (48.1;55.4)|48.0573770491803|55.3643835616438|51.756164384
education_level: title|education_level|no|bd_07#prev_2021|0-24|mother|1||||
education_level: long_education|education_level|no|bd_07#prev_2021|0-24|mother|1|6,343 (39.0)|39.0266412354642||6343
education_level: medium_education|education_level|no|bd_07#prev_2021|0-24|mother|1|7,461 (45.9)|45.9053713160647||7461
education_level: no_education|education_level|no|bd_07#prev_2021|0-24|mother|1|200 (1.2)|1.23054205377468||200
education_level: short_education|education_level|no|bd_07#prev_2021|0-24|mother|1|2,249 (13.8)|13.8374453946963||2249
__n|__n|no|bd_08#inc_2016_2021|0-24|mother|0|51,687 (100.0)|100||51687
male|male|no|bd_08#inc_2016_2021|0-24|mother|0|0 (0.0)|0||0
cci_g: title|cci_g|no|bd_08#inc_2016_2021|0-24|mother|0||||
cci_g: +3|cci_g|no|bd_08#inc_2016_2021|0-24|mother|0|414 (0.8)|0.80097510012188||414
cci_g: 0|cci_g|no|bd_08#inc_2016_2021|0-24|mother|0|46,471 (89.9)|89.9084876274498||46471
cci_g: 1-2|cci_g|no|bd_08#inc_2016_2021|0-24|mother|0|4,802 (9.3)|9.29053727242827||4802
age_index|age_index|no|bd_08#inc_2016_2021|0-24|mother|0|43.9 (38.7;48.8)|38.695987723632|48.7900591361629|43.874159742
education_level: title|education_level|no|bd_08#inc_2016_2021|0-24|mother|0||||
education_level: long_education|education_level|no|bd_08#inc_2016_2021|0-24|mother|0|21,468 (41.5)|41.5346218584944||21468
education_level: medium_education|education_level|no|bd_08#inc_2016_2021|0-24|mother|0|20,961 (40.6)|40.5537175692147||20961
education_level: no_education|education_level|no|bd_08#inc_2016_2021|0-24|mother|0|1,580 (3.1)|3.05686149321879||1580
education_level: short_education|education_level|no|bd_08#inc_2016_2021|0-24|mother|0|7,678 (14.9)|14.8547990790721||7678
__n|__n|no|bd_08#inc_2016_2021|0-24|mother|1|51,687 (100.0)|100||51687
male|male|no|bd_08#inc_2016_2021|0-24|mother|1|0 (0.0)|0||0
cci_g: title|cci_g|no|bd_08#inc_2016_2021|0-24|mother|1||||
cci_g: +3|cci_g|no|bd_08#inc_2016_2021|0-24|mother|1|518 (1.0)|1.00218623638439||518
cci_g: 0|cci_g|no|bd_08#inc_2016_2021|0-24|mother|1|45,125 (87.3)|87.3043511908216||45125
cci_g: 1-2|cci_g|no|bd_08#inc_2016_2021|0-24|mother|1|6,044 (11.7)|11.6934625727939||6044
age_index|age_index|no|bd_08#inc_2016_2021|0-24|mother|1|43.4 (37.9;48.6)|37.9281682760685|48.5737704918032|43.378082192
education_level: title|education_level|no|bd_08#inc_2016_2021|0-24|mother|1||||
education_level: long_education|education_level|no|bd_08#inc_2016_2021|0-24|mother|1|19,377 (37.5)|37.4891171861396||19377
education_level: medium_education|education_level|no|bd_08#inc_2016_2021|0-24|mother|1|21,478 (41.6)|41.553969083135||21478
education_level: no_education|education_level|no|bd_08#inc_2016_2021|0-24|mother|1|1,299 (2.5)|2.51320448081722||1299
education_level: short_education|education_level|no|bd_08#inc_2016_2021|0-24|mother|1|9,533 (18.4)|18.4437092499081||9533
__n|__n|no|bd_08#prev_2021|0-24|mother|0|87,349 (100.0)|100||87349
male|male|no|bd_08#prev_2021|0-24|mother|0|0 (0.0)|0||0
cci_g: title|cci_g|no|bd_08#prev_2021|0-24|mother|0||||
cci_g: +3|cci_g|no|bd_08#prev_2021|0-24|mother|0|892 (1.0)|1.02119085507561||892
cci_g: 0|cci_g|no|bd_08#prev_2021|0-24|mother|0|77,258 (88.4)|88.4474922437578||77258
cci_g: 1-2|cci_g|no|bd_08#prev_2021|0-24|mother|0|9,199 (10.5)|10.5313169011665||9199
age_index|age_index|no|bd_08#prev_2021|0-24|mother|0|47.8 (43.1;52.2)|43.1068493150685|52.2185792349726|47.810958904
education_level: title|education_level|no|bd_08#prev_2021|0-24|mother|0||||
education_level: long_education|education_level|no|bd_08#prev_2021|0-24|mother|0|35,264 (40.4)|40.3713837594019||35264
education_level: medium_education|education_level|no|bd_08#prev_2021|0-24|mother|0|36,473 (41.8)|41.7554866111804||36473
education_level: no_education|education_level|no|bd_08#prev_2021|0-24|mother|0|2,339 (2.7)|2.67776391258056||2339
education_level: short_education|education_level|no|bd_08#prev_2021|0-24|mother|0|13,273 (15.2)|15.195365716837||13273
__n|__n|no|bd_08#prev_2021|0-24|mother|1|87,349 (100.0)|100||87349
