additional_relative_req|var_pop|agegroup|__var|__label|__stat_char|__stat_num2|__stat_num3|__stat_num1
no|bd_14#inc_2016_2021|65+|education_level|education_level: no_education|*|M|M|M
no|bd_14#inc_2016_2021|65+|education_level|education_level: short_education|134 (75.3)|75.2808988764045||134
no|bd_14#prev_2021|0-24|__n|__n|23,121 (100.0)|100||23121
no|bd_14#prev_2021|0-24|male|male|14,999 (64.9)|64.8717616020068||14999
no|bd_14#prev_2021|0-24|cci_g|cci_g: title||||
no|bd_14#prev_2021|0-24|cci_g|cci_g: +3|235 (1.0)|1.01639202456641||235
no|bd_14#prev_2021|0-24|cci_g|cci_g: 0|20,420 (88.3)|88.3179793261537||20420
no|bd_14#prev_2021|0-24|cci_g|cci_g: 1-2|2,466 (10.7)|10.6656286492798||2466
no|bd_14#prev_2021|0-24|age_index|age_index|18.5 (13.6;21.8)|13.6219178082191|21.8109589041095|18.479452055
no|bd_14#prev_2021|0-24|education_level|education_level: title||||
no|bd_14#prev_2021|0-24|education_level|education_level: long_education|15 (0.1)|0.06487608667445||15
no|bd_14#prev_2021|0-24|education_level|education_level: medium_education|669 (2.9)|2.89347346568055||669
no|bd_14#prev_2021|0-24|education_level|education_level: no_education|5,715 (24.7)|24.7177890229661||5715
no|bd_14#prev_2021|0-24|education_level|education_level: short_education|16,722 (72.3)|72.3238614246788||16722
no|bd_14#prev_2021|25-64|__n|__n|28,196 (100.0)|100||28196
no|bd_14#prev_2021|25-64|male|male|15,176 (53.8)|53.8232373386296||15176
no|bd_14#prev_2021|25-64|cci_g|cci_g: title||||
no|bd_14#prev_2021|25-64|cci_g|cci_g: +3|694 (2.5)|2.46134203433111||694
no|bd_14#prev_2021|25-64|cci_g|cci_g: 0|22,900 (81.2)|81.2171939282167||22900
no|bd_14#prev_2021|25-64|cci_g|cci_g: 1-2|4,602 (16.3)|16.3214640374521||4602
no|bd_14#prev_2021|25-64|age_index|age_index|36.4 (29.2;49.3)|29.2136986301369|49.2657534246575|36.441256831
no|bd_14#prev_2021|25-64|education_level|education_level: title||||
no|bd_14#prev_2021|25-64|education_level|education_level: long_education|462 (1.6)|1.63853028798411||462
no|bd_14#prev_2021|25-64|education_level|education_level: medium_education|2,378 (8.4)|8.43382040005674||2378
no|bd_14#prev_2021|25-64|education_level|education_level: no_education|2,482 (8.8)|8.80266704497091||2482
no|bd_14#prev_2021|25-64|education_level|education_level: short_education|22,874 (81.1)|81.1249822669882||22874
no|bd_14#prev_2021|65+|__n|__n|1,132 (100.0)|100||1132
no|bd_14#prev_2021|65+|male|male|470 (41.5)|41.5194346289752||470
no|bd_14#prev_2021|65+|cci_g|cci_g: title||||
no|bd_14#prev_2021|65+|cci_g|cci_g: +3|142 (12.5)|12.5441696113074||142
no|bd_14#prev_2021|65+|cci_g|cci_g: 0|570 (50.4)|50.3533568904593||570
no|bd_14#prev_2021|65+|cci_g|cci_g: 1-2|420 (37.1)|37.1024734982332||420
no|bd_14#prev_2021|65+|age_index|age_index|68.3 (66.4;73.2)|66.3780821917808|73.2493150684931|68.277322404
no|bd_14#prev_2021|65+|education_level|education_level: title||||
no|bd_14#prev_2021|65+|education_level|education_level: long_education|46 (4.1)|4.06360424028268||46
no|bd_14#prev_2021|65+|education_level|education_level: medium_education|146 (12.9)|12.8975265017667||146
no|bd_14#prev_2021|65+|education_level|education_level: no_education|48 (4.2)|4.24028268551236||48
no|bd_14#prev_2021|65+|education_level|education_level: short_education|892 (78.8)|78.7985865724381||892
no|bd_15#inc_2016_2021|0-24|__n|__n|798 (100.0)|100||798
no|bd_15#inc_2016_2021|0-24|male|male|229 (28.7)|28.6967418546365||229
no|bd_15#inc_2016_2021|0-24|cci_g|cci_g: title||||
no|bd_15#inc_2016_2021|0-24|cci_g|cci_g: +3|8 (1.0)|1.00250626566416||8
no|bd_15#inc_2016_2021|0-24|cci_g|cci_g: 0|720 (90.2)|90.2255639097744||720
no|bd_15#inc_2016_2021|0-24|cci_g|cci_g: 1-2|70 (8.8)|8.7719298245614||70
no|bd_15#inc_2016_2021|0-24|age_index|age_index|22.3 (19.5;23.9)|19.5260273972602|23.8849315068493|22.284036979
no|bd_15#inc_2016_2021|0-24|education_level|education_level: title||||
no|bd_15#inc_2016_2021|0-24|education_level|education_level: long_education|53 (6.6)|6.64160401002506||53
no|bd_15#inc_2016_2021|0-24|education_level|education_level: medium_education|283 (35.5)|35.4636591478696||283
no|bd_15#inc_2016_2021|0-24|education_level|education_level: no_education|13 (1.6)|1.62907268170426||13
no|bd_15#inc_2016_2021|0-24|education_level|education_level: short_education|449 (56.3)|56.265664160401||449
no|bd_15#inc_2016_2021|25-64|__n|__n|6,726 (100.0)|100||6726
no|bd_15#inc_2016_2021|25-64|male|male|2,284 (34.0)|33.9577757954207||2284
no|bd_15#inc_2016_2021|25-64|cci_g|cci_g: title||||
no|bd_15#inc_2016_2021|25-64|cci_g|cci_g: +3|114 (1.7)|1.69491525423728||114
no|bd_15#inc_2016_2021|25-64|cci_g|cci_g: 0|5,852 (87.0)|87.0056497175141||5852
no|bd_15#inc_2016_2021|25-64|cci_g|cci_g: 1-2|760 (11.3)|11.2994350282485||760
no|bd_15#inc_2016_2021|25-64|age_index|age_index|42.7 (33.9;51.3)|33.8531626618758|51.3369863013698|42.681450707
no|bd_15#inc_2016_2021|25-64|education_level|education_level: title||||
no|bd_15#inc_2016_2021|25-64|education_level|education_level: long_education|2,314 (34.4)|34.4038061254832||2314
no|bd_15#inc_2016_2021|25-64|education_level|education_level: medium_education|3,028 (45.0)|45.0193279809693||3028
no|bd_15#inc_2016_2021|25-64|education_level|education_level: no_education|202 (3.0)|3.00327088908712||202
no|bd_15#inc_2016_2021|25-64|education_level|education_level: short_education|1,182 (17.6)|17.5735950044603||1182
no|bd_15#inc_2016_2021|65+|__n|__n|674 (100.0)|100||674
no|bd_15#inc_2016_2021|65+|male|male|260 (38.6)|38.5756676557863||260
no|bd_15#inc_2016_2021|65+|cci_g|cci_g: title||||
no|bd_15#inc_2016_2021|65+|cci_g|cci_g: +3|78 (11.6)|11.5727002967359||78
no|bd_15#inc_2016_2021|65+|cci_g|cci_g: 0|398 (59.1)|59.0504451038575||398
no|bd_15#inc_2016_2021|65+|cci_g|cci_g: 1-2|198 (29.4)|29.3768545994065||198
no|bd_15#inc_2016_2021|65+|age_index|age_index|71.1 (67.8;75.4)|67.7506849315068|75.4196347031963|71.090410959
no|bd_15#inc_2016_2021|65+|education_level|education_level: title||||
no|bd_15#inc_2016_2021|65+|education_level|education_level: long_education|142 (21.1)|21.0682492581602||142
no|bd_15#inc_2016_2021|65+|education_level|education_level: medium_education|320 (47.5)|47.4777448071216||320
no|bd_15#inc_2016_2021|65+|education_level|education_level: no_education|26 (3.9)|3.85756676557863||26
no|bd_15#inc_2016_2021|65+|education_level|education_level: short_education|186 (27.6)|27.5964391691394||186
no|bd_15#prev_2021|0-24|__n|__n|465 (100.0)|100||465
no|bd_15#prev_2021|0-24|male|male|125 (26.9)|26.8817204301075||125
no|bd_15#prev_2021|0-24|cci_g|cci_g: title||||
no|bd_15#prev_2021|0-24|cci_g|cci_g: +3|*|M|M|M
no|bd_15#prev_2021|0-24|cci_g|cci_g: 0|418 (89.9)|89.8924731182795||418
no|bd_15#prev_2021|0-24|cci_g|cci_g: 1-2|*|M|M|M
no|bd_15#prev_2021|0-24|age_index|age_index|22.8 (20.5;24.0)|20.4590163934426|24|22.750684932
no|bd_15#prev_2021|0-24|education_level|education_level: title||||
no|bd_15#prev_2021|0-24|education_level|education_level: long_education|28 (6.0)|6.02150537634408||28
no|bd_15#prev_2021|0-24|education_level|education_level: medium_education|208 (44.7)|44.7311827956989||208
no|bd_15#prev_2021|0-24|education_level|education_level: no_education|6 (1.3)|1.29032258064516||6
no|bd_15#prev_2021|0-24|education_level|education_level: short_education|223 (48.0)|47.9569892473118||223
no|bd_15#prev_2021|25-64|__n|__n|23,900 (100.0)|100||23900
no|bd_15#prev_2021|25-64|male|male|7,252 (30.3)|30.3430962343096||7252
no|bd_15#prev_2021|25-64|cci_g|cci_g: title||||
no|bd_15#prev_2021|25-64|cci_g|cci_g: +3|606 (2.5)|2.53556485355648||606
no|bd_15#prev_2021|25-64|cci_g|cci_g: 0|19,618 (82.1)|82.0836820083682||19618
no|bd_15#prev_2021|25-64|cci_g|cci_g: 1-2|3,676 (15.4)|15.3807531380753||3676
no|bd_15#prev_2021|25-64|age_index|age_index|50.1 (41.9;57.2)|41.9123287671232|57.1534246575342|50.05890411
no|bd_15#prev_2021|25-64|education_level|education_level: title||||
no|bd_15#prev_2021|25-64|education_level|education_level: long_education|7,594 (31.8)|31.7740585774058||7594
no|bd_15#prev_2021|25-64|education_level|education_level: medium_education|11,272 (47.2)|47.163179916318||11272
no|bd_15#prev_2021|25-64|education_level|education_level: no_education|362 (1.5)|1.51464435146443||362
no|bd_15#prev_2021|25-64|education_level|education_level: short_education|4,672 (19.5)|19.5481171548117||4672
no|bd_15#prev_2021|65+|__n|__n|6,890 (100.0)|100||6890
no|bd_15#prev_2021|65+|male|male|2,188 (31.8)|31.7561683599419||2188
no|bd_15#prev_2021|65+|cci_g|cci_g: title||||
no|bd_15#prev_2021|65+|cci_g|cci_g: +3|696 (10.1)|10.1015965166908||696
no|bd_15#prev_2021|65+|cci_g|cci_g: 0|4,062 (59.0)|58.955007256894||4062
no|bd_15#prev_2021|65+|cci_g|cci_g: 1-2|2,132 (30.9)|30.943396226415||2132
no|bd_15#prev_2021|65+|age_index|age_index|71.6 (67.9;75.7)|67.8657534246575|75.6657534246575|71.578082192
no|bd_15#prev_2021|65+|education_level|education_level: title||||
no|bd_15#prev_2021|65+|education_level|education_level: long_education|1,512 (21.9)|21.9448476052249||1512
no|bd_15#prev_2021|65+|education_level|education_level: medium_education|3,330 (48.3)|48.3309143686502||3330
no|bd_15#prev_2021|65+|education_level|education_level: no_education|264 (3.8)|3.83164005805515||264
no|bd_15#prev_2021|65+|education_level|education_level: short_education|1,784 (25.9)|25.8925979680696||1784
no|bd_16#inc_2016_2021|0-24|__n|__n|790 (100.0)|100||790
no|bd_16#inc_2016_2021|0-24|male|male|452 (57.2)|57.2151898734177||452
no|bd_16#inc_2016_2021|0-24|cci_g|cci_g: title||||
no|bd_16#inc_2016_2021|0-24|cci_g|cci_g: +3|14 (1.8)|1.77215189873417||14
no|bd_16#inc_2016_2021|0-24|cci_g|cci_g: 0|657 (83.2)|83.1645569620253||657
no|bd_16#inc_2016_2021|0-24|cci_g|cci_g: 1-2|119 (15.1)|15.0632911392405||119
no|bd_16#inc_2016_2021|0-24|age_index|age_index|13.1 (5.9;19.3)|5.91780821917808|19.2776105995957|13.1293248
no|bd_16#inc_2016_2021|0-24|education_level|education_level: title||||
no|bd_16#inc_2016_2021|0-24|education_level|education_level: long_education|23 (2.9)|2.91139240506329||23
no|bd_16#inc_2016_2021|0-24|education_level|education_level: medium_education|102 (12.9)|12.9113924050632||102
no|bd_16#inc_2016_2021|0-24|education_level|education_level: no_education|392 (49.6)|49.6202531645569||392
no|bd_16#inc_2016_2021|0-24|education_level|education_level: short_education|273 (34.6)|34.5569620253164||273
no|bd_16#inc_2016_2021|25-64|__n|__n|2,974 (100.0)|100||2974
no|bd_16#inc_2016_2021|25-64|male|male|1,402 (47.1)|47.1418964357767||1402
no|bd_16#inc_2016_2021|25-64|cci_g|cci_g: title||||
no|bd_16#inc_2016_2021|25-64|cci_g|cci_g: +3|256 (8.6)|8.60793544048419||256
no|bd_16#inc_2016_2021|25-64|cci_g|cci_g: 0|1,994 (67.0)|67.0477471418964||1994
no|bd_16#inc_2016_2021|25-64|cci_g|cci_g: 1-2|724 (24.3)|24.3443174176193||724
no|bd_16#inc_2016_2021|25-64|age_index|age_index|49.9 (39.1;57.3)|39.0939067295456|57.3123287671233|49.905127629
no|bd_16#inc_2016_2021|25-64|education_level|education_level: title||||
no|bd_16#inc_2016_2021|25-64|education_level|education_level: long_education|890 (29.9)|29.9260255548083||890
no|bd_16#inc_2016_2021|25-64|education_level|education_level: medium_education|1,314 (44.2)|44.1829186281103||1314
no|bd_16#inc_2016_2021|25-64|education_level|education_level: no_education|104 (3.5)|3.4969737726967||104
no|bd_16#inc_2016_2021|25-64|education_level|education_level: short_education|666 (22.4)|22.3940820443846||666
no|bd_16#inc_2016_2021|65+|__n|__n|1,994 (100.0)|100||1994
no|bd_16#inc_2016_2021|65+|male|male|1,048 (52.6)|52.5576730190571||1048
no|bd_16#inc_2016_2021|65+|cci_g|cci_g: title||||
no|bd_16#inc_2016_2021|65+|cci_g|cci_g: +3|354 (17.8)|17.753259779338||354
no|bd_16#inc_2016_2021|65+|cci_g|cci_g: 0|916 (45.9)|45.9378134403209||916
no|bd_16#inc_2016_2021|65+|cci_g|cci_g: 1-2|724 (36.3)|36.308926780341||724
no|bd_16#inc_2016_2021|65+|age_index|age_index|74.0 (70.0;78.9)|70.0468747660753|78.8602739726027|73.961643836
no|bd_16#inc_2016_2021|65+|education_level|education_level: title||||
no|bd_16#inc_2016_2021|65+|education_level|education_level: long_education|300 (15.0)|15.0451354062186||300
no|bd_16#inc_2016_2021|65+|education_level|education_level: medium_education|906 (45.4)|45.4363089267803||906
no|bd_16#inc_2016_2021|65+|education_level|education_level: no_education|152 (7.6)|7.62286860581745||152
no|bd_16#inc_2016_2021|65+|education_level|education_level: short_education|636 (31.9)|31.8956870611835||636
no|bd_16#prev_2021|0-24|__n|__n|1,955 (100.0)|100||1955
no|bd_16#prev_2021|0-24|male|male|1,194 (61.1)|61.0741687979539||1194
no|bd_16#prev_2021|0-24|cci_g|cci_g: title||||
no|bd_16#prev_2021|0-24|cci_g|cci_g: +3|76 (3.9)|3.88746803069053||76
no|bd_16#prev_2021|0-24|cci_g|cci_g: 0|1,368 (70.0)|69.9744245524296||1368
no|bd_16#prev_2021|0-24|cci_g|cci_g: 1-2|511 (26.1)|26.1381074168798||511
no|bd_16#prev_2021|0-24|age_index|age_index|16.5 (11.4;20.9)|11.4356164383561|20.9098360655737|16.516393443
no|bd_16#prev_2021|0-24|education_level|education_level: title||||
no|bd_16#prev_2021|0-24|education_level|education_level: long_education|34 (1.7)|1.7391304347826||34
no|bd_16#prev_2021|0-24|education_level|education_level: medium_education|275 (14.1)|14.0664961636828||275
no|bd_16#prev_2021|0-24|education_level|education_level: no_education|661 (33.8)|33.8107416879795||661
no|bd_16#prev_2021|0-24|education_level|education_level: short_education|985 (50.4)|50.383631713555||985
no|bd_16#prev_2021|25-64|__n|__n|8,424 (100.0)|100||8424
no|bd_16#prev_2021|25-64|male|male|4,144 (49.2)|49.1927825261158||4144
no|bd_16#prev_2021|25-64|cci_g|cci_g: title||||
no|bd_16#prev_2021|25-64|cci_g|cci_g: +3|758 (9.0)|8.99810066476733||758
no|bd_16#prev_2021|25-64|cci_g|cci_g: 0|5,130 (60.9)|60.8974358974359||5130
no|bd_16#prev_2021|25-64|cci_g|cci_g: 1-2|2,536 (30.1)|30.1044634377967||2536
no|bd_16#prev_2021|25-64|age_index|age_index|49.4 (38.6;57.4)|38.5739726027397|57.4356164383561|49.371232877
no|bd_16#prev_2021|25-64|education_level|education_level: title||||
no|bd_16#prev_2021|25-64|education_level|education_level: long_education|2,422 (28.8)|28.7511870845204||2422
no|bd_16#prev_2021|25-64|education_level|education_level: medium_education|3,632 (43.1)|43.1149097815764||3632
no|bd_16#prev_2021|25-64|education_level|education_level: no_education|180 (2.1)|2.13675213675213||180
no|bd_16#prev_2021|25-64|education_level|education_level: short_education|2,190 (26.0)|25.997150997151||2190
no|bd_16#prev_2021|65+|__n|__n|4,786 (100.0)|100||4786
no|bd_16#prev_2021|65+|male|male|2,384 (49.8)|49.811951525282||2384
no|bd_16#prev_2021|65+|cci_g|cci_g: title||||
no|bd_16#prev_2021|65+|cci_g|cci_g: +3|1,054 (22.0)|22.0225658169661||1054
no|bd_16#prev_2021|65+|cci_g|cci_g: 0|1,838 (38.4)|38.4036773923944||1838
no|bd_16#prev_2021|65+|cci_g|cci_g: 1-2|1,894 (39.6)|39.5737567906393||1894
no|bd_16#prev_2021|65+|age_index|age_index|74.4 (70.0;79.3)|69.972602739726|79.3205479452054|74.369863014
no|bd_16#prev_2021|65+|education_level|education_level: title||||
no|bd_16#prev_2021|65+|education_level|education_level: long_education|868 (18.1)|18.1362306727956||868
no|bd_16#prev_2021|65+|education_level|education_level: medium_education|2,252 (47.1)|47.0539072294191||2252
no|bd_16#prev_2021|65+|education_level|education_level: no_education|326 (6.8)|6.8115336397827||326
no|bd_16#prev_2021|65+|education_level|education_level: short_education|1,340 (28.0)|27.9983284580025||1340
no|bd_17#inc_2016_2021|0-24|__n|__n|223 (100.0)|100||223
no|bd_17#inc_2016_2021|0-24|male|male|109 (48.9)|48.8789237668161||109
no|bd_17#inc_2016_2021|0-24|cci_g|cci_g: title||||
no|bd_17#inc_2016_2021|0-24|cci_g|cci_g: +3|*|M|M|M
no|bd_17#inc_2016_2021|0-24|cci_g|cci_g: 0|182 (81.6)|81.6143497757847||182
no|bd_17#inc_2016_2021|0-24|cci_g|cci_g: 1-2|*|M|M|M
no|bd_17#inc_2016_2021|0-24|age_index|age_index|12.6 (5.1;18.5)|5.05787109813608|18.4934351373605|12.598360656
no|bd_17#inc_2016_2021|0-24|education_level|education_level: title||||
no|bd_17#inc_2016_2021|0-24|education_level|education_level: long_education|*|M|M|M
no|bd_17#inc_2016_2021|0-24|education_level|education_level: medium_education|*|M|M|M
no|bd_17#inc_2016_2021|0-24|education_level|education_level: no_education|122 (54.7)|54.7085201793722||122
no|bd_17#inc_2016_2021|0-24|education_level|education_level: short_education|84 (37.7)|37.6681614349775||84
no|bd_17#inc_2016_2021|25-64|__n|__n|1,850 (100.0)|100||1850
no|bd_17#inc_2016_2021|25-64|male|male|1,068 (57.7)|57.7297297297297||1068
no|bd_17#inc_2016_2021|25-64|cci_g|cci_g: title||||
no|bd_17#inc_2016_2021|25-64|cci_g|cci_g: +3|88 (4.8)|4.75675675675675||88
no|bd_17#inc_2016_2021|25-64|cci_g|cci_g: 0|1,334 (72.1)|72.1081081081081||1334
no|bd_17#inc_2016_2021|25-64|cci_g|cci_g: 1-2|428 (23.1)|23.1351351351351||428
no|bd_17#inc_2016_2021|25-64|age_index|age_index|55.3 (47.1;60.7)|47.116019163111|60.7468747660753|55.297814208
no|bd_17#inc_2016_2021|25-64|education_level|education_level: title||||
no|bd_17#inc_2016_2021|25-64|education_level|education_level: long_education|446 (24.1)|24.1081081081081||446
no|bd_17#inc_2016_2021|25-64|education_level|education_level: medium_education|890 (48.1)|48.1081081081081||890
no|bd_17#inc_2016_2021|25-64|education_level|education_level: no_education|70 (3.8)|3.78378378378378||70
no|bd_17#inc_2016_2021|25-64|education_level|education_level: short_education|444 (24.0)|24||444
no|bd_17#inc_2016_2021|65+|__n|__n|2,704 (100.0)|100||2704
no|bd_17#inc_2016_2021|65+|male|male|1,386 (51.3)|51.2573964497041||1386
no|bd_17#inc_2016_2021|65+|cci_g|cci_g: title||||
no|bd_17#inc_2016_2021|65+|cci_g|cci_g: +3|290 (10.7)|10.7248520710059||290
no|bd_17#inc_2016_2021|65+|cci_g|cci_g: 0|1,464 (54.1)|54.1420118343195||1464
no|bd_17#inc_2016_2021|65+|cci_g|cci_g: 1-2|950 (35.1)|35.1331360946745||950
no|bd_17#inc_2016_2021|65+|age_index|age_index|73.1 (69.5;77.7)|69.5083988322479|77.7384385058762|73.143236769
no|bd_17#inc_2016_2021|65+|education_level|education_level: title||||
no|bd_17#inc_2016_2021|65+|education_level|education_level: long_education|590 (21.8)|21.8195266272189||590
no|bd_17#inc_2016_2021|65+|education_level|education_level: medium_education|1,256 (46.4)|46.4497041420118||1256
no|bd_17#inc_2016_2021|65+|education_level|education_level: no_education|198 (7.3)|7.32248520710059||198
no|bd_17#inc_2016_2021|65+|education_level|education_level: short_education|660 (24.4)|24.4082840236686||660
no|bd_17#prev_2021|0-24|__n|__n|638 (100.0)|100||638
no|bd_17#prev_2021|0-24|male|male|330 (51.7)|51.7241379310344||330
no|bd_17#prev_2021|0-24|cci_g|cci_g: title||||
no|bd_17#prev_2021|0-24|cci_g|cci_g: +3|41 (6.4)|6.42633228840125||41
no|bd_17#prev_2021|0-24|cci_g|cci_g: 0|404 (63.3)|63.3228840125391||404
no|bd_17#prev_2021|0-24|cci_g|cci_g: 1-2|193 (30.3)|30.2507836990595||193
no|bd_17#prev_2021|0-24|age_index|age_index|16.7 (11.8;20.7)|11.7780821917808|20.7213114754098|16.703551913
no|bd_17#prev_2021|0-24|education_level|education_level: title||||
no|bd_17#prev_2021|0-24|education_level|education_level: long_education|*|M|M|M
no|bd_17#prev_2021|0-24|education_level|education_level: medium_education|*|M|M|M
no|bd_17#prev_2021|0-24|education_level|education_level: no_education|193 (30.3)|30.2507836990595||193
no|bd_17#prev_2021|0-24|education_level|education_level: short_education|406 (63.6)|63.6363636363636||406
no|bd_17#prev_2021|25-64|__n|__n|3,250 (100.0)|100||3250
no|bd_17#prev_2021|25-64|male|male|1,806 (55.6)|55.5692307692307||1806
no|bd_17#prev_2021|25-64|cci_g|cci_g: title||||
no|bd_17#prev_2021|25-64|cci_g|cci_g: +3|244 (7.5)|7.50769230769231||244
no|bd_17#prev_2021|25-64|cci_g|cci_g: 0|2,086 (64.2)|64.1846153846153||2086
no|bd_17#prev_2021|25-64|cci_g|cci_g: 1-2|920 (28.3)|28.3076923076923||920
no|bd_17#prev_2021|25-64|age_index|age_index|52.9 (42.3;59.2)|42.2630136986301|59.1945205479452|52.923497268
no|bd_17#prev_2021|25-64|education_level|education_level: title||||
no|bd_17#prev_2021|25-64|education_level|education_level: long_education|804 (24.7)|24.7384615384615||804
no|bd_17#prev_2021|25-64|education_level|education_level: medium_education|1,408 (43.3)|43.3230769230769||1408
no|bd_17#prev_2021|25-64|education_level|education_level: no_education|98 (3.0)|3.01538461538461||98
no|bd_17#prev_2021|25-64|education_level|education_level: short_education|940 (28.9)|28.9230769230769||940
no|bd_17#prev_2021|65+|__n|__n|3,222 (100.0)|100||3222
no|bd_17#prev_2021|65+|male|male|1,720 (53.4)|53.3829919304779||1720
no|bd_17#prev_2021|65+|cci_g|cci_g: title||||
no|bd_17#prev_2021|65+|cci_g|cci_g: +3|528 (16.4)|16.3873370577281||528
no|bd_17#prev_2021|65+|cci_g|cci_g: 0|1,426 (44.3)|44.258224705152||1426
no|bd_17#prev_2021|65+|cci_g|cci_g: 1-2|1,268 (39.4)|39.3544382371198||1268
no|bd_17#prev_2021|65+|age_index|age_index|74.0 (69.9;78.6)|69.8904109589041|78.6410958904109|73.967123288
no|bd_17#prev_2021|65+|education_level|education_level: title||||
no|bd_17#prev_2021|65+|education_level|education_level: long_education|736 (22.8)|22.8429546865301||736
no|bd_17#prev_2021|65+|education_level|education_level: medium_education|1,452 (45.1)|45.0651769087523||1452
no|bd_17#prev_2021|65+|education_level|education_level: no_education|218 (6.8)|6.76598386095592||218
no|bd_17#prev_2021|65+|education_level|education_level: short_education|816 (25.3)|25.3258845437616||816
no|bd_18#inc_2016_2021|0-24|__n|__n|204 (100.0)|100||204
no|bd_18#inc_2016_2021|0-24|male|male|99 (48.5)|48.5294117647058||99
no|bd_18#inc_2016_2021|0-24|cci_g|cci_g: title||||
no|bd_18#inc_2016_2021|0-24|cci_g|cci_g: +3|6 (2.9)|2.94117647058823||6
no|bd_18#inc_2016_2021|0-24|cci_g|cci_g: 0|160 (78.4)|78.4313725490196||160
no|bd_18#inc_2016_2021|0-24|cci_g|cci_g: 1-2|38 (18.6)|18.6274509803921||38
no|bd_18#inc_2016_2021|0-24|age_index|age_index|17.8 (12.1;21.5)|12.0998690021708|21.5262332509918|17.794801258
no|bd_18#inc_2016_2021|0-24|education_level|education_level: title||||
no|bd_18#inc_2016_2021|0-24|education_level|education_level: long_education|6 (2.9)|2.94117647058823||6
no|bd_18#inc_2016_2021|0-24|education_level|education_level: medium_education|27 (13.2)|13.235294117647||27
no|bd_18#inc_2016_2021|0-24|education_level|education_level: no_education|57 (27.9)|27.9411764705882||57
no|bd_18#inc_2016_2021|0-24|education_level|education_level: short_education|114 (55.9)|55.8823529411764||114
no|bd_18#inc_2016_2021|25-64|__n|__n|5,950 (100.0)|100||5950
no|bd_18#inc_2016_2021|25-64|male|male|3,046 (51.2)|51.1932773109243||3046
no|bd_18#inc_2016_2021|25-64|cci_g|cci_g: title||||
no|bd_18#inc_2016_2021|25-64|cci_g|cci_g: +3|308 (5.2)|5.17647058823529||308
no|bd_18#inc_2016_2021|25-64|cci_g|cci_g: 0|4,220 (70.9)|70.9243697478991||4220
no|bd_18#inc_2016_2021|25-64|cci_g|cci_g: 1-2|1,422 (23.9)|23.8991596638655||1422
no|bd_18#inc_2016_2021|25-64|age_index|age_index|56.6 (48.6;61.4)|48.6297252788382|61.3850662474736|56.62739726
no|bd_18#inc_2016_2021|25-64|education_level|education_level: title||||
no|bd_18#inc_2016_2021|25-64|education_level|education_level: long_education|1,530 (25.7)|25.7142857142857||1530
no|bd_18#inc_2016_2021|25-64|education_level|education_level: medium_education|2,908 (48.9)|48.8739495798319||2908
no|bd_18#inc_2016_2021|25-64|education_level|education_level: no_education|198 (3.3)|3.32773109243697||198
no|bd_18#inc_2016_2021|25-64|education_level|education_level: short_education|1,314 (22.1)|22.0840336134453||1314
no|bd_18#inc_2016_2021|65+|__n|__n|19,334 (100.0)|100||19334
no|bd_18#inc_2016_2021|65+|male|male|11,658 (60.3)|60.297920761353||11658
no|bd_18#inc_2016_2021|65+|cci_g|cci_g: title||||
no|bd_18#inc_2016_2021|65+|cci_g|cci_g: +3|2,710 (14.0)|14.0167580428261||2710
no|bd_18#inc_2016_2021|65+|cci_g|cci_g: 0|9,456 (48.9)|48.9086583221268||9456
no|bd_18#inc_2016_2021|65+|cci_g|cci_g: 1-2|7,168 (37.1)|37.074583635047||7168
no|bd_18#inc_2016_2021|65+|age_index|age_index|76.1 (71.8;80.9)|71.8219178082191|80.9133992065274|76.139344262
no|bd_18#inc_2016_2021|65+|education_level|education_level: title||||
no|bd_18#inc_2016_2021|65+|education_level|education_level: long_education|3,732 (19.3)|19.3027826626668||3732
no|bd_18#inc_2016_2021|65+|education_level|education_level: medium_education|8,578 (44.4)|44.3674356056687||8578
no|bd_18#inc_2016_2021|65+|education_level|education_level: no_education|1,674 (8.7)|8.65832212682321||1674
no|bd_18#inc_2016_2021|65+|education_level|education_level: short_education|5,350 (27.7)|27.6714596048412||5350
no|bd_18#prev_2021|0-24|__n|__n|354 (100.0)|100||354
no|bd_18#prev_2021|0-24|male|male|173 (48.9)|48.8700564971751||173
no|bd_18#prev_2021|0-24|cci_g|cci_g: title||||
no|bd_18#prev_2021|0-24|cci_g|cci_g: +3|12 (3.4)|3.38983050847457||12
no|bd_18#prev_2021|0-24|cci_g|cci_g: 0|289 (81.6)|81.638418079096||289
no|bd_18#prev_2021|0-24|cci_g|cci_g: 1-2|53 (15.0)|14.9717514124293||53
no|bd_18#prev_2021|0-24|age_index|age_index|20.1 (15.7;22.9)|15.7150684931506|22.8520547945205|20.12568306
no|bd_18#prev_2021|0-24|education_level|education_level: title||||
no|bd_18#prev_2021|0-24|education_level|education_level: long_education|9 (2.5)|2.54237288135593||9
no|bd_18#prev_2021|0-24|education_level|education_level: medium_education|52 (14.7)|14.6892655367231||52
no|bd_18#prev_2021|0-24|education_level|education_level: no_education|60 (16.9)|16.9491525423728||60
no|bd_18#prev_2021|0-24|education_level|education_level: short_education|233 (65.8)|65.819209039548||233
no|bd_18#prev_2021|25-64|__n|__n|10,458 (100.0)|100||10458
no|bd_18#prev_2021|25-64|male|male|4,706 (45.0)|44.9990437942245||4706
no|bd_18#prev_2021|25-64|cci_g|cci_g: title||||
